IDENT,RAW,GOLD,digitize_flagged
101519,ROCKER COVER GASKETS #2 & 4 LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,rocker cover gaskets number 2 and number 4 leaking. removed and replaced rocker cover gaskets.,False
101520,R/H FWD BAFFLE IS CRACKED. STOP DRILLED CRACK.,right-hand forward baffle is cracked. stop drilled crack.,False
101521,#3 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET W/ NEW.,number 3 rocker cover is leaking. removed and replaced gasket with new.,False
101522,R/H ENGINE BAFFLE SCREW MISSING. INSTALLED NEW SCREW.,right-hand engine baffle screw missing. installed new screw.,False
101523,#4 INTAKE LEAKING ON R/H ENGINE. REMOVED & REPLACED #4 INTAKE GASKET ON R/H ENGINE.,number 4 intake leaking on right-hand engine. removed and replaced number 4 intake gasket on right-hand engine.,False
101524,FWD BAFFLE CHAFING ON MUFFLER SHROUD. REPOSITIONED BAFFLE.,forward baffle chafing on muffler shroud. repositioned baffle.,False
101525,CYL #4 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE GASKET.,cylinder number 4 intake is leaking. removed and replaced intake gasket.,False
101526,#1 ROCKER COVER LEAKING. REMOVED & REPLACED #1 ROCKER COVER GASKET.,number 1 rocker cover leaking. removed and replaced number 1 rocker cover gasket.,False
101527,#3 ROCKER COVER LEAKING. REMOVED & REPLACED #3 ROCKER COVER GASKET.,number 3 rocker cover leaking. removed and replaced number 3 rocker cover gasket.,False
101528,#3 INTAKE GASKET LEAKING. REMOVED & REPLACED #3 INTAKE GASKET.,number 3 intake gasket leaking. removed and replaced number 3 intake gasket.,False
101529,CYL #4 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED CYL #4 ROCKER COVER GASKET.,cylinder number 4 rocker cover gasket leaking. removed and replaced cylinder number 4 rocker cover gasket.,False
101530,R/H ENG #4 BAFFLE SEAL TORN. REMOVED & REPLACED BAFFLE SEAL.,right-hand engine number 4 baffle seal torn. removed and replaced baffle seal.,False
101531,R/H ENG #3 INTAKE TUBE GASKET LEAKING. REMOVED & REPLACED GASKET.,right-hand engine number 3 intake tube gasket leaking. removed and replaced gasket.,False
101532,R/H ENG #1 & 3 BAFFLE TIE ROD SPACER LOOSE. RESECURED BAFFLE TIE ROD.,right-hand engine number 1 and number 3 baffle tie rod spacer loose. resecured baffle tie rod.,False
101533,CYL #3 L/H ENG INTAKE GASKET LEAKING. REMOVED & REPLACED CYL #3 L/H ENG INTAKE GASKET.,cylinder number 3 left-hand engine intake gasket leaking. removed and replaced cylinder number 3 left-hand engine intake gasket.,False
101534,R/H ENG CYL #2 INTAKE GASKET LEAKING. REMOVED & REPLACED R/H ENG CYL #2 INTAKE GASKET.,right-hand engine cylinder number 2 intake gasket leaking. removed and replaced right-hand engine cylinder number 2 intake gasket.,False
101535,"CYL #3 AFT BAFFLE I/B MOUNT RIVETS ARE SHEARED. REMOVED BAFFLE, REPLACED 2 MOUNT RIVETS. REINSTALLED BA","cylinder number 3 aft baffle inboard mount rivets are sheared. removed baffle, replaced 2 mount rivets. reinstalled baffle",False
101536,L/H ENG CYL #4 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE GASKET.,left-hand engine cylinder number 4 intake is leaking. removed and replaced intake gasket.,False
101537,L/H ENG CYL #2 FWD BAFFLE SEAL IS TORN. REMOVED & REPLACED BAFFLE SEAL W/ NEW.,left-hand engine cylinder number 2 forward baffle seal is torn. removed and replaced baffle seal with new.,False
101538,R/H ENG FWD CYL #2 BAFFLE SEAL IS TORN. REMOVED & REPLACED BAFFLE SEAL W/ NEW.,right-hand engine forward cylinder number 2 baffle seal is torn. removed and replaced baffle seal with new.,False
101539,L/H ENG SNIFFLER VALVE HOSE ADEL CLAMP RUBBER IS WORN OUT. REMOVED & REPLACED ADEL CLAMP.,left-hand engine sniffler valve hose adel clamp rubber is worn out. removed and replaced adel clamp.,False
101540,"L/H ENG CYL #1, 2 & 3 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","left-hand engine cylinder numbers 1, 2 and 3 rocker covers are leaking. removed and replaced rocker cover gaskets.",False
101541,"IMMEDIATELY AFTER ENGINE START, HIGH PITCHED WHINE/SQUEAL/WH. RAN A/C, ENGINE FUNCTION NORMAL. NO UNUSUAL NOISE NOTED","immediately after engine start, high pitched whine, squeal. ran aircraft, engine function normal. no unusual noise noted",False
101542,"CYL #4, 3 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.",cylinder number 4 and number 3 rocker cover gaskets leaking. removed and replaced rocker cover gaskets.,False
101543,R/H BACK BAFFLE BRACKET RIVET SHEARED OFF. INSTALLED NEW RIVETS.,right-hand back baffle bracket rivet sheared off. installed new rivets.,False
101544,L/H BACK BAFFLE HAS A CRACK. STOP DRILLED CRACK.,left-hand back baffle has a crack. stop drilled crack.,False
101545,#1 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 1 intake is leaking. removed and replaced intake gasket.,False
101546,ALL ROCKER COVER SCREWS LOOSE. TIGHTENED SCREWS.,all rocker cover screws loose. tightened screws.,False
101547,ADEL CLAMP TORN BY R/H ENGINE MOUNT. REMOVED & REPLACED CLAMP.,adel clamp torn by right-hand engine mount. removed and replaced clamp.,False
101548,RIVNUT STRIPPED OUT ON FIREWALL FOR A/F FUEL FILTER. REMOVED & REPLACED RIVNUT.,rivnut stripped out on firewall for aft fuel filter. removed and replaced rivnut.,False
101549,"LEFT ENGINE N1 RPM HAS 3 TO 4% UNCOMMANDED INCREASE WHEN ENG. INSPECTED EXTERNAL LINKAGE, NO PROBLEMS NOTED.","left engine n 1 rpm has 3 to 4 percent uncommanded increase. inspected external linkage, no problems noted.",False
101550,"TABS ARE BROKEN OFF BAFFLE PLUGS, L/H & R/H SIDES. REPLACED L/H & R/H BAFFLE PLUGS.","tabs are broken off baffle plugs, left-hand and right-hand sides. replaced left-hand and right-hand baffle plugs.",False
101551,"ENGINE QUIT WHEN THROTTLE WAS CLOSED DURING SHUT DOWN PRIOR. RAN UP A/C, NO DEFECTS NOTED.","engine quit when throttle was closed during shutdown prior. ran up aircraft, no defects noted.",False
101552,"L/H ENG, L/H BAFFLE TIE ROD PULLED THROUGH BAFFLE. REMOVED & REPLACED BAFFLE.","left-hand engine, left-hand baffle tie rod pulled through baffle. removed and replaced baffle.",False
101553,L/H ENG #2 INTAKE GASKET LEAKING. REMOVED & REPLACED L/H ENG #2 INTAKE GASKET.,left-hand engine number 2 intake gasket leaking. removed and replaced left-hand engine number 2 intake gasket.,False
101554,"BAFFLE SEAL LOOSE ON LH/ ENG, #4 AFT BAFFLE. SECURED BAFFLE SEAL BACK ON ENGINE BAFFLE.","baffle seal loose on left-hand engine, number 4 aft baffle. secured baffle seal back on engine baffle.",False
101555,BAFFLE SEAL LOOSE ON R/H ENG #1 SIDE BAFFLE. SECURED BAFFLE SEAL BACK ON ENGINE BAFFLE.,baffle seal loose on right-hand engine number 1 side baffle. secured baffle seal back on engine baffle.,False
101556,#2 & 4 CYL ROCKER COVER GASKETS ARE LEAKING. REMOVED & REPLACED GASKETS.,number 2 and number 4 cylinder rocker cover gaskets are leaking. removed and replaced gaskets.,False
101557,"R/H ENG BURNER CAN DRAIN, RIGID LINE IS CONTACTING BOTTOM CO. LEAK CK GOOD.","right-hand engine burner can drain, rigid line is contacting bottom. leak check good.",False
101558,"R/H ENG BURNER CAN DRAIN, RIGID LINE IS CONTACTING BOTTOM CO. LOOSEN & ADJ LINES; PNEUMATIC & DRAIN LINES. REMOVED CA","right-hand engine burner can drain, rigid line is contacting bottom. loosen and adjusted lines; pneumatic and drain lines. removed can",False
101559,R/H ENG FWD BAFFLE SEAL LOOSE. RESCURED BAFFLE SEAL.,right-hand engine forward baffle seal loose. rescured baffle seal.,False
101560,RIVETS MISSING ON ENGINE DATA PLATE. REPLACED RIVETS.,rivets missing on engine data plate. replaced rivets.,False
101561,"AFTER TAKEOFF, RPM'S WERE FLUCTUATING & ENGINE STARTED TO RU. RAN A/C, COULD NOT DUPLICATE. REMOVED COWLING & INSPECT","after takeoff, rpms were fluctuating and engine started to run rough. ran aircraft, could not duplicate. removed cowling and inspected",False
101562,OIL LEAK NOTED ON FRONT ENGINE SECTION. NO LEAK NOTED ON RUN UP.,oil leak noted on front engine section. no leak noted on run up.,False
101563,OIL LEAK NOTED ON FRONT ENGINE SECTION. CHECKED TORQUE ON FRONT MAIN BEARING NUTS & CRANKCASE B,oil leak noted on front engine section. checked torque on front main bearing nuts and crankcase,False
101564,CYL #1 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,cylinder number 1 intake gasket leaking. removed and replaced intake gasket.,False
101565,"CYL #2, 3 & 4 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED GASKETS.","cylinder numbers 2, 3 and 4 rocker covers are leaking. removed and replaced gaskets.",False
101566,FWD BAFFLE IS CHAFING ON EXT SHROUD. REPOSITIONED BAFFLE TO CLEAR MUFFLER SHROUD.,forward baffle is chafing on exhaust shroud. repositioned baffle to clear muffler shroud.,False
101567,CYL #4 INTAKE GASKET LEAKING. REMOVED & REPLACED CYL #4 INTAKE GASKET.,cylinder number 4 intake gasket leaking. removed and replaced cylinder number 4 intake gasket.,False
101568,FWD ENGINE BAFFLE CRACKED BEHIND ALTERNATOR. STOP DRILLED CRACK.,forward engine baffle cracked behind alternator. stop drilled crack.,False
101569,"CYL #1, 2 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED GASKETS.",cylinder number 1 and number 2 rocker cover gaskets leaking. removed and replaced gaskets.,False
101570,R/H REAR ENGINE BAFFLE SCREW LOOSE. TIGHTENED SCREW.,right-hand rear engine baffle screw loose. tightened screw.,False
101571,INTAKES #2 & 4 LEAKING ON L/H ENGINE. REMOVED & REPLACED INTAKE GASKETS.,intakes number 2 and number 4 leaking on left-hand engine. removed and replaced intake gaskets.,False
101572,INTAKE GASKET CYL #2 LEAKING. REMOVED & REPLACED INTAKE GASKET. TORQUED BOLTS TO SPEC,intake gasket cylinder number 2 leaking. removed and replaced intake gasket. torqued bolts to specs,False
101573,ROCKER COVER GASKET CYL #2 LEAKING. REMOVED & REPLACED ROCKER COVER GASKET. TIGHTENED SCREW,rocker cover gasket cylinder number 2 leaking. removed and replaced rocker cover gasket. tightened screw,False
101574,CYL #4 INTAKE IS LEAKING. REPLACED INTAKE GASKET.,cylinder number 4 intake is leaking. replaced intake gasket.,False
101575,FWD BAFFLE IS CHAFING ON MUFFLER HEAT SHROUD. REPOSITIONED BAFFLE.,forward baffle is chafing on muffler heat shroud. repositioned baffle.,False
101576,#2 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,number 2 rocker cover gasket leaking. removed and replaced number 2 rocker cover gasket.,False
101577,CYL #1 GOV BAFFLE SEAL IS COMING OFF. REFASTENED BAFFLE SEAL.,cylinder number 1 governor baffle seal is coming off. refastened baffle seal.,False
101578,#1 INTAKE LEAKING. REPLACED INTAKE GASKET.,number 1 intake leaking. replaced intake gasket.,False
101579,"ON RUN UP, L/H MAG DROPPED 350 RPM. REMOVED PISTON, CLEANED & PRESERVED #2 CYL. ROCKER OIL","on run up, left-hand magneto dropped 350 rpm. removed piston, cleaned and preserved number 2 cylinder.",False
101580,"ON RUN UP, L/H MAG DROPPED 350 RPM. REMOVED #4 CYL, FOUND OIL CONTROL RING GAP FACING DOWN.","on run up, left-hand magneto dropped 350 rpm. removed number 4 cylinder, found oil control ring gap facing down.",False
101581,"ON RUN UP, L/H MAG DROPPED 350 RPM. COMPLETED REASSY OF ENGINE. ADDED 8 QTS OF MINERAL OIL.","on run up, left-hand magneto dropped 350 rpm. completed reassembly of engine. added 8 quarts of mineral oil.",False
101582,"ON RUN UP, L/H MAG DROPPED 350 RPM. LEAK CK'ED VALVES, HONED CYLINDER, BORE MEASURE GOOD. F","on run up, left-hand magneto dropped 350 rpm. leak checked valves, honed cylinder, bore measure good.",False
101583,"CYL #1 INTAKE TUBE IS LOOSE. REPLACED INTAKE GASKETS FOR CYL #1, INTAKE IS SECURE.","cylinder number 1 intake tube is loose. replaced intake gaskets for cylinder number 1, intake is secure.",False
101584,ALL 4 ROCKER COVERS HAVE LOOSE SCREWS. TIGHTENED SCREWS.,all 4 rocker covers have loose screws. tightened screws.,False
101585,CYL #4 BAFFLE PLUG HOLE IS ENLARGED. INSTALLED PATCH FABRICATED OUT OF LIKE MATERIAL.,cylinder number 4 baffle plug hole is enlarged. installed patch fabricated out of like material.,False
101586,CYL #2 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED CYL #2 ROCKER COVER GASKET.,cylinder number 2 rocker cover gasket leaking. removed and replaced cylinder number 2 rocker cover gasket.,False
101587,CYL #4 INTAKE IS LEAKING. REPLACED INTAKE GASKET.,cylinder number 4 intake is leaking. replaced intake gasket.,False
101588,CYL 32 INTAKE GASKET IS LEAKING. REMOVED & REPLACED GASKET W/ NEW.,cylinder 32 intake gasket is leaking. removed and replaced gasket with new.,False
101589,#3 CYL ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED GASKET.,number 3 cylinder rocker cover gasket is leaking. removed and replaced gasket.,False
101590,"FWD BAFFLE IS CRACKED @ HEAT SHROUD AIR INTAKE. STOP DRILLED CRACKS, FABRICATED PATCH OUT OF LIKE MATER","forward baffle is cracked at heat shroud air intake. stop drilled cracks, fabricated patch out of like material",False
101591,CYL #2 INTAKE GASKET IS LEAKING. REMOVED & REPLACED INTAKE GASKET.,cylinder number 2 intake gasket is leaking. removed and replaced intake gasket.,False
101592,ROCKER COVER GASKET #3 LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,rocker cover gasket number 3 leaking. removed and replaced rocker cover gasket.,False
101593,#3 CYL AFT BAFFLE SCREW IS LOOSE. TIGHTENED SCREW.,number 3 cylinder aft baffle screw is loose. tightened screw.,False
101594,FWD R/H ENGINE BAFFLE SEAL LOOSE. RESECURED BAFFLE SEAL.,forward right-hand engine baffle seal loose. resecured baffle seal.,False
101595,#4 ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET W/ NEW.,number 4 rocker cover gasket is leaking. removed and replaced rocker cover gasket with new.,False
101596,OIL LINE 90 DEGREE ADEL CLAMP BRACKET IS BROKEN. REMOVED & REPLACED BROKEN BRACKET.,oil line 90 degree adel clamp bracket is broken. removed and replaced broken bracket.,False
101597,CYL #4 ROCKER COVER GASKET NEEDS TO BE REPLACED. REMOVED & REPLACED CYL #4 ROCKER COVER GASKET & RETAPPE,cylinder number 4 rocker cover gasket needs to be replaced. removed and replaced cylinder number 4 rocker cover gasket and retapped,False
101598,CYL #2 & 3 INTAKES ARE LEAKING. REMOVED & REPLACED INTAKE GASKETS.,cylinder number 2 and number 3 intakes are leaking. removed and replaced intake gaskets.,False
101599,BOTH BAFFLE PLUGS HAVE TOO MANY TABS MISSING. REMOVED & REPLACED BAFFLE PLUGS.,both baffle plugs have too many tabs missing. removed and replaced baffle plugs.,False
101600,CYL #2 & 4 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,cylinder number 2 and number 4 rocker covers are leaking. removed and replaced rocker cover gaskets.,False
101601,"CYL #3 AFT BAFFLE I/B MOUNT RIVETS SHEARED. REMOVED BAFFLE, REPLACED RIVETS & REINSTALLED BAFFLE.","cylinder number 3 aft baffle inboard mount rivets sheared. removed baffle, replaced rivets and reinstalled baffle.",False
101602,#3 & 4 INTAKES LEAKING. REMOVED & REPLACED INTAKE GASKETS.,number 3 and number 4 intakes leaking. removed and replaced intake gaskets.,False
101603,"CYL #2 INTAKE TUBE AT SUMP HAS POSSIBLE FUEL LEAK. CLEANED TUBE, GROUND RUN LEAK CK GOOD.","cylinder number 2 intake tube at sump has possible fuel leak. cleaned tube, ground run leak check good.",False
101604,#4 INTAKE LEAKING. REMOVED & REPLACED #4 INTAKE GASKET.,number 4 intake leaking. removed and replaced number 4 intake gasket.,False
101605,#1 ROCKER COVER LEAKING. REMOVED & REPLACED #1 ROCKER COVER GASKET.,number 1 rocker cover leaking. removed and replaced number 1 rocker cover gasket.,False
101606,"ROCKER COVERS 1, 2 & 4 LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","rocker covers 1, 2 and 4 leaking. removed and replaced rocker cover gaskets.",False
101607,R/H FWD BAFFLE SEAL LOOSE. RESECURED BAFFLE SEAL.,right-hand forward baffle seal loose. resecured baffle seal.,False
101608,#4 INTAKE LEAKING. REPLACED GASKET.,number 4 intake leaking. replaced gasket.,False
101609,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 4 intake gasket leaking. removed and replaced gasket.,False
101610,CYL #2 ROCKER COVER LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,cylinder number 2 rocker cover leaking. removed and replaced rocker cover gasket.,False
101611,"CYL #1, 3 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.",cylinder number 1 and number 3 rocker cover gaskets leaking. removed and replaced rocker cover gaskets.,False
101612,"POWER AT IDLE, ENGINE QUIT. RESTARTED & TESTED IDLE W/ FULL. RAN UP A/C ENGINE. ADJUSTED IDLE SPEED. IDLE MIXTURE CH","power at idle, engine quit. restarted and tested idle with full. ran up aircraft engine. adjusted idle speed. idle mixture check good",False
101613,"DURING FLIGHT, R/H COWL FLAP WOULD NOT STAY OPEN. TIGHTENED BOLT THAT ATTACHES COWL FLAP LEVERS & ADJUSTE","during flight, right-hand cowl flap would not stay open. tightened bolt that attaches cowl flap levers and adjusted",False
101614,R/H BAFFLE TIE ROD BROKEN. REMOVED & REPLACED BAFFLE TIE ROD.,right-hand baffle tie rod broken. removed and replaced baffle tie rod.,False
101615,#2 INTAKE LEAKING. REPLACED GASKET.,number 2 intake leaking. replaced gasket.,False
101616,L/H ENG #2 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,left-hand engine number 2 intake gasket leaking. removed and replaced gasket.,False
101617,"#1 CYL EXHAUST STACK IS MISSING NUT, R/H. INSTALLED NUT & WASHERS.","number 1 cylinder exhaust stack is missing nut, right-hand. installed nut and washers.",False
101618,R/H ENG #4 CYL BAFFLE SEAL IS TEARING OFF. INSTALLED NEW BAFFLE SEAL.,right-hand engine number 4 cylinder baffle seal is tearing off. installed new baffle seal.,False
101619,"R/H ENG TOP CRANKCASE HALF BOLT W/ ENG HOIST LOOP IS LEAKING. REMOVED BOLT, CLEANED, RESEALED W/ HI-TEMP SILICONE & T","right-hand engine top crankcase half bolt with engine hoist loop is leaking. removed bolt, cleaned, resealed with high-temperature silicone",False
101620,"SUPPORT FROM #4 CYL AFT BAFFLE TO CRANKCASE HALF IS BROKEN O. REMOVED ROD, REPAIRED IAW , CH 4, SEC 5. REI","support from number 4 cylinder aft baffle to crankcase half is broken. removed rod, repaired in accordance with reference manual, chapter 4, section 5.",False
101621,BAFFLE PLUG TANGS BROKEN OFF. INSTALLED NEW BAFFLE PLUG.,baffle plug tangs broken off. installed new baffle plug.,False
101622,#2 INTAKE CYL GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 2 intake cylinder gasket leaking. removed and replaced intake gasket.,False
101623,FWD R/H BAFFLE SEAL LOOSE. RESECURED BAFFLE SEAL.,forward right-hand baffle seal loose. resecured baffle seal.,False
101624,CYL #3 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,cylinder number 3 intake gasket leaking. removed and replaced intake gasket.,False
101625,R/H BAFFLE PLUG NEEDS TO BE REPLACED. REMOVED & REPLACED BAFFLE PLUG.,right-hand baffle plug needs to be replaced. removed and replaced baffle plug.,False
101626,CYL #4 & 2 INTAKE GASKETS LEAKING. REMOVED & REPLACED CYL #2 & 4 INTAKE GASKETS.,cylinder number 4 and number 2 intake gaskets leaking. removed and replaced cylinder number 2 and number 4 intake gaskets.,False
101627,#2 INDUCTION TUBE GASKET LEAKING. INSTALLED NEW INDUCTION TUBE GASKET.,number 2 induction tube gasket leaking. installed new induction tube gasket.,False
101628,R/H FORWARD BAFFLE SEAL IS LOOSE. RESECURED R/H BAFFLE SEAL.,right-hand forward baffle seal is loose. resecured right-hand baffle seal.,False
101629,"ON ENGINE START, ENGINE WAS UNUSUALLY ROUGH. ATTEMPTED TO LE. MAINTENANCE FLIGHT REQUIRED","on engine start, engine was unusually rough. attempted to lean. maintenance flight required",False
101630,"ON ENGINE START, ENGINE WAS UNUSUALLY ROUGH. ATTEMPTED TO LE. MAG DROPS CK GOOD. COMPRESSIONS CK'ED GOOD.","on engine start, engine was unusually rough. attempted to lean. magneto drops check good. compressions checked good.",False
101631,"ON ENGINE START, ENGINE WAS UNUSUALLY ROUGH. ATTEMPTED TO LE. STARTED A/C, ENGINE RAN VERY ROUGH, THEN SMOOTHED OUT.","on engine start, engine was unusually rough. attempted to lean. started aircraft, engine ran very rough, then smoothed out.",False
101632,"ON ENGINE START, ENGINE WAS UNUSUALLY ROUGH. ATTEMPTED TO LE. INSTALLED OIL & FUEL LINES, INSTALLED INDUCTION ELBOW.","on engine start, engine was unusually rough. attempted to lean. installed oil and fuel lines, installed induction elbow.",False
101633,"ON ENGINE START, ENGINE WAS UNUSUALLY ROUGH. ATTEMPTED TO LE. INSTALLED FUEL FLOW TRANSDUCER & BEGAN TO ROUTE FUEL LI","on engine start, engine was unusually rough. attempted to lean. installed fuel flow transducer and began to route fuel lines",False
101634,"ON ENGINE START, ENGINE WAS UNUSUALLY ROUGH. ATTEMPTED TO LE. REMOVED ENGINE. BEGAN INSTALL OF ENGINE","on engine start, engine was unusually rough. attempted to lean. removed engine. began install of engine",False
101635,"ON ENGINE START, ENGINE WAS UNUSUALLY ROUGH. ATTEMPTED TO LE. ROUTED IGNITION LEADS. ADJUSTED THROTTLE & MIXTURE CABL","on engine start, engine was unusually rough. attempted to lean. routed ignition leads. adjusted throttle and mixture cable",False
101636,R/H FWD BAFFLE SEAL IS LOOSE. RESECURED BAFFLE SEAL.,right-hand forward baffle seal is loose. resecured baffle seal.,False
101637,"AFT BAFFLE SEAL LOOSE, R/H SIDE. RESECURED BAFFLE SEAL.","aft baffle seal loose, right-hand side. resecured baffle seal.",False
101638,CYL #2 & 4 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,cylinder number 2 and number 4 rocker covers are leaking. removed and replaced rocker cover gaskets.,False
101639,"#1, 2, 3 & 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","numbers 1, 2, 3 and 4 rocker cover gaskets leaking. removed and replaced rocker cover gaskets.",False
101640,CYL #3 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,cylinder number 3 intake gasket leaking. removed and replaced intake gasket.,False
101641,#4 INTAKE LEAKING. INSTALLED NEW #4 INDUCTION TUBE GASKET.,number 4 intake leaking. installed new number 4 induction tube gasket.,False
101642,#1 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,number 1 rocker cover is leaking. removed and replaced gasket.,False
101643,#2 INDUCTION TUBE GASKET LEAKING. INSTALLED NEW #2 INDUCTION TUBE GASKET.,number 2 induction tube gasket leaking. installed new number 2 induction tube gasket.,False
101644,#4 CYL COMPRESSION TEST WAS 35/80. STAKED VALVES - NO CHANGE IN COMPRESSION.,number 4 cylinder compression test was 35 out of 80. staked valves. no change in compression.,False
101645,#4 CYL COMPRESSION TEST WAS 35/80. RAN UP & LEAK CK'ED - CK GOOD. COMPRESSION CK 79/80.,"number 4 cylinder compression test was 35 out of 80. ran up and leak checked, check good. compression check 79 out of 80.",False
101646,#4 CYL COMPRESSION TEST WAS 35/80. #2 & 4 OIL DRAINS CONNECTED. #4 FUEL INJECTOR LINE INST,number 4 cylinder compression test was 35 out of 80. number 2 and number 4 oil drains connected. number 4 fuel injector line installed,False
101647,"#4 CYL COMPRESSION TEST WAS 35/80. REMOVED #4 CYL, INCLUDED #4 FUEL INJ LINE AND #2 & 4 OI","number 4 cylinder compression test was 35 out of 80. removed number 4 cylinder, included number 4 fuel injector line",False
101648,R/H FWD BAFFLE SEAL IS LOOSE. RESECURED.,right-hand forward baffle seal is loose. resecured.,False
101649,"LEAKING INTAKE TUBE CYL #4, LEAK AT ATTACH POINT TO OIL SUMP. REMOVED ENGINE COWLING.","leaking intake tube cylinder number 4, leak at attach point to oil sump. removed engine cowling.",False
101650,"LEAKING INTAKE TUBE CYL #4, LEAK AT ATTACH POINT TO OIL SUMP. RESWEDGED INTAKE CONNECTOR INTO SUMP. REINSTALLED COWLI","leaking intake tube cylinder number 4, leak at attach point to oil sump. reswedged intake connector into sump. reinstalled cowling",False
101651,#4 INTAKE LEAKING. REPLACED INTAKE GASKET.,number 4 intake leaking. replaced intake gasket.,False
101652,"R/H ENGINE WIRING CLAMP, FWD I/B, NOT ATTACHED. REMOVED UNUSED CLAMP FROM WIRE BUNDLE.","right-hand engine wiring clamp, forward inboard, not attached. removed unused clamp from wire bundle.",False
101653,"OIL SEEP, R/H ENGINE TACH GEN. REMOVED TACH GENERATOR. FABRICATED EXTRACTION TOOL. REM","oil seep, right-hand engine tach generator. removed tachometer generator. fabricated extraction tool.",False
101654,CYL #2 OIL RETURN LINE WAS DISCONNECTED & FITTING REMOVED. LEAK CK GOOD.,cylinder number 2 oil return line was disconnected and fitting removed. leak check good.,False
101655,#1 - 3 O/B BAFFLE TIE WORN THRU AFT BAFFLE. REPOSITIONED #1 & 3 O/B BAFFLE TIE.,number 1 and number 3 outboard baffle tie worn through aft baffle. repositioned number 1 and number 3 outboard baffle tie.,False
101656,"#2 OIL DRAIN TUBE CHAFING ON BAFFLE. REMOVED #2 OIL RETURN LINE FROM CYL HEAD, REMOVED ROCKE","number 2 oil drain tube chafing on baffle. removed number 2 oil return line from cylinder head, removed rocker cover",False
101657,"#2 FWD BAFFLE CRACKED BEYOND STOP DRILL. STOP DRILLED CRACK, FABRICATED PATCH OF LIKE MATERIAL &","number 2 forward baffle cracked beyond stop drill. stop drilled crack, fabricated patch of like material",False
101658,"REAR BAFFLE BRACKET AT ENGINE CENTER BROKEN AT BOLT. REMOVED CRACKED BRACKET, FABRICATED NEW BRACKET FROM LI","rear baffle bracket at engine center broken at bolt. removed cracked bracket, fabricated new bracket from like material",False
101659,CYL #2 OIL RETURN LINE WAS DISCONNECTED & FITTING REMOVED. REINSTALLED 45 DEGREE FITTING & REATTACHED CYL HEAD END,cylinder number 2 oil return line was disconnected and fitting removed. reinstalled 45 degree fitting and reattached cylinder head end,False
101660,#2 ROCKER COVER LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,number 2 rocker cover leaking. removed and replaced rocker cover gasket.,False
101661,R/H REAR ENGINE BAFFLE SCREW LOOSE. TIGHTENED SCREW.,right-hand rear engine baffle screw loose. tightened screw.,False
101662,#3 INTAKE LEAKING. REPLACED GASKET.,number 3 intake leaking. replaced gasket.,False
101663,R/H FWD ENGINE BAFFLE MISSING PLUG. REPLACED PLUG.,right-hand forward engine baffle missing plug. replaced plug.,False
101664,#4 INTAKE LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 4 intake leaking. removed and replaced intake gasket.,False
101665,#1 ROCKER COVER LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,number 1 rocker cover leaking. removed and replaced rocker cover gasket.,False
101666,"CYL #2, 3 & 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","cylinder numbers 2, 3 and 4 rocker cover gaskets leaking. removed and replaced rocker cover gaskets.",False
