IDENT,RAW,GOLD,digitize_flagged
101068,#4 CYL AFT BAFFLE HAS 2 RIVETS SHEARED. REMOVED RIVETS & INSTALLED SCREWS & NUTS. TIGHTENED.,number 4 cylinder aft baffle has 2 rivets sheared. removed rivets and installed screws and nuts. tightened.,False
101069,OIL FILLER TUBE LOOSE. TIGHTENED OIL FILLER TUBE & RESAFETIED.,oil filler tube loose. tightened oil filler tube and resafetied.,False
101070,CORNER PATCH ON L/H REAR ENGINE BAFFLE CRACKED. FABRICATED & INSTALLED NEW PATCH.,corner patch on left-hand rear engine baffle cracked. fabricated and installed new patch.,False
101071,ALT BELT LOOSE. TIGHTENED & SAFETIED ALTERNATOR BRACKET BOLTS. TENSION,alternator belt loose. tightened and safetied alternator bracket bolts.,False
101075,CYL #1 & 3 INTAKES ARE LEAKING. REMOVED & REPLACED CYL #1 & 3 INTAKE GASKETS.,cylinder number 1 and number 3 intakes are leaking. removed and replaced cylinder number 1 and number 3 intake gaskets.,False
101076,CYL #2 ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED CYL #2 ROCKER COVER GASKET.,cylinder number 2 rocker cover gasket is leaking. removed and replaced cylinder number 2 rocker cover gasket.,False
101078,"PROP RPM REACHED 2720, NOTICED & REDUCED IT. C/W , NO DEFECTS NOTED. NO FURTHER ACTION REQUIR","propeller rpm reached 2720, noticed and reduced it. complied with reference manual, no defects noted. no further action required",False
101079,"ON DESCENT, EXCEEDED MAX RPM, WENT UP TO 2800. C/W , NO DEFECTS NOTED. NO FURTHER ACTION REQUIR","on descent, exceeded max rpm, went up to 2800. complied with reference manual no defects noted. no further action required",False
101081,"IDLE OVERRIDE SPEED WAS 1300. RAN A/C, ADJUSTED IDLE SPEED. CHECKS GOOD.","idle override speed was 1300. ran aircraft, adjusted idle speed. checks good.",False
101082,"L/H ENGINE, #4 INTAKE LEAKING. REMOVED & REPLACED GASKET.","left-hand engine, number 4 intake leaking. removed and replaced gasket.",False
101085,"L/H ENG, CYL 1 & 3 ROCKER COVERS ARE LEAKING. REPLACED ROCKER COVER GASKETS.","left-hand engine, cylinder 1 and 3 rocker covers are leaking. replaced rocker cover gaskets.",False
101087,SNIFFLER VALVES ARE DIRTY. CLEANED SNIFFLER VALVES.,sniffler valves are dirty. cleaned sniffler valves.,False
101088,#3 CYL AFT BAFFLE INNER MOST BAFFLE SEAL RIVET IS PULLED THR. REFASTENED BAFFLE.,number 3 cylinder aft baffle inner most baffle seal rivet is pulled through. refastened baffle.,False
101089,#4 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE GASKET W/ NEW.,number 4 intake is leaking. removed and replaced intake gasket with new.,False
101090,"AFTER PERFORMING SIMULATED ENGINE FAILURE, SMOOTHLY APPLIED. RAN UP A/C ENGINE. ENGINE RUNS SMOOTH. MAG DROPS, IDLE","after performing simulated engine failure, ran up aircraft engine. engine runs smooth. magneto drops",False
101091,CYL #4 ROCKER COVER GASKET IS LEAKING. REPLACED GASKET.,cylinder number 4 rocker cover gasket is leaking. replaced gasket.,False
101092,CYL #2 INTAKE GASKET IS LEAKING. REMOVED & REPLACED CYL #2 INTAKE GASKET.,cylinder number 2 intake gasket is leaking. removed and replaced cylinder number 2 intake gasket.,False
101094,EXPERIENCED PARTIAL POWER LOSS DURING CLIMB. FOR BILLING PURPOSES ONLY,experienced partial power loss during climb. for billing purposes only,False
101095,EXPERIENCED PARTIAL POWER LOSS DURING CLIMB. GROUND RUN & STATIC FULL RPM CHECKED 2300 - 2330 RPM. F,experienced partial power loss during climb. ground run and static full rpm checked 2300 to 2330 rpm.,False
101096,CYL #1 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,cylinder number 1 rocker cover gasket leaking. removed and replaced rocker cover gasket.,False
101097,#2 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,number 2 intake is leaking. removed and replaced gasket.,False
101098,BAFFLE PLUGS ARE WORN. REMOVED & REPLACED PLUGS.,baffle plugs are worn. removed and replaced plugs.,False
101099,#4 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,number 4 rocker cover is leaking. removed and replaced rocker cover gasket.,False
101100,"OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE. RAN A/C, FOUND #3 CYLINDER EXHAUST VALVE PUSH ROD TUBE","oil leak evidence on right-hand side of engine. ran aircraft, found number 3 cylinder exhaust valve push rod tube loose",False
101102,FWD R/H BAFFLE SEAL NEEDS TO BE REATTACHED. REMOVED & REPLACED BAFFLE SEAL.,forward right-hand baffle seal needs to be reattached. removed and replaced baffle seal.,False
101103,"R/H REAR BAFFLE BRACKET RIVETS SHEARED. REMOVED BAFFLE, REATTACHED AFT BRACKET. REINSTALLED BAF","right-hand rear baffle bracket rivets sheared. removed baffle, reattached aft bracket. reinstalled baffle",False
101104,"INTAKE GASKET, CYL #4, LEAKING. REMOVED & REPLACED GASKET.","intake gasket, cylinder number 4, leaking. removed and replaced gasket.",False
101106,ENGINE BAFFLE SNAP PLUG TAB BROKEN OFF. INSTALLED NEW ENGINE BAFFLE PLUGS.,engine baffle snap plug tab broken off. installed new engine baffle plugs.,False
101107,#1 ROCKER COVER LEAKING. REMOVED & REPLACED #1 ROCKER COVER GASKET.,number 1 rocker cover leaking. removed and replaced number 1 rocker cover gasket.,False
101108,L/H ENGINE #3 & 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER GASKETS W/ NEW.,left-hand engine number 3 and number 4 rocker cover gaskets leaking. removed and replaced rocker gaskets with new.,False
101109,"R/H ENGNIE CYL #3 INTAKE GASKET LEAKING. REMOVED & REPLACED CYL #3 INTAKE GASKET, R/H ENGINE.","right-hand engine cylinder number 3 intake gasket leaking. removed and replaced cylinder number 3 intake gasket, right-hand engine.",False
101110,"ROCKER COVER GASKETS #1, 2, 4 ON R/H ENGINE LEAKING. REMOVED & REPLACED R/H ENGINE ROCKER COVER GASKETS.","rocker cover gaskets numbers 1, 2 and 4 on right-hand engine leaking. removed and replaced right-hand engine rocker cover gaskets.",False
101111,#3 INTAKE LEAKING ON L/H ENGINE. REMOVED & REPLACED INTAKE GASKET.,number 3 intake leaking on left-hand engine. removed and replaced intake gasket.,False
101113,R/H ENGINE CYL #4 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED GASKET.,right-hand engine cylinder number 4 rocker cover gasket leaking. removed and replaced gasket.,False
101114,ENGINE RPM REACHED 2760 FOR APPROX 2 SECONDS. C/W LYCOMING NO DEFECTS NOTED. NO FURTHER ACTI,engine rpm reached 2760 for approximately 2 seconds. complied with lycoming no defects noted. no further action required,False
101115,CYL #2 INTAKE IS LEAKING. REPLACED INTAKE GASKETS.,cylinder number 2 intake is leaking. replaced intake gaskets.,False
101116,"L/H ENG, #4 INDUCTION TUBE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.","left-hand engine, number 4 induction tube gasket leaking. removed and replaced intake gasket.",False
101117,R/H ENG #3 CYL INTAKE GASKET LEAKS. REMOVED & REPLACED #3 CYL INTAKE GASKET.,right-hand engine number 3 cylinder intake gasket leaks. removed and replaced number 3 cylinder intake gasket.,False
101118,L/H ENGINE #2 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET W/ NEW.,left-hand engine number 2 intake gasket leaking. removed and replaced intake gasket with new.,False
101120,IDLE MIXTURE NEEDS ADJUSTMENT. REMOVED MIXTURE ARM & REINDEXED AGAIN. A/C WAS STARTED,idle mixture needs adjustment. removed mixture arm and reindexed again. aircraft was started,False
101122,"IDLE MIXTURE NEEDS ADJUSTMENT. A/C WAS GROUND RAN BY PILOT, IDLE MIXTURE & SPEED NOW C",idle mixture needs adjustment. aircraft was ground ran by pilot,False
101123,"IDLE MIXTURE NEEDS ADJUSTMENT. A/C/ WAS STARTED, BUT WOULD ONLY RUN A FEW SECONDS. ALL","idle mixture needs adjustment. aircraft was started, but would only run a few seconds.",False
101124,CYL #2 INTAKE PIPE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,cylinder number 2 intake pipe gasket leaking. removed and replaced intake gasket.,False
101126,#2 INTAKE LEAKING. REPLACED GASKET.,number 2 intake leaking. replaced gasket.,False
101129,"#3 INTAKE LEAKING ON L/H ENGINE. REMOVED & REPLACED INTAKE GASKET, CYL #3.","number 3 intake leaking on left-hand engine. removed and replaced intake gasket, cylinder number 3.",False
101130,#2 & 3 ROCKER COVER LEAKING ON L/H ENGINE. REMOVED & REPLACED ROCKER COVER GASKETS.,number 2 and number 3 rocker cover leaking on left-hand engine. removed and replaced rocker cover gaskets.,False
101131,"#2 & 3 ROCKER COVER GASKETS LEAKING ON R/H ENGINE. REPLACED #2 & 3 ROCKER COVER GASKETS, R/H.","number 2 and number 3 rocker cover gaskets leaking on right-hand engine. replaced number 2 and number 3 rocker cover gaskets, right-hand.",False
101132,"WORN OUT THRUST BUTTON, ROCKER SHAFT CYL #3, L/H ENGINE. REMOVED & REPLACED THRUST BUTTONS ON CYL #3.","worn out thrust button, rocker shaft cylinder number 3, left-hand engine. removed and replaced thrust buttons on cylinder number 3.",False
101133,CYL #1 ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,cylinder number 1 rocker cover gasket is leaking. removed and replaced rocker cover gasket.,False
101135,"L/H ENGINE #1, 2 & 4 INTAKES LEAKING. REMOVED & REPLACED #1 & 2 GASKETS.","left-hand engine numbers 1, 2 and 4 intakes leaking. removed and replaced number 1 and number 2 gaskets.",False
101136,R/H ENGINE #2 CYLINDER COMPRESSION IS LOW. INSTALLED ROCKER COVER & GASKET.,right-hand engine number 2 cylinder compression is low. installed rocker cover and gasket.,False
101138,R/H ENGINE #2 CYLINDER COMPRESSION IS LOW. STAKED EXHAUST VALVE. PRESSURE CAME UP TO 65/80 PSI.,right-hand engine number 2 cylinder compression is low. staked exhaust valve. pressure came up to 65 out of 80 psi.,False
101139,#2 FWD BAFFLE CRACKED. STOP DRILLED CRACK.,number 2 forward baffle cracked. stop drilled crack.,False
101140,#4 ROCKER BOX COVER GASKET LEAKING. INSTALLED #4 ROCKER BOX COVER GASKET.,number 4 rocker box cover gasket leaking. installed number 4 rocker box cover gasket.,False
101141,BAFFLE CRACKED AFT OF #4 CYL. FABRICATED PATCH & DOUBLER OF LIKE MATERIAL.,baffle cracked aft of number 4 cylinder. fabricated patch and doubler of like material.,False
101142,BAFFLE CRACKED AFT OF #4 CYL. INSTALLED PATCH & DOUBLER IAW,baffle cracked aft of number 4 cylinder. installed patch and doubler in accordance with reference manual,False
101143,BACK L/H BAFFLE IS CRACKED. STOP DRILLED CRACK.,back left-hand baffle is cracked. stop drilled crack.,False
101145,L/H BAFFLE PLUG NEEDS TO BE REPLACED. REMOVED & REPLACED BAFFLE PLUG.,left-hand baffle plug needs to be replaced. removed and replaced baffle plug.,False
101147,ROCKER COVER GASKET CYL #2 & 3 LEAKING. REPLACED BOTH ROCKER COVER GASKETS.,rocker cover gasket cylinder number 2 and number 3 leaking. replaced both rocker cover gaskets.,False
101148,"CYL #3 AFT BAFFLE SCREW LOOSE. REMOVED DIPSTICK HOUSING, REMOVED OIL COOLER FROM BAFFL","cylinder number 3 aft baffle screw loose. removed dipstick housing, removed oil cooler from baffle",False
101150,"DIPSTICK TUBE LOOSE. TIGHTENED DIPSTICK TUBE, RESAFETIED.","dipstick tube loose. tightened dipstick tube, resafetied.",False
101151,R/H SIDE BAFFLE IS MISSING A SCREW. INSTALLED NEW SCREW ON BAFFLE.,right-hand side baffle is missing a screw. installed new screw on baffle.,False
101152,#2 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,number 2 rocker cover is leaking. removed and replaced rocker cover gasket.,False
101153,R/H BACK BAFFLE BRACKET RIVET HEAD IS MISSING. REMOVED BACK BAFFLE TO GAIN ACCESS. REMVOED RIVETS & RE,right-hand back baffle bracket rivet head is missing. removed back baffle to gain access. removed rivets and reinstalled back baffle,False
101155,"1, 2, & 4 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED ROCKER GASKETS.","1, 2, and 4 rocker covers are leaking. removed and replaced rocker gaskets.",False
101156,BOTH SPARK PLUG BAFFLE PLUGS ARE WORN. REMOVED & REPLACED SPARK PLUG BAFFLE PLUGS.,both spark plug baffle plugs are worn. removed and replaced spark plug baffle plugs.,False
101157,#3 INTAKE LEAKING ON R/H ENGINE. REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,number 3 intake leaking on right-hand engine. removed and replaced number 3 intake gasket on right-hand engine.,False
101158,#4 INTAKE LEAKING ON L/H ENIGNE. REMOVED & REPLACED #4 INTAKE GASKET ON L/H ENGINE.,number 4 intake leaking on left-hand engine. removed and replaced number 4 intake gasket on left-hand engine.,False
101160,"L/H BAFFLE REQUIRES PATCH. FABRICATED PATCH OF LIKE MATERIAL, RIVETED & INSTALLED","left-hand baffle requires patch. fabricated patch of like material, riveted and installed",False
101161,"AFT ALT MOUNTING BOLT EATING INTO SCROLL MOUNT. INSPECTED MOUNT, NO DEFECTS NOTED.","aft alternator mounting bolt eating into scroll mount. inspected mount, no defects noted.",False
101162,EXCESSIVE END PLAY AT THROTTLE CABLE ATTACHMENT. INSPECTED THROTTLE CABLE ATTACHMENT. NO DEFECTS NOTED.,excessive end play at throttle cable attachment. inspected throttle cable attachment. no defects noted.,False
101164,#2 & 4 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED GASKETS.,number 2 and number 4 rocker covers are leaking. removed and replaced gaskets.,False
101165,CYL #2 ROCKER COVER LEAKING. REMOVED & REPLACED CYL #2 ROCKER COVER GASKET.,cylinder number 2 rocker cover leaking. removed and replaced cylinder number 2 rocker cover gasket.,False
101167,#2 INDUCTION TUBE GASKET LEAKING. INSTALLED NEW INDUCTION TUBE GASKET,number 2 induction tube gasket leaking. installed new induction tube gasket,False
101168,#1 INTAKE LEAKING ON L/H ENGINE. REMOVED & REPLACED INTAKE GASKET.,number 1 intake leaking on left-hand engine. removed and replaced intake gasket.,False
101169,#1 & 2 INTAKES LEAKING ON R/H ENGINE. REMOVED & REPLACED INTAKE GASKETS.,number 1 and number 2 intakes leaking on right-hand engine. removed and replaced intake gaskets.,False
101170,#2 INDUCTION TUBE GASKET LEAKING. INSTALLED NEW INDUCTION TUBE GASKET.,number 2 induction tube gasket leaking. installed new induction tube gasket.,False
101172,#2 & 4 BAFFLE INNER TIE & SPRING OUT OF PLACE. REINSTALLED BAFFLE TIE IN CORRECT POSITION.,number 2 and number 4 baffle inner tie and spring out of place. reinstalled baffle tie in correct position.,False
101175,OIL LEAK FROM L/H ENGINE. TIGHTENED TOP BOLTS ON TOP OF CASE. WASHED ENGINE.,oil leak from left-hand engine. tightened top bolts on top of case. washed engine.,False
101176,#2 ROCKER COVER IS LEAKING ON L/H ENGINE. REMOVED & REPLACED ROCKER COVER GASKET.,number 2 rocker cover is leaking on left-hand engine. removed and replaced rocker cover gasket.,False
101178,#2 ROCKER COVER THRUST BUTTON ON R/H ENGINE IS BROKEN. REMOVED & REPLACED THRUST BUTTON.,number 2 rocker cover thrust button on right-hand engine is broken. removed and replaced thrust button.,False
101179,#2 ROCKER COVER THRUST BUTTONS ON L/H ENGINE ARE BROKEN. REMOVED & REPLACED THRUST BUTTONS.,number 2 rocker cover thrust buttons on left-hand engine are broken. removed and replaced thrust buttons.,False
101180,CYL #3 BAFFLE SCREW SECURED TO CRANKCASE MISSING. INSTALLED NEW SCREW.,cylinder number 3 baffle screw secured to crankcase missing. installed new screw.,False
101182,BAFFLE SUPPORT ON AFT COPILOT SIDE ENGINE BAFFLE LOOSE. REMOVED COPILOT SIDE AFT ENGINE BAFFLE. RESECURED BAFFL,baffle support on aft copilot side engine baffle loose. removed copilot side aft engine baffle. resecured baffle,False
101183,"AFTER COMPLETING STEEP SPIRALS AT POWER IDLE, SMOOTHLY APPLI. MX FLIGHT IS REQUIRED","after completing steep spirals at power idle, maintenance flight is required",False
101184,"AFTER COMPLETING STEEP SPIRALS AT POWER IDLE, SMOOTHLY APPLI. PERFORMED GROUND RUN OF A/C, UNABLE TO DUPLICATE DISCRE","after completing steep spirals at power idle, performed ground run of aircraft, unable to duplicate discrepancy",False
101187,R/H ENGINE #3 INTAKE IS LEAKING. REPLACED W/ NEW GASKET.,right-hand engine number 3 intake is leaking. replaced with new gasket.,False
101188,"R/H ENGINE, L/H FWD BAFFLE SEAL IS GONE. INSTALLED NEW BAFFLE SEAL.","right-hand engine, left-hand forward baffle seal is gone. installed new baffle seal.",False
101189,L/H SIDE BAFFLE IS CRACKED. REPLACED L/H SIDE BAFFLE W/ SERVICEABLE PART.,left-hand side baffle is cracked. replaced left-hand side baffle with serviceable part.,False
101190,PLUGS FOR ENG BAFFLING WORN. REPLACED BOTH PLUGS.,plugs for engine baffling worn. replaced both plugs.,False
101191,"#3 & 4 ROCKER COVERS LEAKING. REMOVED & REPLACED #3 ROCKER COVER GASKET, TIGHTENED SC","number 3 and number 4 rocker covers leaking. removed and replaced number 3 rocker cover gasket, tightened screws",False
101192,R/H ENG #2 BAFFLE IS MISSING A BOLT. INSTALLED NEW SCREW.,right-hand engine number 2 baffle is missing a bolt. installed new screw.,False
101194,ROCKER BOX COVER SCREWS LOOSE. RETORQUED SCREWS.,rocker box cover screws loose. retorqued screws.,False
101195,SIDE BAFFLE PLUGS HAVE MANY MISSING FINGERS. REMOVED & REPLACED PLUGS.,side baffle plugs have many missing fingers. removed and replaced plugs.,False
101196,#2 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,number 2 rocker cover is leaking. removed and replaced gasket.,False
101198,#2 & 4 CYL ROCKER COVER GASKETS ARE LEAKING ON R/H ENGINE. REMOVED & REPLACED #2 & 4 CYL ROCKER COVER GASKETS ON R,number 2 and number 4 cylinder rocker cover gaskets are leaking on right-hand engine. removed and replaced number 2 and number 4 cylinder rocker cover gaskets,False
101199,#2 ROCKER COVER LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,number 2 rocker cover leaking. removed and replaced rocker cover gasket.,False
101201,"ROCKER COVER GASKET CYL #2, R/H ENGINE, LEAKING. REMOVED & REPLACED GASKET.","rocker cover gasket cylinder number 2, right-hand engine, leaking. removed and replaced gasket.",False
101202,"INTAKE GASKET CYL #3, R/H ENGINE, LEAKING. REMOVED & REPLACED INTAKE GASKET.","intake gasket cylinder number 3, right-hand engine, leaking. removed and replaced intake gasket.",False
101203,"CYL #3, 4 ROCKER COVER GASKETS LEAKING ON L/H ENG. REMOVED & REPLACED ROCKER COVER GASKETS.",cylinder number 3 and number 4 rocker cover gaskets leaking on left-hand engine. removed and replaced rocker cover gaskets.,False
101204,CYL #3 AFT UPPER BAFFLE SEAL IS LOOSE. RESECURED BAFFLE SEAL.,cylinder number 3 aft upper baffle seal is loose. resecured baffle seal.,False
101205,BOTH BAFFLE PLUGS ARE MISSING TOO MANY TABS. INSTALLED BAFFLE PLUGS.,both baffle plugs are missing too many tabs. installed baffle plugs.,False
101206,#4 INTAKE GASKET LEAKING. REPLACED W/ NEW GASKET.,number 4 intake gasket leaking. replaced with new gasket.,False
101207,#4 ROCKER COVER GASKET LEAKING. REPLACED W/ NEW GASKET.,number 4 rocker cover gasket leaking. replaced with new gasket.,False
101211,L/H #4 INTAKE GASKET LEAKING. REMOVED & REPLACED #4 INTAKE GASKET.,left-hand number 4 intake gasket leaking. removed and replaced number 4 intake gasket.,False
101212,L/H #3 CYL ROCKER SHAFT THRUST BUTTONS DETERIORATED. REPLACED BUTTONS.,left-hand number 3 cylinder rocker shaft thrust buttons deteriorated. replaced buttons.,False
101213,"R/H ENG, R/H REAR ENGINE BAFFLE SEAL LOOSE. REATTACHED R/H REAR BAFFLE.","right-hand engine, right-hand rear engine baffle seal loose. reattached right-hand rear baffle.",False
101215,#3 ROCKER COVER LEAKING. REMOVED & REPLACED #3 ROCKER GASKET.,number 3 rocker cover leaking. removed and replaced number 3 rocker gasket.,False
101217,RIVETS MISSING ON ENGINE DATA PLATE. INSTALLED RIVETS.,rivets missing on engine data plate. installed rivets.,False
101219,#2 & 3 INTAKES LEAKING ON R/H ENGINE. REPLACED GASKETS ON 2 & 3.,number 2 and number 3 intakes leaking on right-hand engine. replaced gaskets on 2 and 3.,False
101220,#2 ROCKER COVER LEAKING ON R/H ENGINE. REMOVED & REPLACED ROCKER COVER GASKET.,number 2 rocker cover leaking on right-hand engine. removed and replaced rocker cover gasket.,False
101224,"CRACK ON ENGINE BAFFLE, LEFT SIDE, BY #3 CYLINDER. INSTALLED BAFFLE.","crack on engine baffle, left side, by number 3 cylinder. installed baffle.",False
101226,L/H BAFFLE SEAL REQUIRES REPLACEMENT. REMOVED & REPLACED BAFFLE SEAL W/ NEW.,left-hand baffle seal requires replacement. removed and replaced baffle seal with new.,False
101227,R/H ENGINE #4 ROCKER COVER LEAKS. REMOVED & REPLACED R/H ENGINE #4 ROCKER COVER GASKET.,right-hand engine number 4 rocker cover leaks. removed and replaced right-hand engine number 4 rocker cover gasket.,False
101228,R/H ENGINE #1 & 4 INTAKES ARE LEAKING. REMOVED & REPLACED R/H ENGINE #1 & 4 INTAKE GASKETS.,right-hand engine number 1 and number 4 intakes are leaking. removed and replaced right-hand engine number 1 and number 4 intake gaskets.,False
101229,L/H ENGINE CYL #3 ROCKER GASKET IS LEAKING. REMOVED & REPLACED L/H ENGINE #3 ROCKER COVER GASKET.,left-hand engine cylinder number 3 rocker gasket is leaking. removed and replaced left-hand engine number 3 rocker cover gasket.,False
101230,R/H ENGINE #2 & 3 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED R/H ENGINE #2 & 3 ROCKER COVER GASKE,right-hand engine number 2 and number 3 rocker covers are leaking. removed and replaced right-hand engine number 2 and number 3 rocker cover gasket,False
101231,R/H ENG #4 CYL HAS LOW COMPRESSION (20/80 PSI). COMPRESSION 20/80. STAKED EXHAUST VALVE W/ NO AFFECT. C,"right-hand engine number 4 cylinder has low compression, 20 out of 80 psi. compression 20 out of 80. staked exhaust valve with no affect.",False
101233,R/H #3 AFT BAFFLE SEAL IS LOOSE. RESECURED BAFFLE SEAL.,right-hand number 3 aft baffle seal is loose. resecured baffle seal.,False
101234,L/H #2 INTAKE GASKET IS LEAKING. REMOVED & REPLACED GASKET.,left-hand number 2 intake gasket is leaking. removed and replaced gasket.,False
101235,L/H ENGINE O/B BAFFLE TIE ROD BROKEN. REPLACED BAFFLE TIE ROD.,left-hand engine outboard baffle tie rod broken. replaced baffle tie rod.,False
101238,#2 & 4 INTAKES ARE LEAKING. REMOVED & REPLACED INTAKE GASKETS.,number 2 and number 4 intakes are leaking. removed and replaced intake gaskets.,False
101239,ENGINE BAFFLE CYL #3 MOUNT BRACKET SHEARED RIVET. REMOVED & REPLACED RIVETS BY REMOVING BAFFLE & REINSTAL,engine baffle cylinder number 3 mount bracket sheared rivet. removed and replaced rivets by removing baffle and reinstalling,False
101240,L/H BAFFLE PLUG HOLE IS TOO LARGE. INSTALLED BAFFLE PATCH MADE OUT OF LIKE MATERIAL.,left-hand baffle plug hole is too large. installed baffle patch made out of like material.,False
101241,#3 & 4 INTAKE LEAKING. REMOVED & REPLACED GASKETS.,number 3 and number 4 intake leaking. removed and replaced gaskets.,False
101242,"#2, 3 & 4 ROCKER COVERS LEAKING. REMOVED & REPLACED GASKETS.","numbers 2, 3 and 4 rocker covers leaking. removed and replaced gaskets.",False
101244,R/H ENGINE OIL RETURN LINES ARE LEAKING. LEAK CHECK GOOD.,right-hand engine oil return lines are leaking. leak check good.,False
101245,R/H ENGINE OIL RETURN LINES ARE LEAKING. TIGHTENED CLAMPS.,right-hand engine oil return lines are leaking. tightened clamps.,False
101246,R/H ENGINE #3 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,right-hand engine number 3 intake is leaking. removed and replaced gasket.,False
101248,L/H ENGINE #3 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET W/ NEW.,left-hand engine number 3 rocker cover is leaking. removed and replaced gasket with new.,False
101250,#3 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,number 3 rocker cover is leaking. removed and replaced gasket.,False
101255,"WHILE TAXING, ENGINE COUGHED & SPUTTERED ANYTIME RPMS WERE B. RAN ENGINE. NOTED DISCREPANCY, ROUGH ENGINE BELOW 1000","while taxing, engine coughed and sputtered anytime rpms were below idle. ran engine. noted discrepancy, rough engine below 1000",False
101256,CYL #2 INTAKE PIPE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,cylinder number 2 intake pipe gasket leaking. removed and replaced intake gasket.,False
101257,#2 CYL ROCKER COVER GASKET LEAKING. REMOVED & REPLACED ROCKER GASKET W/ NEW.,number 2 cylinder rocker cover gasket leaking. removed and replaced rocker gasket with new.,False
101258,R/H ENG OIL COOLER BAFFLE CRACKED. REPLACED CRACKED BAFFLE W/ SERVICEABLE BAFFLE.,right-hand engine oil cooler baffle cracked. replaced cracked baffle with serviceable baffle.,False
101259,ROCKER COVER GASKET CYL #2 & 3 LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,rocker cover gasket cylinder number 2 and number 3 leaking. removed and replaced rocker cover gaskets.,False
101260,INTERCYLINDER BAFFLE SUPPORT ROD BROKEN. REMOVED & REPLACED INTERCYLINDER BAFFLE ROD.,intercylinder baffle support rod broken. removed and replaced intercylinder baffle rod.,False
101261,R/H ENG OIL RETURN LIKE CLAMPS ARE LOOSE. TIGHTENED CLAMPS.,right-hand engine oil return like clamps are loose. tightened clamps.,False
101263,"L/H ENG, CYL #3 ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED L/H ENG CYL #3 ROCKER COVER GASKET.","left-hand engine, cylinder number 3 rocker cover gasket is leaking. removed and replaced left-hand engine cylinder number 3 rocker cover gasket.",False
101271,"HIDDEN DAMAGE INSP REQUIRED FOR ENG FIRE. PERFORMED HIDDEN DAMAGE ON AFFECTED AREA, NO DAMAGE NOT","hidden damage inspection required for engine fire. performed hidden damage on affected area, no damage noted",False
101272,#2 INTAKE IS LEAKING. REMOVED & REPLACED GASKET W/ NEW.,number 2 intake is leaking. removed and replaced gasket with new.,False
101273,CYLINDER #3 ROCKER COVER IS LEAKING. REPLACED ROCKER COVER GASKET.,cylinder number 3 rocker cover is leaking. replaced rocker cover gasket.,False
101276,"L/H ENG INTAKE GASKET, CYL #2, LEAKING. REMOVED & REPLACED GASKET FOR L/H ENG CYL #2 INTAKE.","left-hand engine intake gasket, cylinder number 2, leaking. removed and replaced gasket for left-hand engine cylinder number 2 intake.",False
101277,"L/H ENG CYL #1, 2 & 3 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED L/H ENG CYL #1, 2, 3 ROCKER COVER GA","left-hand engine cylinder numbers 1, 2 and 3 rocker cover gaskets leaking. removed and replaced left-hand engine cylinder numbers 1, 2, and 3 rocker cover gaskets",False
101278,#2 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS ON CYL #1 & 2.,number 2 rocker cover is leaking. removed and replaced rocker cover gaskets on cylinder number 1 and number 2.,False
101279,#2 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,number 2 rocker cover is leaking. removed and replaced gasket.,False
101280,#4 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,number 4 rocker cover is leaking. removed and replaced gasket.,False
101281,#6 COWL SHOCK MOUNT TORN. REMOVED & REPLACED COWL SHOCK MOUNT.,number 6 cowl shock mount torn. removed and replaced cowl shock mount.,False
101282,#2 INTAKE LEAKING ON L/H ENGINE. REMOVED & REPLACED #2 INTAKE GASKET.,number 2 intake leaking on left-hand engine. removed and replaced number 2 intake gasket.,False
