example_id,record_id,field,raw_problem,raw_action,raw_text,reference_text,reference_edit,automatic_category,review_reason,source_matches_reference_source,review_status,review_comment,valid_primary,_merge,expert_reference_valid,include_extended_reference,reference_scope,decision_basis,qc_flag,review_method,reviewed_on,amin_abbreviation_evidence,amin_misspelling_evidence,numeral_or_symbol_expansion
100324::combined,100324,combined,#3 ROCKER COVER LEAKING ON R/H ENGINE.,REPLACED #3 ROCKER COVER GASKET.,#3 ROCKER COVER LEAKING ON R/H ENGINE. REPLACED #3 ROCKER COVER GASKET.,NUMBER THREE ROCKER COVER LEAKING ON RIGHT-HAND ENGINE. REPLACED NUMBER THREE ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100325::combined,100325,combined,"L/H ENGINE INTAKES 1, 2 & 4 LEAKING.","REMOVED & REPLACED 1, 2 & 4 INTAKE GASKETS W/ NEW.","L/H ENGINE INTAKES 1, 2 & 4 LEAKING. REMOVED & REPLACED 1, 2 & 4 INTAKE GASKETS W/ NEW.","LEFT-HAND ENGINE INTAKES ONE, TWO AND FOUR LEAKING. REMOVED AND REPLACED ONE, TWO AND FOUR INTAKE GASKETS WITH NEW.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100326::combined,100326,combined,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#2 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE GASKET.,NUMBER TWO INTAKE IS LEAKING. REMOVED AND REPLACED INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100327::combined,100327,combined,R/H BAFFLE PLUG NEEDS TO BE CHANGED.,REMOVED & REPLACED BAFFLE PLUG.,R/H BAFFLE PLUG NEEDS TO BE CHANGED. REMOVED & REPLACED BAFFLE PLUG.,RIGHT-HAND BAFFLE PLUG NEEDS TO BE CHANGED. REMOVED AND REPLACED BAFFLE PLUG.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
100328::combined,100328,combined,#3 INTAKE IS LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,#3 INTAKE IS LEAKING. REMOVED & REPLACED #3 INTAKE GASKET.,NUMBER THREE INTAKE IS LEAKING. REMOVED AND REPLACED NUMBER THREE INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100329::combined,100329,combined,L/H BOTTOM BAFFLE WIRE HOLDER IS BROKEN.,REMOVED & REPLACED LOWER L/H BAFFLE TIE ROD.,L/H BOTTOM BAFFLE WIRE HOLDER IS BROKEN. REMOVED & REPLACED LOWER L/H BAFFLE TIE ROD.,LEFT-HAND BOTTOM BAFFLE WIRE HOLDER IS BROKEN. REMOVED AND REPLACED LOWER LEFT-HAND BAFFLE TIE ROD.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
100330::combined,100330,combined,#4 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#4 CYL INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,NUMBER FOUR CYLINDER INTAKE GASKET LEAKING. REMOVED AND REPLACED INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100331::combined,100331,combined,SPARK PLUG BAFFLE PLUG IS WORN.,INSTALLED NEW BAFFLE PLUG.,SPARK PLUG BAFFLE PLUG IS WORN. INSTALLED NEW BAFFLE PLUG.,SPARK PLUG BAFFLE PLUG IS WORN. INSTALLED NEW BAFFLE PLUG.,,unchanged,exactly identical,True,approved_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,True,both,True,True,primary_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,identity_pair,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,False
100333::combined,100333,combined,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,#3 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED GASKET.,NUMBER THREE ROCKER COVER GASKET LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
100334::combined,100334,combined,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER GASKET LEAKING. REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
100335::combined,100335,combined,"#2 CYL, LEFT ENG INTAKE IS LEAKING.",REMOVED & REPLACED #2 INTAKE GASKET.,"#2 CYL, LEFT ENG INTAKE IS LEAKING. REMOVED & REPLACED #2 INTAKE GASKET.","NUMBER TWO CYLINDER, LEFT ENGINE INTAKE IS LEAKING. REMOVED AND REPLACED NUMBER TWO INTAKE GASKET.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100336::combined,100336,combined,R/H ENGINE #4 CYL INTAKE GASKET IS LEAKING.,REPLACED GASKET.,R/H ENGINE #4 CYL INTAKE GASKET IS LEAKING. REPLACED GASKET.,RIGHT-HAND ENGINE NUMBER FOUR CYLINDER INTAKE GASKET IS LEAKING. REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100337::combined,100337,combined,R/H ENGINE #1 CYL SIDE BAFFLE SEAL IS TORN.,REMOVED & REPLACED SEAL.,R/H ENGINE #1 CYL SIDE BAFFLE SEAL IS TORN. REMOVED & REPLACED SEAL.,RIGHT-HAND ENGINE NUMBER ONE CYLINDER SIDE BAFFLE SEAL IS TORN. REMOVED AND REPLACED SEAL.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
100338::combined,100338,combined,R/H ENGINE #3 CYL AFT BAFFLE SEAL IS OUT OF PLACE.,RESECURED BAFFLE SEAL.,R/H ENGINE #3 CYL AFT BAFFLE SEAL IS OUT OF PLACE. RESECURED BAFFLE SEAL.,RIGHT-HAND ENGINE NUMBER THREE CYLINDER AFT BAFFLE SEAL IS OUT OF PLACE. RESECURED BAFFLE SEAL.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
100341::combined,100341,combined,#2 & 4 ROCKER COVERS ARE LEAKING.,REPLACED ROCKER COVER GASKETS.,#2 & 4 ROCKER COVERS ARE LEAKING. REPLACED ROCKER COVER GASKETS.,NUMBER TWO AND NUMBER FOUR ROCKER COVERS ARE LEAKING. REPLACED ROCKER COVER GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
100342::combined,100342,combined,ENGINE BAFFLE BUTTONS WORN.,REMOVED OLD BAFFLE BUTTONS & INSTALLED NEW ONES ON L/H,ENGINE BAFFLE BUTTONS WORN. REMOVED OLD BAFFLE BUTTONS & INSTALLED NEW ONES ON L/H,ENGINE BAFFLE BUTTONS WORN. REMOVED OLD BAFFLE BUTTONS AND INSTALLED NEW ONES ON LEFT-HAND,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100343::combined,100343,combined,#4 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,#4 INTAKE GASKET IS LEAKING. REPLACED GASKET.,NUMBER FOUR INTAKE GASKET IS LEAKING. REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100344::combined,100344,combined,LOWER RIGHT BAFFLE SPRING IS BROKEN.,REPLACED W/ NEW BAFFLE SPRING.,LOWER RIGHT BAFFLE SPRING IS BROKEN. REPLACED W/ NEW BAFFLE SPRING.,LOWER RIGHT BAFFLE SPRING IS BROKEN. REPLACED WITH NEW BAFFLE SPRING.,,lexical_edit,"spelling, token or punctuation edits",True,approved_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100346::combined,100346,combined,BOTH BAFFLE PLUGS BAD.,REMOVED & REPLACED BOTH BAFFLE PLUGS.,BOTH BAFFLE PLUGS BAD. REMOVED & REPLACED BOTH BAFFLE PLUGS.,BOTH BAFFLE PLUGS BAD. REMOVED AND REPLACED BOTH BAFFLE PLUGS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,False,True
100347::combined,100347,combined,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER LEAKING. REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
100348::combined,100348,combined,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,#3 ROCKER COVER LEAKING. REMOVED & REPLACED #3 ROCKER COVER GASKET.,NUMBER THREE ROCKER COVER LEAKING. REMOVED AND REPLACED NUMBER THREE ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
100349::combined,100349,combined,CYL #3 BACK BAFFLE SCREW MISSING.,INSTALLED CYL #3 BACK BAFFLE SCREW.,CYL #3 BACK BAFFLE SCREW MISSING. INSTALLED CYL #3 BACK BAFFLE SCREW.,CYLINDER NUMBER THREE BACK BAFFLE SCREW MISSING. INSTALLED CYLINDER NUMBER THREE BACK BAFFLE SCREW.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
100351::combined,100351,combined,L/H ENGINE ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED DOWN SCREWS.,L/H ENGINE ROCKER BOX COVER SCREWS LOOSE. TIGHTENED DOWN SCREWS.,LEFT-HAND ENGINE ROCKER BOX COVER SCREWS LOOSE. TIGHTENED DOWN SCREWS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
100352::combined,100352,combined,R/H ENGINE ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED DOWN SCREWS.,R/H ENGINE ROCKER BOX COVER SCREWS LOOSE. TIGHTENED DOWN SCREWS.,RIGHT-HAND ENGINE ROCKER BOX COVER SCREWS LOOSE. TIGHTENED DOWN SCREWS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
100353::combined,100353,combined,R/H ENG #2 INTAKE GASKET LEAKS.,REMOVED & REPLACED INTAKE GASKET.,R/H ENG #2 INTAKE GASKET LEAKS. REMOVED & REPLACED INTAKE GASKET.,RIGHT-HAND ENGINE NUMBER TWO INTAKE GASKET LEAKS. REMOVED AND REPLACED INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100354::combined,100354,combined,#4 INDUCTION TUBE GASKET LEAKING.,REPLACED #4 INDUCTION TUBE GASKET.,#4 INDUCTION TUBE GASKET LEAKING. REPLACED #4 INDUCTION TUBE GASKET.,NUMBER FOUR INDUCTION TUBE GASKET LEAKING. REPLACED NUMBER FOUR INDUCTION TUBE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
100355::combined,100355,combined,#2 & 4 ROCKER BOX COVER GASKETS LEAKING.,REPLACED #2 & 4 ROCKER COVER GASKETS,#2 & 4 ROCKER BOX COVER GASKETS LEAKING. REPLACED #2 & 4 ROCKER COVER GASKETS,NUMBER TWO AND NUMBER FOUR ROCKER BOX COVER GASKETS LEAKING. REPLACED NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKETS,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
100356::combined,100356,combined,#1 INTAKE GASKET LEAKING.,REMOVED & REPLACED #1 INTAKE GASKET W/ NEW.,#1 INTAKE GASKET LEAKING. REMOVED & REPLACED #1 INTAKE GASKET W/ NEW.,NUMBER ONE INTAKE GASKET LEAKING. REMOVED AND REPLACED NUMBER ONE INTAKE GASKET WITH NEW.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100357::combined,100357,combined,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET W/ NEW.,#4 ROCKER COVER LEAKING. REMOVED & REPLACED #4 ROCKER COVER GASKET W/ NEW.,NUMBER FOUR ROCKER COVER LEAKING. REMOVED AND REPLACED NUMBER FOUR ROCKER COVER GASKET WITH NEW.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100358::combined,100358,combined,#1 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE TUBE.,#1 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE TUBE.,NUMBER ONE INTAKE IS LEAKING. REMOVED AND REPLACED INTAKE TUBE.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
100359::combined,100359,combined,ENGINE BAFFLE PLUG MISSING.,INSTALLED NEW BAFFLE PLUG ON L/H SIDE OF ENGINE.,ENGINE BAFFLE PLUG MISSING. INSTALLED NEW BAFFLE PLUG ON L/H SIDE OF ENGINE.,ENGINE BAFFLE PLUG MISSING. INSTALLED NEW BAFFLE PLUG ON LEFT-HAND SIDE OF ENGINE.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100360::combined,100360,combined,CYL #1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,CYL #1 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,CYLINDER NUMBER ONE ROCKER COVER GASKET LEAKING. REMOVED AND REPLACED ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100361::combined,100361,combined,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#2 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE GASKET.,NUMBER TWO INTAKE IS LEAKING. REMOVED AND REPLACED INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100362::combined,100362,combined,CYL #2 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,CYL #2 ROCKER COVER LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,CYLINDER NUMBER TWO ROCKER COVER LEAKING. REMOVED AND REPLACED ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100363::combined,100363,combined,R/H ENGINE #3 & 2 INTAKES LEAKING.,REMOVED & REPLACED GASKET.,R/H ENGINE #3 & 2 INTAKES LEAKING. REMOVED & REPLACED GASKET.,RIGHT-HAND ENGINE NUMBER THREE AND NUMBER TWO INTAKES LEAKING. REMOVED AND REPLACED GASKET.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
100364::combined,100364,combined,R/H ENGINE #3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,R/H ENGINE #3 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,RIGHT-HAND ENGINE NUMBER THREE ROCKER COVER IS LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
