pair_id,query_id,query_problem,candidate_problem,problem_relevance_0_1_2,candidate_historical_action,candidate_historical_action_family,action_applicability_0_1_2,phase_b_notes
MR-f13906ed7e0f325f,100991,#2 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-a984c0a7bbfc2eb8,100081,#2 INTAKE LEAKS.,#2 CYL INTAKE LEAKING.,2,INSTALLED NEW GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-b4961b57defdd90b,106132,R/H ENG #2 CYL PUSH ROD END & ROCKER SCORED.,#2 CYL ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,2,REMOVED & REPLACED ROCKER ARM & PUSH ROD.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-58506cbef8f9a4a9,101930,#1 CYL HAS LOW COMPRESSION.,LOW COMPRESSION ON #3 CYL.,1,RAN UP A/C & PERFORMED COMPRESSION TEST ON #3 CYL. COMP,Diagnose,1,"Relevant diagnostic/verification evidence, but no clear corrective resolution is recorded."
MR-eed3fac1ac95a5e3,105286,#1 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-b3216370359c06a9,104471,"#1, 2, 4 INTAKES LEAKING.",L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-b4e3ce6c24b05669,105742,#4 CYL HAS LOW COMPRESSION.,"#4 CYL, L/H ENG, HAS LOW COMPRESSION.",2,LEAK CK GOOD. OPS CK GOOD.,Other,1,"Relevant diagnostic/verification evidence, but no clear corrective resolution is recorded."
MR-fedffbc0cc09de69,103373,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.",SMALL CRACK NOTED BY BOLT ON #1 CYL BAFFLE OF R/H ENGINE.,2,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-ebb3a1b5c936bbd1,100641,R/H ENG #2 & 4 INDUCTION TUBE GASKETS LEAKING.,"#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",1,"REMOVED & REPLACED INTAKE GASKETS, L/H ENG.",Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-17074949c7a6a665,104135,BAFFLE PLUG IS DAMAGED.,LEFT BAFFLE PLUG IS WORN.,2,REPLACED PLUG.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-d23039878cd50203,103274,INTAKES #2 & 4 LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-6a157744b114ef8c,101238,#2 & 4 INTAKES ARE LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-d12fba8046e9f4ae,100081,#2 INTAKE LEAKS.,#3 & 4 INTAKE LEAKING ON R/H ENGINE.,1,REMOVED & REPLACED INTAKE GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-0dd2cf2f96f0eb6e,104863,#1 CYL INTAKE LEAKS.,CYL #4 INTAKE LEAKING.,1,REPLACED GASKET. LEAK CHECK GOOD.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-3a6d64518fc9839d,106106,L/H ENGINE #4 BAFFLE CRACKED.,FRONT & L/H ENGINE BAFFLE CRACKED.,1,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-91b5a35d978da3dd,102604,#4 INTAKE LEAKS.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-648d9657bc00b591,100515,#3 ROCKER COVER GASKET IS TORN.,#4 ROCKER COVER GASKET IS LEAKING.,1,REMOVED & REPLACED GASKET.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-91a9fee2f343c433,101434,"R/H ENG CYL #4, 3 INTAKE GASKETS LEAKING.","R/H ENG CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING.",1,REPLACED #2 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-46bd6f77d20c83b9,102316,ENGINE AFT BAFFLE CYL #3 AREA HAS SHEARED RIVETS ON SUPPORT,TAB ON #3 CYL AFT BAFFLE RIVETS SHEARED OFF.,2,REMOVED & REPLACED RIVETS.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-d73bb6798cc10c64,100991,#2 INDUCTION TUBE GASKET LEAKING.,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",1,REMOVED & REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-249d7bdbd5293f52,105029,#1 FWD BAFFLE SEAL LOOSE.,LOWER L/H FWD BAFFLE SEAL IS LOOSE.,2,REPAIRED BAFFLE SEAL & SECURED.,Adjust,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-af16f09c1f59c6ec,104264,#3 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-276a49cbbd6ac873,102381,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,R/H ENG #3 INTAKE IS LEAKING.,1,REPLACED INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-5be7fa64105fc22a,101668,"ROCKER COVER GASKETS #2, 3 TORN.","CYL #2, 3 ROCKER COVER GASKETS LEAKING.",1,REMOVED & REPLACED ROCKER COVER GASKETS.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-112d2fa9c8eb2a7a,104515,#2 & 1 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-7cce169edf76fb94,103824,"#3, 4 & 1 INTAKES ARE LEAKING.",L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-73b5081aba0f1f1b,105480,#1 & 3 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-3272cc715076445e,102316,ENGINE AFT BAFFLE CYL #3 AREA HAS SHEARED RIVETS ON SUPPORT,"AFT BAFFLE, R/H SIDE OF ENGINE, HAS SHEARED RIVET.",2,"REMOVED BAFFLE, REPLACED RIVETS W/ SCREWS & REINSTALLED",Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c3240fcb36f76fff,106156,BAFFLE PLUG DAMAGED.,LEFT BAFFLE PLUG IS WORN.,2,REPLACED PLUG.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-0e9a937d736c5d70,101116,"L/H ENG, #4 INDUCTION TUBE GASKET LEAKING.",R/H ENG #3 INTAKE IS LEAKING.,1,REPLACED INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-017bd2889dfe1364,101430,ENGINE OVER RIDE SPEED WAS 1225 RPM.,LAST DAILY SHUT DOWN IDLE OVER RIDE SPEED CHECK - ENGINE RPM,2,"RAN A/C, ADJUSTED IDLE SPEED. CHECKS GOOD.",Diagnose,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-1a7e82ada6482440,100629,#2 INTAKE GASKET LEAKS.,#2 INTAKE GASKET LEAKING.,2,REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-b8f66d1320f3475c,103373,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.",BAFFLE IS CRACKED ABOVE #1 CYL.,1,STOP DRILLED CRACK & INSTALLED PATCH AROUND CRACKED ARE,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-fe9131d77a7cb27b,104677,BLACK FWD COWL (ENG) SEAL WORN BY INTAKE FILTER.,"FWD ENG SEAL WORN ABOVE VACUUM PUMP, R/H SIDE.",1,SEALED AREA W/ RTV.,Service,2,RTV sealing directly treats the same worn forward engine seal; location variation is transferable.
MR-52c02d213a65f946,101238,#2 & 4 INTAKES ARE LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-b09b4e6a6fff5ac6,105940,2 & 4 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,2,CLINDERS NEED TO BE REPLACED. ,Replace,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-eb1f8954281cc26d,103861,#4 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,1,"REMOVED COWL, REMOVED & REPLACED GASKETS. REINSTALLED C",Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-3cab3bd7f0f58940,101930,#1 CYL HAS LOW COMPRESSION.,CYL #3 HAD LOW COMPRESSION (50/80).,1,"STAKED VALVE, COMPRESSION CK'ED GOOD (72).",Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-457291e42f715a9e,103943,ALL ROCKER COVER SCREWS LOOSE.,ALL ROCKER COVER SCREWS LOOSE & 1 MISSING.,1,REPLACED MISSING SCREW & TIGHTENED ALL SCREWS.,Replace,2,Replacing the missing screw and tightening all screws fully addresses the loose-screw query.
MR-6e1ca9743bd08bc7,101930,#1 CYL HAS LOW COMPRESSION.,CYL #2 COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST.,1,PERFORMED COMPRESSION ON #2 CYL AFTER RUN & NOTED 70/80,Other,1,"Relevant diagnostic/verification evidence, but no clear corrective resolution is recorded."
MR-76bdd03baff72878,103861,#4 INDUCTION TUBE GASKET LEAKING.,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",1,REMOVED & REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-ab9f75f33cdc42dc,101410,REAR R/H ENGINE BAFFLE BRACKET CRACKED.,"CRACK IN FRONT ENGINE BAFFLE, L/H SIDE.",1,STOP DRILLED CRACK.,Other,1,"Related corrective action, but an important component/fault distinction limits direct applicability."
MR-c09c92a47012837c,105480,#1 & 3 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-6f5df8e3c6361c58,103796,1 BAFFLE BUTTON WORN.,L/H BAFFLE PLUG WORN.,2,REMOVED & REPLACED PLUG.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-7d7a1efe618da9b3,101598,CYL #2 & 3 INTAKES ARE LEAKING.,"L/H ENG #3, 4 CYL INTAKES LEAKING.",1,REMOVED & REPLACED INTAKE GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-9fd0852b0a85d99f,104677,BLACK FWD COWL (ENG) SEAL WORN BY INTAKE FILTER.,"BAFFLE SEAL, ABOVE ENG INTAKE HAS WORN SPOTS.",2,INSTALLED BLACK RTV TO WORN AREAS.,Replace,2,Black RTV repair directly treats the worn seal above the engine intake.
MR-28726fe1c4593cf3,104623,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,CRANKSHAFT FRONT SEAL NEEDS TO BE REPLACED.,1,LEAK CK GOOD.,Other,0,Leak checking a crankshaft seal does not address the queried crankshaft gouge.
MR-a96a7c8ff5c4b864,100568,ENGINE BAFFLE PLUG TABS BROKEN.,BOTH BAFFLE PLUG TABS BROKEN OFF.,2,INSTALLED NEW PLUGS.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-d2a11a3785ed8465,100568,ENGINE BAFFLE PLUG TABS BROKEN.,BAFFLE PLUG ABOVE #4 CYL HAS BROKEN TABS.,2,REPLACED BAFFLE PLUGS W/ NEW.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-df71aaa91266e045,103598,L/H ENGINE BAFFLE CRACKED.,L/H ENGINE BAFFLE BY ROCKER COVERS CRACKED.,2,REMOVED & REPLACED L/H ENGINE BAFFLE OVER ROCKER COVERS,Replace,2,Removing and replacing the cracked engine baffle directly addresses the same condition.
MR-7ae11c0b38f016e5,101744,BAFFLE BUTTON PLUG IS WORN.,"BAFFLE SEAL, ABOVE ENG INTAKE HAS WORN SPOTS.",1,INSTALLED BLACK RTV TO WORN AREAS.,Replace,0,Action treats a worn seal rather than the queried baffle plug.
MR-a80bf17faf5e3673,100541,ALL ROCKER COVER SCREWS ARE LOOSE.,ROCKER COVER SCREWS LOOSE ON L/H ENGINE.,2,TIGHTENED SCREWS.,Adjust,1,"Tightening rocker-cover screws is relevant, but the record does not confirm coverage of the query across all cylinders."
MR-52fbf55bef5d0e7e,104621,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,CRANKSHAFT FRONT SEAL NEEDS TO BE REPLACED.,1,LEAK CK GOOD.,Other,0,Leak checking a crankshaft seal does not address the queried crankshaft gouge.
MR-451ec177c410799d,106132,R/H ENG #2 CYL PUSH ROD END & ROCKER SCORED.,#3 CYL ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,1,REMOVED & REPLACED ROCKER ARM & PUSH ROD.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-7d414807e827883d,103145,INTAKES #1 & 2 LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-38a61dc44ecde8ed,103373,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.",R/H #1 CYL BAFFLE HAS A CRACK.,2,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-66a7eec5db0a9e11,100032,RIGHT ENG #4 AIR BAFFLE IS CRACKED,"BAFFLING CRACKED, R/H ENG BY #4 CYLINDER.",2,STOP DRILLED CRACKED BAFFLE.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-f9d4589a97cdd6a7,103861,#4 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-a00f8c6a0bcb78f4,102316,ENGINE AFT BAFFLE CYL #3 AREA HAS SHEARED RIVETS ON SUPPORT,"ENGINE BAFFLE ON #4 CYL, RIVETS SHEARED OFF.",1,"REMOVED SHEARED RIVETS, INSTALLED NEW RIVETS TO ENGINE",Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-a03881b03e9d915f,101410,REAR R/H ENGINE BAFFLE BRACKET CRACKED.,BAFFLE BRACKET CRACKED ON #3 CYLINDER.,1,REMOVED BAFFLE SECTION & OIL PRESSURE LINE. REPLACED BR,Replace,2,Replacing the cracked baffle bracket directly addresses the same bracket fault; cylinder location is transferable.
MR-8f4d36329a466cfa,100629,#2 INTAKE GASKET LEAKS.,#2 INTAKE GASKET IS LEAKING.,2,REMOVED & REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-c3e8eecdd8564e06,101898,#3 INDUCTION TUBE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,1,INSTALLED NEW INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-532048223cc2df41,102381,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,"#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",1,"REMOVED & REPLACED INTAKE GASKETS, L/H ENG.",Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-2fad5c4d84cf2828,103173,#2 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-f67b3c1bb5a6c21f,105116,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",L/H ENG CYL #2 FWD BAFFLE SEAL IS TORN.,1,REMOVED & REPLACED BAFFLE SEAL W/ NEW.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-5f6459e58eed32f9,101101,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,L/H SIIDE OF ENGINE CASE PLUG LEAKING OIL.,1,"REMOVED PLUG, CLEANED THREAD. APPLIED NEW SEALANT & REI",Replace,1,Direct repair of one historical oil-leak source; the query does not establish that source.
MR-ad4b13270ed0fea3,104702,L/H ENG #2 CYL HAS LOW COMPRESSION.,R/H ENG #1 CYL HAS LOW COMPRESSION 5/80.,1,LEAK CK GOOD.,Other,1,"Relevant diagnostic/verification evidence, but no clear corrective resolution is recorded."
MR-8ec59762f378e770,100991,#2 INDUCTION TUBE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,1,INSTALLED NEW INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-ec78869879b21df0,104157,#2 & 3 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-58dd13c2d49e1cfb,104863,#1 CYL INTAKE LEAKS.,#2 CYL INTAKE LEAKING.,1,REMOVED & REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-11ba17258f7383bd,100515,#3 ROCKER COVER GASKET IS TORN.,ROCKER COVER GASKET FROM #3 CYLINDER TORN.,2,REMOVED & REPLACED W/ NEW GASKET.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-22c8afb911273bdb,103943,ALL ROCKER COVER SCREWS LOOSE.,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,2,TIGHTENED ALL SCREWS.,Adjust,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-794d87c5bb0cdc59,104674,R/H REAR BAFFLE INSP HOLE WORN.,L/H SIDE BAFFLE HOLE WORN TOO LARGE FOR BAFFLE PLUG.,1,INSTALLED PATCH ON #4 SIDE BAFFLE.,Replace,2,Installing a patch directly repairs the same worn/oversized baffle inspection-hole condition.
MR-65f1d0cfcf2db7b9,102316,ENGINE AFT BAFFLE CYL #3 AREA HAS SHEARED RIVETS ON SUPPORT,#4 CYL AFT BAFFLE HAS 2 RIVETS SHEARED.,1,REMOVED RIVETS & INSTALLED SCREWS & NUTS. TIGHTENED.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-59cbc75c193de91b,101434,"R/H ENG CYL #4, 3 INTAKE GASKETS LEAKING.","R/H ENG CYL #2, 3, 4 INTAKE GASKETS LEAKING.",1,REMOVED & REPLACED R/H ENG INTAKE GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-660c84bb35f3e01c,102327,#3 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-caf1fb9e05e1e787,100392,R/H #4 SIDE BAFFLE MISSING BOLTS.,"TOP FRONT R/H BAFFLE, BAFFLE SEAL RIVET PULLED THROUGH.",1,DRILLED OUT RIVET & INSTALLED SCREW & NUT TO ATTACH R/H,Replace,1,"The screw-and-nut repair is useful baffle-attachment evidence, but the historical fault is a pulled rivet rather than missing bolts."
MR-afcbd352e375e177,103943,ALL ROCKER COVER SCREWS LOOSE.,"#2, 3, 4 ROCKER COVER SCREWS LOOSE ON R/H ENG.",1,"TIGHTENED ALL SCREWS ON #2, 3, 4 ROCKER COVERS.",Adjust,1,"Tightening cylinders 2, 3 and 4 is relevant, but it covers only part of the query for all rocker-cover screws."
MR-605297909a008797,101410,REAR R/H ENGINE BAFFLE BRACKET CRACKED.,"L/H ENGINE, LEFT AFT BAFFLE BRACKET IS CRACKED.",1,REMOVED & REPLACED BRACKET.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c5138f56568fabe7,101101,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,"OIL LEAK AT R/H ENGINE BACK BONE, AFT BOLT.",2,SEALED BOLT & TORQUED. LEAK CK GOOD.,Adjust,1,Direct repair of one historical oil-leak source; the query does not establish that source.
MR-22b60b870ae68bd4,105286,#1 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-57d4ab844cc0a29a,103074,"R/H ENGINE FOAM SEAL LOOSE ON BULKHEAD, BEHIND ENGINE INLET",R/H ENGINE LWR FIRESEAL LOOSE.,1,REATTACHED LWR FIRESEAL.,Service,1,"Reattaching a loose fireseal is relevant seal-attachment evidence, but the queried foam seal is a distinct component."
MR-38923729cb274813,100197,#2 & 4 INTAKES ARE LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-e9c6a19144482592,101877,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-57122e659517f721,100112,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,#3 AFT BAFFLE CRACKED ON R/H ENGINE.,1,"REMOVED BAFFLE, STOP DRILLED CRACK, FABRICATED & INSTAL",Repair,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-a565bcc575d11597,105480,#1 & 3 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,CLINDERS NEED TO BE REPLACED. ,Replace,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-1cabe8fb8c34d4ed,103145,INTAKES #1 & 2 LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-3f3678354d7d0062,105029,#1 FWD BAFFLE SEAL LOOSE.,FWD LOWER BAFFLE SEAL LOOSE.,2,RESECURED BAFFLE SEAL.,Adjust,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-9755910102d335ba,103598,L/H ENGINE BAFFLE CRACKED.,CRACK IN R/H AFT ENGINE BAFFLE.,1,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-b99e5bd937aea47a,103145,INTAKES #1 & 2 LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-c3572dece682b10c,104031,#4 AFT BAFFLE CRACKED.,TOP BAFFLE IS CRACKED.,1,FABRICATED PATCHES OUT OF LIKE MATERIAL & INSTALLED. RI,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-3c2cebfa6d6c4400,100568,ENGINE BAFFLE PLUG TABS BROKEN.,L/H SIDE BAFFLE PLUG HAS BROKEN TABS.,2,REPLACED W/ NEW BAFFLE PLUG.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-1b67690e64646568,104515,#2 & 1 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-3384dc2bf36dd790,102327,#3 INDUCTION TUBE GASKET LEAKING.,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",1,REMOVED & REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-f7f4fec2d791d3b1,105306,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-d89a1addc88ba34c,103758,"L/H ENG, L/H FWD BAFFLE SEAL IS LOOSE.",BAFFLE SEAL LOOSE ON R/H ENG #1 SIDE BAFFLE.,1,SECURED BAFFLE SEAL BACK ON ENGINE BAFFLE.,Adjust,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-ae3099b6f2da9ca6,100636,R/H ENGINE #3 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #4 INTAKE LEAKING.,1,REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-d9d65fab98e36eee,100958,#4 ROCKER COVER SCREWS LOOSE.,SOME ROCKER COVER SCREWS LOOSE.,2,TIGHTENED ALL ROCKER COVER SCREWS.,Adjust,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-18ad6f7f43fb94e7,103598,L/H ENGINE BAFFLE CRACKED.,#3 AFT BAFFLE CRACKED ON R/H ENGINE.,1,"REMOVED BAFFLE, STOP DRILLED CRACK, FABRICATED & INSTAL",Repair,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-be8492cbe7b2ce1d,103087,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-92f44063a7b8a922,105286,#1 & 4 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,CLINDERS NEED TO BE REPLACED. ,Replace,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-2bb8e0a05e6bf8a0,104135,BAFFLE PLUG IS DAMAGED.,BAFFLE PLUG WORN.,2,INSTALLED NEW BAFFLE PLUG.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-0666e15565f819e4,100541,ALL ROCKER COVER SCREWS ARE LOOSE.,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,2,TIGHTENED ALL SCREWS.,Adjust,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-0916d306b175f4d3,103274,INTAKES #2 & 4 LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-166b3077daedd5c0,105029,#1 FWD BAFFLE SEAL LOOSE.,"AFT BAFFLE SEAL LOOSE, R/H SIDE.",1,RESECURED BAFFLE SEAL.,Adjust,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
