pair_id,query_id,query_problem,candidate_problem_x,problem_relevance_0_1_2,phase_a_notes,candidate_id,rank,selected_mode,query_true_historical_action_family,candidate_historical_action,candidate_historical_action_family,candidate_problem_y,candidate_cluster_id,candidate_leakage_group_id,retrieval_score,action_applicability_0_1_2,phase_b_notes
MR-2a1d7a17010b3e5c,100772,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,R/H ENG #3 INTAKE IS LEAKING.,1,"Same intake leak, but engine side conflicts (left versus right).",102067,3,structure,Replace,REPLACED INTAKE GASKET.,Replace,R/H ENG #3 INTAKE IS LEAKING.,EC-2c45d54fef43ee4a,LG-4285908bb8f7434c,0.8,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-d16c43bb3745bd33,101430,ENGINE OVER RIDE SPEED WAS 1225 RPM.,ENGINE IDLE OVERRIDE KILLED ENGINE.,1,"Related maintenance area, but core problem differs: idle override speed versus idle override behavior.",100001,1,structure,Diagnose,"TRIED TO ADJUST IDLE SEVERAL TIMES, WOULDN'T ADJUST.",Adjust,ENGINE IDLE OVERRIDE KILLED ENGINE.,EC-bd5a7e05f8b81c3d,LG-bd5a7e05f8b81c3d,1.0,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-4c3f38d2caad0b5b,100197,#2 & 4 INTAKES ARE LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,2,"Same core problem; engine side is stated on only one side, without contradiction.",106109,2,structure,Replace,CLINDERS NEED TO BE REPLACED. ,Replace,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,EC-97caa6160c52c03f,LG-4285908bb8f7434c,1.0,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-a565bcc575d11597,105480,#1 & 3 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (1,3 versus 2,4).",106109,2,structure,Replace,CLINDERS NEED TO BE REPLACED. ,Replace,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,EC-97caa6160c52c03f,LG-4285908bb8f7434c,1.0,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-b99e5bd937aea47a,103145,INTAKES #1 & 2 LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,3).",103544,4,structure,Replace,REPLACED #3 GASKET.,Replace,L/H ENG #2 & 3 INTAKES ARE LEAKING.,EC-410f2059a575ccfa,LG-4285908bb8f7434c,1.0,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-3a268d88b11f4b04,103824,"#3, 4 & 1 INTAKES ARE LEAKING.","INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,3,4 versus 2,3,4).",103495,5,structure,Replace,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",EC-acfd9a8357993041,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-37366b829bb64bc4,100848,OIL COOLER HOSE REQUIRES REPOSITIONING.,"L/H ENG #4 CYL IS CRACKED, FOUND ON COMPRESSION TEST.",0,Different core problems: oil-cooler hose position versus structural crack.,105973,5,structure,Adjust,"RAN A/C, OPS & LEAK CK GOOD. FOR BREAK",Other,"L/H ENG #4 CYL IS CRACKED, FOUND ON COMPRESSION TEST.",EC-af3bc09b4c1daeb1,LG-af3bc09b4c1daeb1,0.4285714285714285,0,
MR-00e1bc9fd9045de7,104471,"#1, 2, 4 INTAKES LEAKING.",INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (1,2,4 versus 2,4).",106109,2,structure,Replace,CLINDERS NEED TO BE REPLACED. ,Replace,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,EC-97caa6160c52c03f,LG-4285908bb8f7434c,1.0,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-507c22189151de9c,102316,ENGINE AFT BAFFLE CYL #3 AREA HAS SHEARED RIVETS ON SUPPORT,"ENGINE AFT BAFFLE, NEXT TO #3 CYL, HAS SHEARED RIVETS.",2,"Same core problem with compatible recorded component, defect, and context.",102272,1,structure,Replace,DERIVETED SHEAR RIVETS. INSTALLED SCREWS & NUTS. REINST,Replace,"ENGINE AFT BAFFLE, NEXT TO #3 CYL, HAS SHEARED RIVETS.",EC-f93c52074750f85a,LG-f93c52074750f85a,0.8666666666666667,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-184ed4ffa20d2ced,100727,REAR BAFFLE PLUGS WORN OUT.,BAFFLE PLUGS ARE WORN OUT.,2,"Same core problem; position is stated on only one side, without contradiction.",103512,5,structure,Replace,REMOVED & REPLACED PLUGS.,Replace,BAFFLE PLUGS ARE WORN OUT.,EC-2db3dbd5ac0a2280,LG-2db3dbd5ac0a2280,0.8749999999999999,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-5d410d32ecc54d8f,104863,#1 CYL INTAKE LEAKS.,L/H ENG CYL #4 INTAKE IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 4).",101536,5,structure,Replace,REMOVED & REPLACED INTAKE GASKET.,Replace,L/H ENG CYL #4 INTAKE IS LEAKING.,EC-8ed4f34ca5e5e27c,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-66a7eec5db0a9e11,100032,RIGHT ENG #4 AIR BAFFLE IS CRACKED,"BAFFLING CRACKED, R/H ENG BY #4 CYLINDER.",2,"Same core problem with compatible recorded component, defect, and context.",101941,5,structure,Replace,STOP DRILLED CRACKED BAFFLE.,Other,"BAFFLING CRACKED, R/H ENG BY #4 CYLINDER.",EC-020c4a4f1552c1e8,LG-020c4a4f1552c1e8,0.8,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-a03881b03e9d915f,101410,REAR R/H ENGINE BAFFLE BRACKET CRACKED.,BAFFLE BRACKET CRACKED ON #3 CYLINDER.,1,"Same cracked baffle bracket, but rear R/H-engine versus cylinder-3 location differs materially.",104867,3,structure,Replace,REMOVED BAFFLE SECTION & OIL PRESSURE LINE. REPLACED BR,Replace,BAFFLE BRACKET CRACKED ON #3 CYLINDER.,EC-bd573c85e913fb3c,LG-bd573c85e913fb3c,0.8,2,Replacing the cracked baffle bracket directly addresses the same bracket fault; cylinder location is transferable.
MR-f26a49bd6f9b7763,100095,ROCKER BOX COVER SCREWS LOOSE.,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,0,Different core problems: rocker-cover loose screws versus baffle seal defect.,100058,5,structure,Adjust,SECURED BAFFLE SEAL.,Adjust,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,EC-3c8664cb6096a485,LG-37ac3da11bdb9f3b,0.6,0,
MR-dc2f7203f727bb91,101371,AFT BAFFLE BRACKET MISSING SCREW.,R/H SIDE BAFFLE IS MISSING A SCREW.,1,"Both involve a missing baffle screw, but an aft support bracket and a R/H side baffle are materially different targets.",101151,3,structure,Replace,INSTALLED NEW SCREW ON BAFFLE.,Replace,R/H SIDE BAFFLE IS MISSING A SCREW.,EC-e320eb0dd72ecc8a,LG-e320eb0dd72ecc8a,0.8,1,"Installing a baffle screw is useful attachment evidence, but the query specifies an aft bracket and the historical case a side baffle."
MR-6a157744b114ef8c,101238,#2 & 4 INTAKES ARE LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3).",103544,4,structure,Replace,REPLACED #3 GASKET.,Replace,L/H ENG #2 & 3 INTAKES ARE LEAKING.,EC-410f2059a575ccfa,LG-4285908bb8f7434c,1.0,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-1cbb16e95426cbfd,105590,EVIDENCE OF CARB FIRE ON L/H CARB AIRBOX.,ROCKER COVER FOR CYL #1 IS LEAKING.,0,Different core problems: carb-airbox fire versus rocker-cover gasket defect.,100020,2,structure,Inspect,REPLACED ROCKER COVER.,Replace,ROCKER COVER FOR CYL #1 IS LEAKING.,EC-18259eaf02f7962e,LG-608d782c2258dd59,0.4285714285714285,0,
MR-79da9648baee1ee7,103676,#4 CYL ROCKER COVER IS MISSING SCREW.,"MISSING SCREW ON ENG BAFFLE AFT & NEXT TO CYL #3, SCREW MOUN",0,Different core problems: rocker-cover missing screw versus baffle missing hardware.,103926,1,structure,Replace,INSTALLED SCREW.,Replace,"MISSING SCREW ON ENG BAFFLE AFT & NEXT TO CYL #3, SCREW MOUN",EC-50fb29829cf9f918,LG-50fb29829cf9f918,0.8666666666666667,0,
MR-91b5a35d978da3dd,102604,#4 INTAKE LEAKS.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,"Same intake leak, but the specified cylinder set conflicts (4 versus 3,4).",106086,2,structure,Replace,REPLACED GASKET.,Replace,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",EC-3fd12f5460e599ff,LG-3fd12f5460e599ff,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-7f3d0c2b54fb7d8a,100716,R/H ENG CORNER BRACKET BY PROP CABLE IS CRACKED.,"L/H ENG, AFT BAFFLING CRACKED BEHIND CYL #4.",0,Different core problems: structural crack versus baffle crack.,102804,4,structure,Replace,REMOVED & REPLACED CYL #4 REAR BAFFLE.,Replace,"L/H ENG, AFT BAFFLING CRACKED BEHIND CYL #4.",EC-4142aa87431ddbc1,LG-4142aa87431ddbc1,0.7333333333333334,0,
MR-037fca7b2f2ed84d,106168,"DURING RUN UP, #2 CYL WAS COLD & ENGINE SHOCK VIOLENTLY (ENG","ENGINE BAFFLE CRACKED, AFT OF #3 CYL, L/H ENG.",0,Different core problems: engine rough/cold cylinder versus baffle crack.,103466,1,structure,Diagnose,STOP DRILLED CRACKS.,Other,"ENGINE BAFFLE CRACKED, AFT OF #3 CYL, L/H ENG.",EC-692eb7db91827901,LG-692eb7db91827901,0.6025,0,
MR-006b2eca065e859b,106156,BAFFLE PLUG DAMAGED.,BAFFLE PLUG WORN.,2,"Same core problem with compatible recorded component, defect, and context.",101976,4,structure,Replace,INSTALLED NEW BAFFLE PLUG.,Replace,BAFFLE PLUG WORN.,EC-1ca6b8fd9ccbc54e,LG-724c9a4174167cf3,0.7000000000000001,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-83cbd8ac794081e6,103623,FOUND BROKEN COVER SCREW ON GROUND.,SUPPORT FROM #4 CYL AFT BAFFLE TO CRANKCASE HALF IS BROKEN O,0,Only the generic broken condition overlaps; a cover screw and an aft-baffle support are different maintenance problems.,101620,1,structure,Replace,"REMOVED ROD, REPAIRED IAW , CH 4, SEC 5. REI",Repair,SUPPORT FROM #4 CYL AFT BAFFLE TO CRANKCASE HALF IS BROKEN O,EC-46c85af50d5a594f,LG-46c85af50d5a594f,0.6,0,
MR-87ae5a8e5036c08b,101430,ENGINE OVER RIDE SPEED WAS 1225 RPM.,"RIGHT ENGINE, LEFT MAG DROPPED 200+.",0,Different core problems: idle override speed versus magneto drop.,106135,2,structure,Diagnose,"RAN A/C & CONFIRMED PROBLEM. R/H ENG, R/H MAG TIMING IS",Diagnose,"RIGHT ENGINE, LEFT MAG DROPPED 200+.",EC-32c4a36f265884e6,LG-32c4a36f265884e6,1.0,0,
MR-5be7fa64105fc22a,101668,"ROCKER COVER GASKETS #2, 3 TORN.","CYL #2, 3 ROCKER COVER GASKETS LEAKING.",1,"Same component area, but defect differs: torn versus leaking.",101916,5,structure,Replace,REMOVED & REPLACED ROCKER COVER GASKETS.,Replace,"CYL #2, 3 ROCKER COVER GASKETS LEAKING.",EC-60c93c9fbd238e2a,LG-608d782c2258dd59,0.65,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-49484a0bf3a246de,101264,CYL #3 ROCKER COVER IS MISSING A SCREW.,"MISSING SCREW ON ENG BAFFLE AFT & NEXT TO CYL #3, SCREW MOUN",0,Different core problems: rocker-cover missing screw versus baffle missing hardware.,103926,1,structure,Replace,INSTALLED SCREW.,Replace,"MISSING SCREW ON ENG BAFFLE AFT & NEXT TO CYL #3, SCREW MOUN",EC-50fb29829cf9f918,LG-50fb29829cf9f918,0.8666666666666667,0,
MR-631241144c1d3258,100112,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,CRACK IN R/H AFT ENGINE BAFFLE.,1,"Same baffle crack, but engine side conflicts (left versus right).",103856,1,structure,Replace,STOP DRILLED CRACK.,Other,CRACK IN R/H AFT ENGINE BAFFLE.,EC-95553a914876ef77,LG-95553a914876ef77,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-5f976d527ce0923c,101116,"L/H ENG, #4 INDUCTION TUBE GASKET LEAKING.","#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",1,"Same intake leak, but the specified cylinder set conflicts (4 versus 2,4).",102095,5,structure,Replace,"REMOVED & REPLACED INTAKE GASKETS, L/H ENG.",Replace,"#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",EC-f5a1525fecba6315,LG-f5a1525fecba6315,0.8,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-c755d2e2a23afb30,101225,"CRACK ON ENGINE BAFFLE, LEFT SIDE, BY #3 CYLINDER.",ENGINE BAFFLE CRACKED ABOVE #1 CYL.,1,"Same baffle crack, but the specified cylinder set conflicts (3 versus 1).",103708,3,structure,Repair,STOP DRILLED CRACK.,Other,ENGINE BAFFLE CRACKED ABOVE #1 CYL.,EC-6410f4a85cc92d8b,LG-ab88affdca25a745,0.8666666666666667,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-2fad5c4d84cf2828,103173,#2 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3).",103544,4,structure,Replace,REPLACED #3 GASKET.,Replace,L/H ENG #2 & 3 INTAKES ARE LEAKING.,EC-410f2059a575ccfa,LG-4285908bb8f7434c,1.0,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-8d85ee2285a2b4f1,103373,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.","ENGINE BAFFLE CRACKED, AFT OF #3 CYL, L/H ENG.",1,"Same baffle crack, but engine side conflicts (right versus left).",103466,1,structure,Repair,STOP DRILLED CRACKS.,Other,"ENGINE BAFFLE CRACKED, AFT OF #3 CYL, L/H ENG.",EC-692eb7db91827901,LG-692eb7db91827901,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-b4f0b9277182b134,104582,#2 LOWER INTAKE CLAMP LOOSE.,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,0,Different core problems: intake clamp loose versus baffle seal defect.,100058,4,structure,Adjust,SECURED BAFFLE SEAL.,Adjust,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,EC-3c8664cb6096a485,LG-37ac3da11bdb9f3b,0.6,0,
MR-ec1ede12eda5b091,103943,ALL ROCKER COVER SCREWS LOOSE.,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,1,"Same loose rocker-cover screws, but all cylinders versus only cylinders 2 and 4 is a material scope mismatch.",101923,1,structure,Adjust,TIGHTENED SCREWS.,Adjust,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,EC-0da31f24efe47fb5,LG-0da31f24efe47fb5,1.0,1,"Tightening cylinders 2 and 4 is relevant, but it covers only part of the query for all rocker-cover screws."
MR-36aeb633f51bf156,103656,OIL COOLERS DIRTY.,SNIFFLER VALVES DIRTY.,0,Different core problems: oil-cooler contamination versus contamination.,102715,4,structure,Service,CLEANED VALVES.,Service,SNIFFLER VALVES DIRTY.,EC-1243a6854d2a786a,LG-5027701bd7fa9f57,0.6,0,
MR-19aa0b24b0a7c070,100568,ENGINE BAFFLE PLUG TABS BROKEN.,R/H ENGINE BAFFLE PLUG BROKEN.,2,"Same core problem; engine side is stated on only one side, without contradiction.",101009,3,structure,Replace,INSTALLED NEW BAFFLE PLUG.,Replace,R/H ENGINE BAFFLE PLUG BROKEN.,EC-4f4b2505bd6b2b3d,LG-4f4b2505bd6b2b3d,0.8666666666666667,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-5f879c2821817cdb,101744,BAFFLE BUTTON PLUG IS WORN.,L/H BAFFLE BUTTON PLUG IS BROKEN.,1,"Same baffle-button plug, but the recorded condition conflicts: worn versus broken.",101765,1,structure,Replace,INSTALLED NEW PLUG.,Replace,L/H BAFFLE BUTTON PLUG IS BROKEN.,EC-af769821c80031f3,LG-af769821c80031f3,0.7000000000000001,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-a2cfba38effb321f,100155,#2 ROCKER BOX COVER SCREWS LOOSE.,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,0,Different core problems: rocker-cover loose screws versus baffle seal defect.,100058,4,structure,Adjust,SECURED BAFFLE SEAL.,Adjust,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,EC-3c8664cb6096a485,LG-37ac3da11bdb9f3b,0.6,0,
MR-df744db05a262217,105157,L/H #4 ROCKER COVER GASKET LEAKS.,"CYL #4, 1 ROCKER COVER GASKET LEAKING.",1,"Same rocker-cover gasket defect, but the specified cylinder set conflicts (4 versus 1,4).",100930,5,structure,Replace,"REMOVED & REPLACED CYL #1, 4 ROCKER COVER GASKETS.",Replace,"CYL #4, 1 ROCKER COVER GASKET LEAKING.",EC-14f12b0e42697a3f,LG-608d782c2258dd59,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-ba074341495fcb1b,105742,#4 CYL HAS LOW COMPRESSION.,CYL #2 COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST.,1,"Same low cylinder compression, but the specified cylinder set conflicts (4 versus 2).",103039,4,structure,Diagnose,PERFORMED COMPRESSION ON #2 CYL AFTER RUN & NOTED 70/80,Other,CYL #2 COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST.,EC-1c20dae9504b10d3,LG-1c20dae9504b10d3,1.0,1,"Relevant diagnostic/verification evidence, but no clear corrective resolution is recorded."
MR-5f6459e58eed32f9,101101,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,L/H SIIDE OF ENGINE CASE PLUG LEAKING OIL.,1,"Same engine oil leak, but engine side conflicts (right versus left).",104819,3,structure,Diagnose,"REMOVED PLUG, CLEANED THREAD. APPLIED NEW SEALANT & REI",Replace,L/H SIIDE OF ENGINE CASE PLUG LEAKING OIL.,EC-eaa4c696fe0b8124,LG-eaa4c696fe0b8124,1.0,1,Direct repair of one historical oil-leak source; the query does not establish that source.
MR-3272cc715076445e,102316,ENGINE AFT BAFFLE CYL #3 AREA HAS SHEARED RIVETS ON SUPPORT,"AFT BAFFLE, R/H SIDE OF ENGINE, HAS SHEARED RIVET.",2,"Same core problem; engine side and cylinder/location are stated on only one side, without contradiction.",104131,5,structure,Replace,"REMOVED BAFFLE, REPLACED RIVETS W/ SCREWS & REINSTALLED",Replace,"AFT BAFFLE, R/H SIDE OF ENGINE, HAS SHEARED RIVET.",EC-52660faef6522cc0,LG-52660faef6522cc0,0.7333333333333334,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c4576ad744b918a8,100623,ROCKER BOX COVER SCREWS LOOSE.,GROUNDING POINTS ON ENG & FIREWALL LOOSE.,0,Different core problems: rocker-cover loose screws versus loose hardware/component.,106091,4,structure,Adjust,TIGHTENED ALL BOLTS.,Adjust,GROUNDING POINTS ON ENG & FIREWALL LOOSE.,EC-25238a27175b7fcb,LG-25238a27175b7fcb,0.6,0,
MR-4736e6f16df8b365,100392,R/H #4 SIDE BAFFLE MISSING BOLTS.,HARDWARE MISSING FROM #3 BAFFLE.,1,"Same baffle missing hardware, but the specified cylinder set conflicts (4 versus 3).",105529,4,structure,Replace,INSTALLED NEW HARDWARE.,Replace,HARDWARE MISSING FROM #3 BAFFLE.,EC-56be22d517ace770,LG-c4711c42c3146697,0.8,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-d29f7e1112c1284c,105940,2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4).",103495,5,structure,Replace,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",EC-acfd9a8357993041,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-9f13b4bb2b0bc7f1,100081,#2 INTAKE LEAKS.,R/H ENG #4 INTAKE IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2 versus 4).",103546,5,structure,Replace,"REPLACED GASKET, CLEANED AREA.",Replace,R/H ENG #4 INTAKE IS LEAKING.,EC-27a229aef66eeb4d,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-f96df1b49ed6ae27,102381,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,R/H ENG #2 & 3 ROCKER GASKETS ARE LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.,102097,1,structure,Replace,"REMOVED & REPLACED ROCKER COVER GASKETS, R/H ENG.",Replace,R/H ENG #2 & 3 ROCKER GASKETS ARE LEAKING.,EC-53fb909aad596f14,LG-608d782c2258dd59,0.8,0,
MR-21c9cc28263fca4e,106106,L/H ENGINE #4 BAFFLE CRACKED.,CRACK IN R/H AFT ENGINE BAFFLE.,1,"Same baffle crack, but engine side conflicts (left versus right).",103856,1,structure,Replace,STOP DRILLED CRACK.,Other,CRACK IN R/H AFT ENGINE BAFFLE.,EC-95553a914876ef77,LG-95553a914876ef77,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-457291e42f715a9e,103943,ALL ROCKER COVER SCREWS LOOSE.,ALL ROCKER COVER SCREWS LOOSE & 1 MISSING.,1,"Related maintenance area, but core problem differs: rocker-cover loose screws versus rocker-cover missing screw.",101788,2,structure,Adjust,REPLACED MISSING SCREW & TIGHTENED ALL SCREWS.,Replace,ALL ROCKER COVER SCREWS LOOSE & 1 MISSING.,EC-98d653f24f28595a,LG-98d653f24f28595a,1.0,2,Replacing the missing screw and tightening all screws fully addresses the loose-screw query.
MR-c3a120cf3ded5999,101898,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 2,4).",106085,5,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-276a49cbbd6ac873,102381,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,R/H ENG #3 INTAKE IS LEAKING.,1,"Same intake leak, but engine side conflicts (left versus right).",102067,3,structure,Replace,REPLACED INTAKE GASKET.,Replace,R/H ENG #3 INTAKE IS LEAKING.,EC-2c45d54fef43ee4a,LG-4285908bb8f7434c,0.8,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-c3240fcb36f76fff,106156,BAFFLE PLUG DAMAGED.,LEFT BAFFLE PLUG IS WORN.,2,"Same core problem with compatible recorded component, defect, and context.",102052,5,structure,Replace,REPLACED PLUG.,Replace,LEFT BAFFLE PLUG IS WORN.,EC-3767509f417c1679,LG-724c9a4174167cf3,0.7000000000000001,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-be76fb1104bb005a,104623,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,"#1, 2, & 6 COWL MOUNTS ARE TORN.",0,Different core problems: crankshaft gouge versus other.,100050,2,structure,Replace,REMOVED & REPLACED MOUNTS.,Replace,"#1, 2, & 6 COWL MOUNTS ARE TORN.",EC-1ea65f28aa4470e4,LG-1ea65f28aa4470e4,0.4875,0,
MR-62b53d5f1d3015e9,105610,#3 & 4 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,4).",106109,2,structure,Replace,CLINDERS NEED TO BE REPLACED. ,Replace,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,EC-97caa6160c52c03f,LG-4285908bb8f7434c,1.0,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-5fd2304ceec94f49,100540,#1 INTAKE GASKET LEAKS.,#4 INTAKE GASKET IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 4).",105211,2,structure,Replace,REPLACED GASKETS. LEAK CK GOOD.,Replace,#4 INTAKE GASKET IS LEAKING.,EC-0489f0dc14177ee4,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-0916d306b175f4d3,103274,INTAKES #2 & 4 LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction.",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-ca11e5f38a081386,101698,#4 INTAKE TUBE LOOSE.,#2 CYL INTAKE TUBE BOLT BROKEN.,1,"Same component area, but defect differs: loose versus broken.",105887,5,structure,Replace,REMOVED BROKEN BOLT.,Other,#2 CYL INTAKE TUBE BOLT BROKEN.,EC-4113d9299fe0c160,LG-4113d9299fe0c160,0.7000000000000001,1,"Removing a broken intake-tube bolt is a relevant intermediate repair step, but it does not show the tube finally secured."
MR-2eca0dd7dde470e6,104264,#3 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,3,4).",103495,5,structure,Replace,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",EC-acfd9a8357993041,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-9844bd23e6130aaa,105157,L/H #4 ROCKER COVER GASKET LEAKS.,#2 ROCKER COVER GASKET LEAKING.,1,"Same rocker-cover gasket defect, but the specified cylinder set conflicts (4 versus 2).",105474,1,structure,Replace,REMOVED & REPLACED GASKET.,Replace,#2 ROCKER COVER GASKET LEAKING.,EC-8828e17d0b33db57,LG-608d782c2258dd59,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-217ee2f8b02a34ec,103074,"R/H ENGINE FOAM SEAL LOOSE ON BULKHEAD, BEHIND ENGINE INLET",R/H REAR ENGINE BAFFLE MOUNTING SCREW LOOSE.,1,"Related maintenance area, but core problem differs: cowl/engine seal loose versus loose hardware/component.",102019,2,structure,Adjust,TIGHTENED SCREW.,Adjust,R/H REAR ENGINE BAFFLE MOUNTING SCREW LOOSE.,EC-aee493e1093fbaa4,LG-b1f33e2c59b03e11,0.68,0,Historical action addresses different baffle hardware rather than the queried foam/cowl seal.
