example_id,record_id,field,raw_problem,raw_action,raw_text,reference_text,reference_edit,automatic_category,review_reason,source_matches_reference_source,review_status,review_comment,valid_primary,_merge,expert_reference_valid,include_extended_reference,reference_scope,decision_basis,qc_flag,review_method,reviewed_on,amin_abbreviation_evidence,amin_misspelling_evidence,numeral_or_symbol_expansion,input_text,target_text,cluster_id,split
101476::combined,101476,combined,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#2 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER IS LEAKING. REMOVED AND REPLACED ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True,normalize combined: #2 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER IS LEAKING. REMOVED AND REPLACED ROCKER COVER GASKET.,normgrp-458e8de9ec1f,validation
101477::combined,101477,combined,CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,CYL #2 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,CYLINDER NUMBER TWO INTAKE GASKET LEAKING. REMOVED AND REPLACED INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: CYL #2 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,CYLINDER NUMBER TWO INTAKE GASKET LEAKING. REMOVED AND REPLACED INTAKE GASKET.,normgrp-fd7f7cbf1e69,train
101478::combined,101478,combined,"#2, 4 ROCKER COVER GASKETS LEAKING.","REMOVED & REPLACED #2, 4 ROCKER COVER GASKETS.","#2, 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED #2, 4 ROCKER COVER GASKETS.",NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKETS.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True,"normalize combined: #2, 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED #2, 4 ROCKER COVER GASKETS.",NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKETS.,normgrp-458e8de9ec1f,validation
101479::combined,101479,combined,INTAKE GASKET CYL #2 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,INTAKE GASKET CYL #2 LEAKING. REMOVED & REPLACED INTAKE GASKET.,INTAKE GASKET CYLINDER NUMBER TWO LEAKING. REMOVED AND REPLACED INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: INTAKE GASKET CYL #2 LEAKING. REMOVED & REPLACED INTAKE GASKET.,INTAKE GASKET CYLINDER NUMBER TWO LEAKING. REMOVED AND REPLACED INTAKE GASKET.,normgrp-fd7f7cbf1e69,train
101480::combined,101480,combined,"ROCKER COVER GASKETS CYL #1, 2 & 3 LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,"ROCKER COVER GASKETS CYL #1, 2 & 3 LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","ROCKER COVER GASKETS CYLINDER NUMBERS ONE, TWO AND THREE LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: ROCKER COVER GASKETS CYL #1, 2 & 3 LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","ROCKER COVER GASKETS CYLINDER NUMBERS ONE, TWO AND THREE LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS.",normgrp-458e8de9ec1f,validation
101482::combined,101482,combined,R/H BAFFLE HAS A CRACK.,STOP DRILLED CRACK.,R/H BAFFLE HAS A CRACK. STOP DRILLED CRACK.,RIGHT-HAND BAFFLE HAS A CRACK. STOP DRILLED CRACK.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: R/H BAFFLE HAS A CRACK. STOP DRILLED CRACK.,RIGHT-HAND BAFFLE HAS A CRACK. STOP DRILLED CRACK.,normgrp-e9834cc9abba,test
101483::combined,101483,combined,CYL #4 INTAKE IS LEAKING.,REMOVED & REPLACED CYL #4 INTAKE.,CYL #4 INTAKE IS LEAKING. REMOVED & REPLACED CYL #4 INTAKE.,CYLINDER NUMBER FOUR INTAKE IS LEAKING. REMOVED AND REPLACED CYLINDER NUMBER FOUR INTAKE.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: CYL #4 INTAKE IS LEAKING. REMOVED & REPLACED CYL #4 INTAKE.,CYLINDER NUMBER FOUR INTAKE IS LEAKING. REMOVED AND REPLACED CYLINDER NUMBER FOUR INTAKE.,normgrp-fd7f7cbf1e69,train
101484::combined,101484,combined,CYL #3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED CYL #3 ROCKER COVER GASKET.,CYL #3 ROCKER COVER IS LEAKING. REMOVED & REPLACED CYL #3 ROCKER COVER GASKET.,CYLINDER NUMBER THREE ROCKER COVER IS LEAKING. REMOVED AND REPLACED CYLINDER NUMBER THREE ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: CYL #3 ROCKER COVER IS LEAKING. REMOVED & REPLACED CYL #3 ROCKER COVER GASKET.,CYLINDER NUMBER THREE ROCKER COVER IS LEAKING. REMOVED AND REPLACED CYLINDER NUMBER THREE ROCKER COVER GASKET.,normgrp-458e8de9ec1f,validation
101485::combined,101485,combined,CYL #1 ROCKER COVER GASKET TORN.,REMOVED & REPLACED ROCKER COVER GASKET.,CYL #1 ROCKER COVER GASKET TORN. REMOVED & REPLACED ROCKER COVER GASKET.,CYLINDER NUMBER ONE ROCKER COVER GASKET TORN. REMOVED AND REPLACED ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: CYL #1 ROCKER COVER GASKET TORN. REMOVED & REPLACED ROCKER COVER GASKET.,CYLINDER NUMBER ONE ROCKER COVER GASKET TORN. REMOVED AND REPLACED ROCKER COVER GASKET.,normgrp-465d50dea5ab,train
101486::combined,101486,combined,CYL #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,CYL #4 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,CYLINDER NUMBER FOUR INTAKE GASKET LEAKING. REMOVED AND REPLACED INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: CYL #4 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,CYLINDER NUMBER FOUR INTAKE GASKET LEAKING. REMOVED AND REPLACED INTAKE GASKET.,normgrp-fd7f7cbf1e69,train
101487::combined,101487,combined,CYL #1 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,CYL #1 & 3 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,CYLINDER NUMBER ONE AND NUMBER THREE ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: CYL #1 & 3 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,CYLINDER NUMBER ONE AND NUMBER THREE ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS.,normgrp-458e8de9ec1f,validation
101488::combined,101488,combined,#4 INTAKE LEAKING ON L/H ENGINE.,REPLACED GASKET.,#4 INTAKE LEAKING ON L/H ENGINE. REPLACED GASKET.,NUMBER FOUR INTAKE LEAKING ON LEFT-HAND ENGINE. REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #4 INTAKE LEAKING ON L/H ENGINE. REPLACED GASKET.,NUMBER FOUR INTAKE LEAKING ON LEFT-HAND ENGINE. REPLACED GASKET.,normgrp-fd7f7cbf1e69,train
101489::combined,101489,combined,#1 & 4 INTAKES LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKETS.,#1 & 4 INTAKES LEAKING ON R/H ENGINE. REMOVED & REPLACED GASKETS.,NUMBER ONE AND NUMBER FOUR INTAKES LEAKING ON RIGHT-HAND ENGINE. REMOVED AND REPLACED GASKETS.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #1 & 4 INTAKES LEAKING ON R/H ENGINE. REMOVED & REPLACED GASKETS.,NUMBER ONE AND NUMBER FOUR INTAKES LEAKING ON RIGHT-HAND ENGINE. REMOVED AND REPLACED GASKETS.,normgrp-fd7f7cbf1e69,train
101490::combined,101490,combined,ALL ROCKER COVER SCREWS LOOSE.,TIGHTENED ALL SCREWS.,ALL ROCKER COVER SCREWS LOOSE. TIGHTENED ALL SCREWS.,ALL ROCKER COVER SCREWS LOOSE. TIGHTENED ALL SCREWS.,,unchanged,exactly identical,True,approved_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,True,both,True,True,primary_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,identity_pair,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,False,False,normalize combined: ALL ROCKER COVER SCREWS LOOSE. TIGHTENED ALL SCREWS.,ALL ROCKER COVER SCREWS LOOSE. TIGHTENED ALL SCREWS.,normgrp-9891a5dbab0a,train
101491::combined,101491,combined,L/H ENGINE CYL #3 AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK.,L/H ENGINE CYL #3 AFT BAFFLE IS CRACKED. STOP DRILLED CRACK.,LEFT-HAND ENGINE CYLINDER NUMBER THREE AFT BAFFLE IS CRACKED. STOP DRILLED CRACK.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: L/H ENGINE CYL #3 AFT BAFFLE IS CRACKED. STOP DRILLED CRACK.,LEFT-HAND ENGINE CYLINDER NUMBER THREE AFT BAFFLE IS CRACKED. STOP DRILLED CRACK.,normgrp-e9834cc9abba,test
101493::combined,101493,combined,"CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING ON L/H ENG.",REMOVED & REPLACED GASKETS.,"CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING ON L/H ENG. REMOVED & REPLACED GASKETS.","CYLINDER NUMBERS TWO, THREE AND FOUR INTAKE GASKETS ARE LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED GASKETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING ON L/H ENG. REMOVED & REPLACED GASKETS.","CYLINDER NUMBERS TWO, THREE AND FOUR INTAKE GASKETS ARE LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED GASKETS.",normgrp-fd7f7cbf1e69,train
101494::combined,101494,combined,CYL #1 & 3 ROCKER COVER GASKETS ARE LEAKING ON L/H ENG.,REMOVED & REPLACED CYL #3 ROCKER COVER GASKETS.,CYL #1 & 3 ROCKER COVER GASKETS ARE LEAKING ON L/H ENG. REMOVED & REPLACED CYL #3 ROCKER COVER GASKETS.,CYLINDER NUMBER ONE AND NUMBER THREE ROCKER COVER GASKETS ARE LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED CYLINDER NUMBER THREE ROCKER COVER GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: CYL #1 & 3 ROCKER COVER GASKETS ARE LEAKING ON L/H ENG. REMOVED & REPLACED CYL #3 ROCKER COVER GASKETS.,CYLINDER NUMBER ONE AND NUMBER THREE ROCKER COVER GASKETS ARE LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED CYLINDER NUMBER THREE ROCKER COVER GASKETS.,normgrp-458e8de9ec1f,validation
101497::combined,101497,combined,R/H REAR BAFFLE MOUNTING SCREW LOOSE.,TIGHTENED SCREW.,R/H REAR BAFFLE MOUNTING SCREW LOOSE. TIGHTENED SCREW.,RIGHT-HAND REAR BAFFLE MOUNTING SCREW LOOSE. TIGHTENED SCREW.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: R/H REAR BAFFLE MOUNTING SCREW LOOSE. TIGHTENED SCREW.,RIGHT-HAND REAR BAFFLE MOUNTING SCREW LOOSE. TIGHTENED SCREW.,normgrp-fa9f0448c256,test
101498::combined,101498,combined,#2 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW #2 INTAKE TUBE GASKET.,#2 INTAKE TUBE GASKET LEAKING. INSTALLED NEW #2 INTAKE TUBE GASKET.,NUMBER TWO INTAKE TUBE GASKET LEAKING. INSTALLED NEW NUMBER TWO INTAKE TUBE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #2 INTAKE TUBE GASKET LEAKING. INSTALLED NEW #2 INTAKE TUBE GASKET.,NUMBER TWO INTAKE TUBE GASKET LEAKING. INSTALLED NEW NUMBER TWO INTAKE TUBE GASKET.,normgrp-2bf037845fed,test
101499::combined,101499,combined,#1 INTAKE LEAKING.,REPLACED GASKET.,#1 INTAKE LEAKING. REPLACED GASKET.,NUMBER ONE INTAKE LEAKING. REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #1 INTAKE LEAKING. REPLACED GASKET.,NUMBER ONE INTAKE LEAKING. REPLACED GASKET.,normgrp-fd7f7cbf1e69,train
101500::combined,101500,combined,#2 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,#2 INTAKE GASKET IS LEAKING. REPLACED GASKET.,NUMBER TWO INTAKE GASKET IS LEAKING. REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #2 INTAKE GASKET IS LEAKING. REPLACED GASKET.,NUMBER TWO INTAKE GASKET IS LEAKING. REPLACED GASKET.,normgrp-fd7f7cbf1e69,train
101501::combined,101501,combined,"#2, 3, 4 ROCKER GASKETS ARE LEAKING.",REPLACED GASKETS.,"#2, 3, 4 ROCKER GASKETS ARE LEAKING. REPLACED GASKETS.","NUMBERS TWO, THREE, AND FOUR ROCKER GASKETS ARE LEAKING. REPLACED GASKETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True,"normalize combined: #2, 3, 4 ROCKER GASKETS ARE LEAKING. REPLACED GASKETS.","NUMBERS TWO, THREE, AND FOUR ROCKER GASKETS ARE LEAKING. REPLACED GASKETS.",normgrp-458e8de9ec1f,validation
101503::combined,101503,combined,#1 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#1 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,NUMBER ONE ROCKER COVER IS LEAKING. REMOVED AND REPLACED ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True,normalize combined: #1 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,NUMBER ONE ROCKER COVER IS LEAKING. REMOVED AND REPLACED ROCKER COVER GASKET.,normgrp-458e8de9ec1f,validation
101504::combined,101504,combined,#2 FWD LOWER BAFFLE HAS CRACK.,STOP DRILLED CRACK.,#2 FWD LOWER BAFFLE HAS CRACK. STOP DRILLED CRACK.,NUMBER TWO FORWARD LOWER BAFFLE HAS CRACK. STOP DRILLED CRACK.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: #2 FWD LOWER BAFFLE HAS CRACK. STOP DRILLED CRACK.,NUMBER TWO FORWARD LOWER BAFFLE HAS CRACK. STOP DRILLED CRACK.,normgrp-dd56f18ffc9c,train
101505::combined,101505,combined,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKETS.,#4 INTAKE LEAKING. REMOVED & REPLACED GASKETS.,NUMBER FOUR INTAKE LEAKING. REMOVED AND REPLACED GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #4 INTAKE LEAKING. REMOVED & REPLACED GASKETS.,NUMBER FOUR INTAKE LEAKING. REMOVED AND REPLACED GASKETS.,normgrp-fd7f7cbf1e69,train
101506::combined,101506,combined,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,#2 INTAKE LEAKING. REMOVED & REPLACED #2 INTAKE GASKET.,NUMBER TWO INTAKE LEAKING. REMOVED AND REPLACED NUMBER TWO INTAKE GASKET.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #2 INTAKE LEAKING. REMOVED & REPLACED #2 INTAKE GASKET.,NUMBER TWO INTAKE LEAKING. REMOVED AND REPLACED NUMBER TWO INTAKE GASKET.,normgrp-fd7f7cbf1e69,train
101507::combined,101507,combined,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER LEAKING. REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True,normalize combined: #2 ROCKER COVER LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER LEAKING. REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,normgrp-458e8de9ec1f,validation
101508::combined,101508,combined,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,#3 ROCKER COVER LEAKING. REMOVED & REPLACED #3 ROCKER COVER GASKET.,NUMBER THREE ROCKER COVER LEAKING. REMOVED AND REPLACED NUMBER THREE ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True,normalize combined: #3 ROCKER COVER LEAKING. REMOVED & REPLACED #3 ROCKER COVER GASKET.,NUMBER THREE ROCKER COVER LEAKING. REMOVED AND REPLACED NUMBER THREE ROCKER COVER GASKET.,normgrp-458e8de9ec1f,validation
