record_id,system,raw_text,prediction_text,problem_raw,action_raw,problem_candidate,action_candidate,problem_normalized,action_normalized,problem_candidate_grounded,action_candidate_grounded,problem_fallback,action_fallback,protected_tokens_preserved
101675,rules_then_byt5,"#3 CYL RIGHT ENGINE SHOWS NO EGT. CLEANED PLUGS #3 CYL, RAN, CK'ED OK.","NUMBER THREE CYLINDER RIGHT ENGINE SHOWS NO EGT. CLEANED PLUGS NUMBER THREE CYLINDER, RAN, CHECKED OK.",#3 CYL RIGHT ENGINE SHOWS NO EGT.,"CLEANED PLUGS #3 CYL, RAN, CK'ED OK.",NUMBER THREE CYLINDER RIGHT ENGINE SHOWS NO EGT.,"CLEANED PLUGS NUMBER THREE CYLINDER, RAN, CHECKED OK.",NUMBER THREE CYLINDER RIGHT ENGINE SHOWS NO EGT.,"CLEANED PLUGS NUMBER THREE CYLINDER, RAN, CHECKED OK.",True,True,none,none,True
101676,rules_then_byt5,"#3 CYL AFT BAFFLE ON L/H ENG IS CRACKED. FABRICATED & INSTALLED PATCH IAW , PAR 4-53","NUMBER THREE CYLINDER AFT BAFFLE ON LEFT-HAND ENGINE IS CRACKED. FABRICATED AND INSTALLED PATCH IN ACCORDANCE WITH, PARAGRAPH FORTY FIVE OUT OF EIGHTY",#3 CYL AFT BAFFLE ON L/H ENG IS CRACKED.,"FABRICATED & INSTALLED PATCH IAW , PAR 4-53",NUMBER THREE CYLINDER AFT BAFFLE ON LEFT-HAND ENGINE IS CRACKED.,"FABRICATED AND INSTALLED PATCH IN ACCORDANCE WITH, PARAGRAPH FORTY FIVE OUT OF EIGHTY",NUMBER THREE CYLINDER AFT BAFFLE ON LEFT-HAND ENGINE IS CRACKED.,"FABRICATED AND INSTALLED PATCH IN ACCORDANCE WITH, PARAGRAPH FORTY FIVE OUT OF EIGHTY",True,False,none,none,False
101677,rules_then_byt5,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED #4 INTAKE GASKET.,NUMBER FOUR INTAKE GASKET LEAKING. REMOVED AND REPLACED NUMBER FOUR INTAKE GASKET.,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,NUMBER FOUR INTAKE GASKET LEAKING.,REMOVED AND REPLACED NUMBER FOUR INTAKE GASKET.,NUMBER FOUR INTAKE GASKET LEAKING.,REMOVED AND REPLACED NUMBER FOUR INTAKE GASKET.,True,True,none,none,True
101678,rules_then_byt5,#2 ROCKER COVER LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER LEAKING. REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER LEAKING.,REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER LEAKING.,REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,True,True,none,none,True
101679,rules_then_byt5,CYL #2 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,CYLINDER NUMBER TWO INTAKE GASKET LEAKING. REMOVED AND REPLACED INTAKE GASKET.,CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,CYLINDER NUMBER TWO INTAKE GASKET LEAKING.,REMOVED AND REPLACED INTAKE GASKET.,CYLINDER NUMBER TWO INTAKE GASKET LEAKING.,REMOVED AND REPLACED INTAKE GASKET.,True,True,none,none,True
101680,rules_then_byt5,R/H ENG #2 INDUCTION TUBE GASKET LEAKING. INSTALLED NEW #2 INDUCTION TUBE GASKET.,RIGHT-HAND ENGINE NUMBER TWO INDUCTION TUBE GASKET LEAKING. INSTALLED NEW NUMBER TWO INDUCTION TUBE GASKET.,R/H ENG #2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #2 INDUCTION TUBE GASKET.,RIGHT-HAND ENGINE NUMBER TWO INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW NUMBER TWO INDUCTION TUBE GASKET.,RIGHT-HAND ENGINE NUMBER TWO INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW NUMBER TWO INDUCTION TUBE GASKET.,True,True,none,none,True
101681,rules_then_byt5,"ROCKER COVERS #2, 3 & 4 LEAKING ON R/H ENGINE. INSTALLED NEW ROCKER BOX COVER GASKETS.","ROCKER COVERS NUMBERS TWO, THREE AND FOUR LEAKING ON RIGHT-HAND ENGINE. INSTALLED NEW ROCKER BOX COVER GASKETS.","ROCKER COVERS #2, 3 & 4 LEAKING ON R/H ENGINE.",INSTALLED NEW ROCKER BOX COVER GASKETS.,"ROCKER COVERS NUMBERS TWO, THREE AND FOUR LEAKING ON RIGHT-HAND ENGINE.",INSTALLED NEW ROCKER BOX COVER GASKETS.,"ROCKER COVERS NUMBERS TWO, THREE AND FOUR LEAKING ON RIGHT-HAND ENGINE.",INSTALLED NEW ROCKER BOX COVER GASKETS.,True,True,none,none,True
101682,rules_then_byt5,#1 & 4 ROCKER COVERS LEAKING ON L/H ENGINE. INSTALLED NEW #1 & 4 ROCKER BOX COVER GASKETS.,NUMBER ONE AND NUMBER FOUR ROCKER COVERS LEAKING ON LEFT-HAND ENGINE. INSTALLED NEW NUMBER ONE AND NUMBER FOUR ROCKER BOX COVER GASKETS.,#1 & 4 ROCKER COVERS LEAKING ON L/H ENGINE.,INSTALLED NEW #1 & 4 ROCKER BOX COVER GASKETS.,NUMBER ONE AND NUMBER FOUR ROCKER COVERS LEAKING ON LEFT-HAND ENGINE.,INSTALLED NEW NUMBER ONE AND NUMBER FOUR ROCKER BOX COVER GASKETS.,NUMBER ONE AND NUMBER FOUR ROCKER COVERS LEAKING ON LEFT-HAND ENGINE.,INSTALLED NEW NUMBER ONE AND NUMBER FOUR ROCKER BOX COVER GASKETS.,True,True,none,none,True
101683,rules_then_byt5,#2 INTAKE LEAKING ON L/H ENGINE. INSTALLED NEW #2 INTAKE GASKET.,NUMBER TWO INTAKE LEAKING ON LEFT-HAND ENGINE. INSTALLED NEW NUMBER TWO INTAKE GASKET.,#2 INTAKE LEAKING ON L/H ENGINE.,INSTALLED NEW #2 INTAKE GASKET.,NUMBER TWO INTAKE LEAKING ON LEFT-HAND ENGINE.,INSTALLED NEW NUMBER TWO INTAKE GASKET.,NUMBER TWO INTAKE LEAKING ON LEFT-HAND ENGINE.,INSTALLED NEW NUMBER TWO INTAKE GASKET.,True,True,none,none,True
101684,rules_then_byt5,#2 & 4 ROCKER COVERS LEAKING ON L/H ENGINE. INSTALLED NEW ROCKER BOX COVER GASKETS.,NUMBER TWO AND FOUR ROCKER COVERS LEAKING ON LEFT-HAND ENGINE. INSTALLED NEW ROCKER BOX COVER GASKETS.,#2 & 4 ROCKER COVERS LEAKING ON L/H ENGINE.,INSTALLED NEW ROCKER BOX COVER GASKETS.,NUMBER TWO AND FOUR ROCKER COVERS LEAKING ON LEFT-HAND ENGINE.,INSTALLED NEW ROCKER BOX COVER GASKETS.,NUMBER TWO AND FOUR ROCKER COVERS LEAKING ON LEFT-HAND ENGINE.,INSTALLED NEW ROCKER BOX COVER GASKETS.,True,True,none,none,True
101685,rules_then_byt5,ROCKER COVERS #2 & 4 LEAKING ON R/H ENGINE. INSTALLED NEW ROCKER BOX COVER GASKETS.,ROCKER COVERS NUMBER TWO AND FOUR LEAKING ON RIGHT-HAND ENGINE. INSTALLED NEW ROCKER BOX COVER GASKETS.,ROCKER COVERS #2 & 4 LEAKING ON R/H ENGINE.,INSTALLED NEW ROCKER BOX COVER GASKETS.,ROCKER COVERS NUMBER TWO AND FOUR LEAKING ON RIGHT-HAND ENGINE.,INSTALLED NEW ROCKER BOX COVER GASKETS.,ROCKER COVERS NUMBER TWO AND FOUR LEAKING ON RIGHT-HAND ENGINE.,INSTALLED NEW ROCKER BOX COVER GASKETS.,True,True,none,none,True
101686,rules_then_byt5,"#3 CYL ON R/H ENG HAS LOW COMPRESSION. BORESCOPED CYLINDER, FOUND EXHAUST VALVE TO APPEAR BURN","NUMBER THREE CYLINDER ON RIGHT-HAND ENGINE HAS LOW COMPRESSION. BORESCOPED CYLINDER, FOUND EXHAUST VALVE TO APPEAR BURN",#3 CYL ON R/H ENG HAS LOW COMPRESSION.,"BORESCOPED CYLINDER, FOUND EXHAUST VALVE TO APPEAR BURN",NUMBER THREE CYLINDER ON RIGHT-HAND ENGINE HAS LOW COMPRESSION.,"BORESCOPED CYLINDER, FOUND EXHAUST VALVE TO APPEAR BURN",NUMBER THREE CYLINDER ON RIGHT-HAND ENGINE HAS LOW COMPRESSION.,"BORESCOPED CYLINDER, FOUND EXHAUST VALVE TO APPEAR BURN",True,True,none,none,True
101687,rules_then_byt5,#3 CYL ON R/H ENG HAS LOW COMPRESSION. REMOVED CYLINDER ASSY. INSTALLED REPAIRED CYL ASSY & PE,NUMBER THREE CYLINDER ON RIGHT-HAND ENGINE HAS LOW COMPRESSION. REMOVED CYLINDER ASSEMBLY. INSTALLED REPAIRED CYLINDER ASSEMBLY AND PE,#3 CYL ON R/H ENG HAS LOW COMPRESSION.,REMOVED CYLINDER ASSY. INSTALLED REPAIRED CYL ASSY & PE,NUMBER THREE CYLINDER ON RIGHT-HAND ENGINE HAS LOW COMPRESSION.,REMOVED CYLINDER ASSEMBLY. INSTALLED REPAIRED CYLINDER ASSEMBLY AND PE,NUMBER THREE CYLINDER ON RIGHT-HAND ENGINE HAS LOW COMPRESSION.,REMOVED CYLINDER ASSEMBLY. INSTALLED REPAIRED CYLINDER ASSEMBLY AND PE,True,True,none,none,True
101688,rules_then_byt5,"#3 CYL ON R/H ENG HAS LOW COMPRESSION. TORQUED BASE NUTS TO SPECS. REINSTALLED EXHAUST, INTAKE","NUMBER THREE CYLINDER ON RIGHT-HAND ENGINE HAS LOW COMPRESSION. TORQUED BASE NUTS TO SPECS. REINSTALLED EXHAUST, INTAKE",#3 CYL ON R/H ENG HAS LOW COMPRESSION.,"TORQUED BASE NUTS TO SPECS. REINSTALLED EXHAUST, INTAKE",NUMBER THREE CYLINDER ON RIGHT-HAND ENGINE HAS LOW COMPRESSION.,"TORQUED BASE NUTS TO SPECS. REINSTALLED EXHAUST, INTAKE",NUMBER THREE CYLINDER ON RIGHT-HAND ENGINE HAS LOW COMPRESSION.,"TORQUED BASE NUTS TO SPECS. REINSTALLED EXHAUST, INTAKE",True,True,none,none,True
101689,rules_then_byt5,CYL #3 LEAKING INTAKE TUBE AT OIL SUMP. REMOVED ENGINE COWLING.,CYLINDER NUMBER THREE LEAKING INTAKE TUBE AT OIL SUMP. REMOVED ENGINE COWLING.,CYL #3 LEAKING INTAKE TUBE AT OIL SUMP.,REMOVED ENGINE COWLING.,CYLINDER NUMBER THREE LEAKING INTAKE TUBE AT OIL SUMP.,REMOVED ENGINE COWLING.,CYLINDER NUMBER THREE LEAKING INTAKE TUBE AT OIL SUMP.,REMOVED ENGINE COWLING.,True,True,none,none,True
101690,rules_then_byt5,CYL #3 LEAKING INTAKE TUBE AT OIL SUMP. RESWEDGED #3 INTAKE TUBE IAW LYCOMING OVERHAUL MANUAL.,CYLINDER NUMBER THREE LEAKING INTAKE TUBE AT OIL SUMP. RESWEDGED NUMBER THREE INTAKE TUBE IN ACCORDANCE WITH LYCOMING OVERHAUL MANUAL.,CYL #3 LEAKING INTAKE TUBE AT OIL SUMP.,RESWEDGED #3 INTAKE TUBE IAW LYCOMING OVERHAUL MANUAL.,CYLINDER NUMBER THREE LEAKING INTAKE TUBE AT OIL SUMP.,RESWEDGED NUMBER THREE INTAKE TUBE IN ACCORDANCE WITH LYCOMING OVERHAUL MANUAL.,CYLINDER NUMBER THREE LEAKING INTAKE TUBE AT OIL SUMP.,RESWEDGED NUMBER THREE INTAKE TUBE IN ACCORDANCE WITH LYCOMING OVERHAUL MANUAL.,True,True,none,none,True
101691,rules_then_byt5,"ROCKER COVER GASKETS CYL #2, 3 & 4 LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS, CLEANED LEAKS.","ROCKER COVER GASKETS CYLINDER NUMBERS TWO, THREE AND FOUR LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS, CLEANED LEAKS.","ROCKER COVER GASKETS CYL #2, 3 & 4 LEAKING.","REMOVED & REPLACED ROCKER COVER GASKETS, CLEANED LEAKS.","ROCKER COVER GASKETS CYLINDER NUMBERS TWO, THREE AND FOUR LEAKING.","REMOVED AND REPLACED ROCKER COVER GASKETS, CLEANED LEAKS.","ROCKER COVER GASKETS CYLINDER NUMBERS TWO, THREE AND FOUR LEAKING.","REMOVED AND REPLACED ROCKER COVER GASKETS, CLEANED LEAKS.",True,True,none,none,True
101692,rules_then_byt5,#2 INTAKE LEAKING. REMOVED & REPLACED #2 INTAKE GASKET.,NUMBER TWO INTAKE LEAKING. REMOVED AND REPLACED NUMBER TWO INTAKE GASKET.,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,NUMBER TWO INTAKE LEAKING.,REMOVED AND REPLACED NUMBER TWO INTAKE GASKET.,NUMBER TWO INTAKE LEAKING.,REMOVED AND REPLACED NUMBER TWO INTAKE GASKET.,True,True,none,none,True
101693,rules_then_byt5,#4 INTAKE LEAKING. REMOVED & REPLACED INTAKE GASKET.,NUMBER FOUR INTAKE LEAKING. REMOVED AND REPLACED INTAKE GASKET.,#4 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,NUMBER FOUR INTAKE LEAKING.,REMOVED AND REPLACED INTAKE GASKET.,NUMBER FOUR INTAKE LEAKING.,REMOVED AND REPLACED INTAKE GASKET.,True,True,none,none,True
101694,rules_then_byt5,INTAKE GASKET #4 LEAKING. REMOVED & REPLACED INTAKE GASKET #4.,INTAKE GASKET NUMBER FOUR LEAKING. REMOVED AND REPLACED INTAKE GASKET NUMBER FOUR.,INTAKE GASKET #4 LEAKING.,REMOVED & REPLACED INTAKE GASKET #4.,INTAKE GASKET NUMBER FOUR LEAKING.,REMOVED AND REPLACED INTAKE GASKET NUMBER FOUR.,INTAKE GASKET NUMBER FOUR LEAKING.,REMOVED AND REPLACED INTAKE GASKET NUMBER FOUR.,True,True,none,none,True
101695,rules_then_byt5,FOD ON TOP OF ENGINE REMOVED FOD,FOD ON TOP OF ENGINE REMOVED FOD,FOD ON TOP OF ENGINE,REMOVED FOD,FOD ON TOP OF ENGINE,REMOVED FOD,FOD ON TOP OF ENGINE,REMOVED FOD,True,True,none,none,True
101696,rules_then_byt5,#1 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,NUMBER ONE INTAKE IS LEAKING. REMOVED AND REPLACED GASKET.,#1 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,NUMBER ONE INTAKE IS LEAKING.,REMOVED AND REPLACED GASKET.,NUMBER ONE INTAKE IS LEAKING.,REMOVED AND REPLACED GASKET.,True,True,none,none,True
101697,rules_then_byt5,BAFFLE SPARK PLUG ACCESS PLUG WORN. REPLACED PLUGS.,BAFFLE SPARK PLUG ACCESS PLUG WORN. REPLACED PLUGS.,BAFFLE SPARK PLUG ACCESS PLUG WORN.,REPLACED PLUGS.,BAFFLE SPARK PLUG ACCESS PLUG WORN.,REPLACED PLUGS.,BAFFLE SPARK PLUG ACCESS PLUG WORN.,REPLACED PLUGS.,True,True,none,none,True
101698,rules_then_byt5,#4 INTAKE TUBE LOOSE. REMOVED & REPLACED #4 INTAKE GASKET.,NUMBER FOUR INTAKE TUBE LOOSE. REMOVED AND REPLACED NUMBER FOUR INTAKE GASKET.,#4 INTAKE TUBE LOOSE.,REMOVED & REPLACED #4 INTAKE GASKET.,NUMBER FOUR INTAKE TUBE LOOSE.,REMOVED AND REPLACED NUMBER FOUR INTAKE GASKET.,NUMBER FOUR INTAKE TUBE LOOSE.,REMOVED AND REPLACED NUMBER FOUR INTAKE GASKET.,True,True,none,none,True
101699,rules_then_byt5,CYL #2 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,CYLINDER NUMBER TWO INTAKE GASKET LEAKING. REMOVED AND REPLACED GASKET.,CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,CYLINDER NUMBER TWO INTAKE GASKET LEAKING.,REMOVED AND REPLACED GASKET.,CYLINDER NUMBER TWO INTAKE GASKET LEAKING.,REMOVED AND REPLACED GASKET.,True,True,none,none,True
101700,rules_then_byt5,CYL #2 & 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED GASKETS.,CYLINDER NUMBER TWO AND FOUR ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED GASKETS.,CYL #2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,CYLINDER NUMBER TWO AND FOUR ROCKER COVER GASKETS LEAKING.,REMOVED AND REPLACED GASKETS.,CYLINDER NUMBER TWO AND FOUR ROCKER COVER GASKETS LEAKING.,REMOVED AND REPLACED GASKETS.,True,True,none,none,True
101701,rules_then_byt5,ALTERANATE AIR DOOR IS WORN. REMOVED & REPLACED AIR FILTER BOX W/ SERVICEABLE ONE.,ALTERANATE AIR DOOR IS WORN. REMOVED AND REPLACED AIR FILTER BOX WITH SERVICEABLE ONE.,ALTERANATE AIR DOOR IS WORN.,REMOVED & REPLACED AIR FILTER BOX W/ SERVICEABLE ONE.,ALTERANATE AIR DOOR IS WORN.,REMOVED AND REPLACED AIR FILTER BOX WITH SERVICEABLE ONE.,ALTERANATE AIR DOOR IS WORN.,REMOVED AND REPLACED AIR FILTER BOX WITH SERVICEABLE ONE.,True,True,none,none,True
101702,rules_then_byt5,"CYL #1 BAFFLE IS CRACKED. STOP DRILLED CRACK, FABRICATED PATCH OUT OF LIKE MATERI","CYLINDER NUMBER ONE BAFFLE IS CRACKED. STOP DRILLED CRACK, FABRICATED PATCH OUT OF LIKE MATERI",CYL #1 BAFFLE IS CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH OUT OF LIKE MATERI",CYLINDER NUMBER ONE BAFFLE IS CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH OUT OF LIKE MATERI",CYLINDER NUMBER ONE BAFFLE IS CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH OUT OF LIKE MATERI",True,True,none,none,True
101703,rules_then_byt5,#4 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,NUMBER FOUR INTAKE IS LEAKING. REMOVED AND REPLACED GASKET.,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,NUMBER FOUR INTAKE IS LEAKING.,REMOVED AND REPLACED GASKET.,NUMBER FOUR INTAKE IS LEAKING.,REMOVED AND REPLACED GASKET.,True,True,none,none,True
101704,rules_then_byt5,CYL #2 & 3 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,CYLINDER NUMBER TWO AND THREE ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS.,CYL #2 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,CYLINDER NUMBER TWO AND THREE ROCKER COVER GASKETS LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKETS.,CYLINDER NUMBER TWO AND THREE ROCKER COVER GASKETS LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKETS.,True,True,none,none,True
101705,rules_then_byt5,ROCKER COVER GASKET CYL #2 LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET CYLINDER NUMBER TWO LEAKING. REMOVED AND REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET CYL #2 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET CYLINDER NUMBER TWO LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET CYLINDER NUMBER TWO LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKET.,True,True,none,none,True
101706,rules_then_byt5,R/H AFT BAFFLE IS CRACKED BY ENGINE MOUNT BOLT HOLE. STOP DRILLED CRACK.,RIGHT-HAND AFT BAFFLE IS CRACKED BY ENGINE MOUNT BOLT HOLE. STOP DRILLED CRACK.,R/H AFT BAFFLE IS CRACKED BY ENGINE MOUNT BOLT HOLE.,STOP DRILLED CRACK.,RIGHT-HAND AFT BAFFLE IS CRACKED BY ENGINE MOUNT BOLT HOLE.,STOP DRILLED CRACK.,RIGHT-HAND AFT BAFFLE IS CRACKED BY ENGINE MOUNT BOLT HOLE.,STOP DRILLED CRACK.,True,True,none,none,True
101707,rules_then_byt5,CENTER TOP BAFFLE BRACKET IS CRACKED. FABRICATED BAFFLE BRACKET OUT OF LIKE MATERIAL & INSTAL,CENTER TOP BAFFLE BRACKET IS CRACKED. FABRICATED BAFFLE BRACKET OUT OF LIKE MATERIAL AND INSTALL,CENTER TOP BAFFLE BRACKET IS CRACKED.,FABRICATED BAFFLE BRACKET OUT OF LIKE MATERIAL & INSTAL,CENTER TOP BAFFLE BRACKET IS CRACKED.,FABRICATED BAFFLE BRACKET OUT OF LIKE MATERIAL AND INSTALL,CENTER TOP BAFFLE BRACKET IS CRACKED.,FABRICATED BAFFLE BRACKET OUT OF LIKE MATERIAL AND INSTALL,True,True,none,none,True
101708,rules_then_byt5,#2 INTAKE LEAKING. REMOVED & REPLACED GASKET.,NUMBER TWO INTAKE LEAKING. REMOVED AND REPLACED GASKET.,#2 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,NUMBER TWO INTAKE LEAKING.,REMOVED AND REPLACED GASKET.,NUMBER TWO INTAKE LEAKING.,REMOVED AND REPLACED GASKET.,True,True,none,none,True
101709,rules_then_byt5,ALL ENG ROCKER COVER SCREWS LOOSE. TIGHTENED ALL SCREWS.,ALL ENGINE ROCKER COVER SCREWS LOOSE. TIGHTENED ALL SCREWS.,ALL ENG ROCKER COVER SCREWS LOOSE.,TIGHTENED ALL SCREWS.,ALL ENGINE ROCKER COVER SCREWS LOOSE.,TIGHTENED ALL SCREWS.,ALL ENGINE ROCKER COVER SCREWS LOOSE.,TIGHTENED ALL SCREWS.,True,True,none,none,True
101710,rules_then_byt5,"STARTER WOULD TURN TWICE, THEN CUT OFF DURING START UP. STARTED A/C, STARTER FUNCTION NORMAL.","STARTER WOULD TURN TWICE, THEN CUT OFF DURING START UP. STARTED AIRCRAFT, STARTER FUNCTION NORMAL.","STARTER WOULD TURN TWICE, THEN CUT OFF DURING START UP.","STARTED A/C, STARTER FUNCTION NORMAL.","STARTER WOULD TURN TWICE, THEN CUT OFF DURING START UP.","STARTED AIRCRAFT, STARTER FUNCTION NORMAL.","STARTER WOULD TURN TWICE, THEN CUT OFF DURING START UP.","STARTED AIRCRAFT, STARTER FUNCTION NORMAL.",True,True,none,none,True
101711,rules_then_byt5,#4 INTAKE GASKET IS LEAKING. REPLACED GASKET.,NUMBER FOUR INTAKE GASKET IS LEAKING. REPLACED GASKET.,#4 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,NUMBER FOUR INTAKE GASKET IS LEAKING.,REPLACED GASKET.,NUMBER FOUR INTAKE GASKET IS LEAKING.,REPLACED GASKET.,True,True,none,none,True
101712,rules_then_byt5,#4 ROCKER GASKET IS LEAKING. REPLACED GASKET.,NUMBER FOUR ROCKER GASKET IS LEAKING. REPLACED GASKET.,#4 ROCKER GASKET IS LEAKING.,REPLACED GASKET.,NUMBER FOUR ROCKER GASKET IS LEAKING.,REPLACED GASKET.,NUMBER FOUR ROCKER GASKET IS LEAKING.,REPLACED GASKET.,True,True,none,none,True
101713,rules_then_byt5,WORN BAFFLE PLUGS. REMOVED & REPLACED BAFFLE PLUGS.,WORN BAFFLE PLUGS. REMOVED AND REPLACED BAFFLE PLUGS.,WORN BAFFLE PLUGS.,REMOVED & REPLACED BAFFLE PLUGS.,WORN BAFFLE PLUGS.,REMOVED AND REPLACED BAFFLE PLUGS.,WORN BAFFLE PLUGS.,REMOVED AND REPLACED BAFFLE PLUGS.,True,True,none,none,True
101714,rules_then_byt5,ROCKER COVER GASKETS CYL #2 & 4 LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,ROCKER COVER GASKETS CYLINDER NUMBER TWO AND FOUR LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS.,ROCKER COVER GASKETS CYL #2 & 4 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,ROCKER COVER GASKETS CYLINDER NUMBER TWO AND FOUR LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKETS.,ROCKER COVER GASKETS CYLINDER NUMBER TWO AND FOUR LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKETS.,True,True,none,none,True
101715,rules_then_byt5,#2 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER GASKET LEAKING. REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER GASKET LEAKING.,REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,NUMBER TWO ROCKER COVER GASKET LEAKING.,REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET.,True,True,none,none,True
101716,rules_then_byt5,"DURING GO AROUND FROM A SIMULATED ENG FAILURE, ENG RAN ROUGH RAN A/C, MAG DROP, IDLE & IDLE MIXTURE RISE CK GOOD. A/","DURING GO AROUND FROM A SIMULATED ENGINE FAILURE, ENGINE RAN ROUGH RAN AIRCRAFT, MAGNETO DROP, IDLE AND IDLE MIXTURE RISE CHECK GOOD. AIRCRAFT","DURING GO AROUND FROM A SIMULATED ENG FAILURE, ENG RAN ROUGH","RAN A/C, MAG DROP, IDLE & IDLE MIXTURE RISE CK GOOD. A/","DURING GO AROUND FROM A SIMULATED ENGINE FAILURE, ENGINE RAN ROUGH","RAN AIRCRAFT, MAGNETO DROP, IDLE AND IDLE MIXTURE RISE CHECK GOOD. AIRCRAFT","DURING GO AROUND FROM A SIMULATED ENGINE FAILURE, ENGINE RAN ROUGH","RAN AIRCRAFT, MAGNETO DROP, IDLE AND IDLE MIXTURE RISE CHECK GOOD. AIRCRAFT",True,True,none,none,True
101717,rules_then_byt5,L/H ENGINE #4 CYLINDER HAS BAD EXHAUST VALVE. OPS CK GOOD ON PROP GOV.,LEFT-HAND ENGINE NUMBER FOUR CYLINDER HAS BAD EXHAUST VALVE. OPERATIONS CHECK GOOD ON PROPELLER GOVERNOR.,L/H ENGINE #4 CYLINDER HAS BAD EXHAUST VALVE.,OPS CK GOOD ON PROP GOV.,LEFT-HAND ENGINE NUMBER FOUR CYLINDER HAS BAD EXHAUST VALVE.,OPERATIONS CHECK GOOD ON PROPELLER GOVERNOR.,LEFT-HAND ENGINE NUMBER FOUR CYLINDER HAS BAD EXHAUST VALVE.,OPERATIONS CHECK GOOD ON PROPELLER GOVERNOR.,True,True,none,none,True
101718,rules_then_byt5,#3 INTAKE LEAKING ON R/H ENGINE. REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,NUMBER THREE INTAKE LEAKING ON RIGHT-HAND ENGINE. REMOVED AND REPLACED NUMBER THREE INTAKE GASKET ON RIGHT-HAND ENGINE.,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,NUMBER THREE INTAKE LEAKING ON RIGHT-HAND ENGINE.,REMOVED AND REPLACED NUMBER THREE INTAKE GASKET ON RIGHT-HAND ENGINE.,NUMBER THREE INTAKE LEAKING ON RIGHT-HAND ENGINE.,REMOVED AND REPLACED NUMBER THREE INTAKE GASKET ON RIGHT-HAND ENGINE.,True,True,none,none,True
