record_id,system,raw_text,prediction_text,problem_raw,action_raw,problem_candidate,action_candidate,problem_normalized,action_normalized,problem_candidate_grounded,action_candidate_grounded,problem_fallback,action_fallback,protected_tokens_preserved
100245,rules,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD. REMOVED BAFFLE.,FRONT RIGHT-HAND BAFFLE WORN THROUGH FROM MUFFLER SHROUD. REMOVED BAFFLE.,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,REMOVED BAFFLE.,FRONT RIGHT-HAND BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,REMOVED BAFFLE.,FRONT RIGHT-HAND BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,REMOVED BAFFLE.,True,True,none,none,True
100246,rules,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD. FABRICATED PATCH W/ LIKE MATERIALS. RIVETED IAW,FRONT RIGHT-HAND BAFFLE WORN THROUGH FROM MUFFLER SHROUD. FABRICATED PATCH WITH LIKE MATERIALS. RIVETED IN ACCORDANCE WITH,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,FABRICATED PATCH W/ LIKE MATERIALS. RIVETED IAW,FRONT RIGHT-HAND BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,FABRICATED PATCH WITH LIKE MATERIALS. RIVETED IN ACCORDANCE WITH,FRONT RIGHT-HAND BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,FABRICATED PATCH WITH LIKE MATERIALS. RIVETED IN ACCORDANCE WITH,True,True,none,none,True
100247,rules,"#2, 3 & 4 ROCKER GASKETS LEAKING. REPLACED #2, 3 & 4 ROCKER GASKETS. LEAK CHECK GOOD.","NUMBER 2, 3 AND 4 ROCKER GASKETS LEAKING. REPLACED NUMBER 2, 3 AND 4 ROCKER GASKETS. LEAK CHECK GOOD.","#2, 3 & 4 ROCKER GASKETS LEAKING.","REPLACED #2, 3 & 4 ROCKER GASKETS. LEAK CHECK GOOD.","NUMBER 2, 3 AND 4 ROCKER GASKETS LEAKING.","REPLACED NUMBER 2, 3 AND 4 ROCKER GASKETS. LEAK CHECK GOOD.","NUMBER 2, 3 AND 4 ROCKER GASKETS LEAKING.","REPLACED NUMBER 2, 3 AND 4 ROCKER GASKETS. LEAK CHECK GOOD.",True,True,none,none,True
100248,rules,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES. INSTALLED NEW BAFFLE.,NUMBER 3 AFT BAFFLE CRACKED IN SEVERAL PLACES. INSTALLED NEW BAFFLE.,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,INSTALLED NEW BAFFLE.,NUMBER 3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,INSTALLED NEW BAFFLE.,NUMBER 3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,INSTALLED NEW BAFFLE.,True,True,none,none,True
100249,rules,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES. REMOVED R/H REAR BAFFLE.,NUMBER 3 AFT BAFFLE CRACKED IN SEVERAL PLACES. REMOVED RIGHT-HAND REAR BAFFLE.,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,REMOVED R/H REAR BAFFLE.,NUMBER 3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,REMOVED RIGHT-HAND REAR BAFFLE.,NUMBER 3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,REMOVED RIGHT-HAND REAR BAFFLE.,True,True,none,none,True
100250,rules,SCREW MISSING IN #4 ROCKER COVER. INSTALLED & TORQUED NEW SCREW IN #4 ROCKER BOX COVER. R,SCREW MISSING IN NUMBER 4 ROCKER COVER. INSTALLED AND TORQUED NEW SCREW IN NUMBER 4 ROCKER BOX COVER. R,SCREW MISSING IN #4 ROCKER COVER.,INSTALLED & TORQUED NEW SCREW IN #4 ROCKER BOX COVER. R,SCREW MISSING IN NUMBER 4 ROCKER COVER.,INSTALLED AND TORQUED NEW SCREW IN NUMBER 4 ROCKER BOX COVER. R,SCREW MISSING IN NUMBER 4 ROCKER COVER.,INSTALLED AND TORQUED NEW SCREW IN NUMBER 4 ROCKER BOX COVER. R,True,True,none,none,True
100251,rules,#2 INTAKE IS LEAKING. REPLACED GASKET.,NUMBER 2 INTAKE IS LEAKING. REPLACED GASKET.,#2 INTAKE IS LEAKING.,REPLACED GASKET.,NUMBER 2 INTAKE IS LEAKING.,REPLACED GASKET.,NUMBER 2 INTAKE IS LEAKING.,REPLACED GASKET.,True,True,none,none,True
100252,rules,BRACKET SECURING OIL LINE TO #2 CYLINDER BROKEN. REMOVED & REPLACED BRACKET.,BRACKET SECURING OIL LINE TO NUMBER 2 CYLINDER BROKEN. REMOVED AND REPLACED BRACKET.,BRACKET SECURING OIL LINE TO #2 CYLINDER BROKEN.,REMOVED & REPLACED BRACKET.,BRACKET SECURING OIL LINE TO NUMBER 2 CYLINDER BROKEN.,REMOVED AND REPLACED BRACKET.,BRACKET SECURING OIL LINE TO NUMBER 2 CYLINDER BROKEN.,REMOVED AND REPLACED BRACKET.,True,True,none,none,True
100253,rules,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR. REMOVED ENGINE TO FACILITATE REPAIR BY ODEGAARD WINGS.,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR. REMOVED ENGINE TO FACILITATE REPAIR BY ODEGAARD WINGS.,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVED ENGINE TO FACILITATE REPAIR BY ODEGAARD WINGS.,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVED ENGINE TO FACILITATE REPAIR BY ODEGAARD WINGS.,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVED ENGINE TO FACILITATE REPAIR BY ODEGAARD WINGS.,True,True,none,none,True
100254,rules,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR. REINSTALLED ENGINE IAW MAINTENANCE MAN,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR. REINSTALLED ENGINE IN ACCORDANCE WITH MAINTENANCE MAN,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REINSTALLED ENGINE IAW MAINTENANCE MAN,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REINSTALLED ENGINE IN ACCORDANCE WITH MAINTENANCE MAN,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REINSTALLED ENGINE IN ACCORDANCE WITH MAINTENANCE MAN,True,True,none,none,True
100255,rules,#2 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER 2 ROCKER COVER GASKET LEAKING. REMOVED AND REPLACED NUMBER 2 ROCKER COVER GASKET.,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER 2 ROCKER COVER GASKET LEAKING.,REMOVED AND REPLACED NUMBER 2 ROCKER COVER GASKET.,NUMBER 2 ROCKER COVER GASKET LEAKING.,REMOVED AND REPLACED NUMBER 2 ROCKER COVER GASKET.,True,True,none,none,True
100256,rules,#2 & 4 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED GASKETS.,NUMBER 2 AND 4 ROCKER COVERS ARE LEAKING. REMOVED AND REPLACED GASKETS.,#2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,NUMBER 2 AND 4 ROCKER COVERS ARE LEAKING.,REMOVED AND REPLACED GASKETS.,NUMBER 2 AND 4 ROCKER COVERS ARE LEAKING.,REMOVED AND REPLACED GASKETS.,True,True,none,none,True
100257,rules,"DOING MAX PERFORM T/O @ 3200, MP WON'T GO ANY HIGHER THAN 24 REQUIRES MX FLIGHT TO VERIFY DISCREPANCY","DOING MAX PERFORM TAKEOFF AT 3200, MANIFOLD PRESSURE WON FEET T GO ANY HIGHER THAN 24 REQUIRES MAINTENANCE FLIGHT TO VERIFY DISCREPANCY","DOING MAX PERFORM T/O @ 3200, MP WON'T GO ANY HIGHER THAN 24",REQUIRES MX FLIGHT TO VERIFY DISCREPANCY,"DOING MAX PERFORM TAKEOFF AT 3200, MANIFOLD PRESSURE WON FEET T GO ANY HIGHER THAN 24",REQUIRES MAINTENANCE FLIGHT TO VERIFY DISCREPANCY,"DOING MAX PERFORM TAKEOFF AT 3200, MANIFOLD PRESSURE WON FEET T GO ANY HIGHER THAN 24",REQUIRES MAINTENANCE FLIGHT TO VERIFY DISCREPANCY,True,True,none,none,True
100258,rules,"ROCKER COVER GASKETS 1, 3 & 4 LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS 1, 3 & 4.","ROCKER COVER GASKETS 1, 3 AND 4 LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS 1, 3 AND 4.","ROCKER COVER GASKETS 1, 3 & 4 LEAKING.","REMOVED & REPLACED ROCKER COVER GASKETS 1, 3 & 4.","ROCKER COVER GASKETS 1, 3 AND 4 LEAKING.","REMOVED AND REPLACED ROCKER COVER GASKETS 1, 3 AND 4.","ROCKER COVER GASKETS 1, 3 AND 4 LEAKING.","REMOVED AND REPLACED ROCKER COVER GASKETS 1, 3 AND 4.",True,True,none,none,True
100259,rules,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED #2 & 4 GASKETS.,NUMBER 2 AND 4 CYLINDER ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED NUMBER 2 AND 4 GASKETS.,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #2 & 4 GASKETS.,NUMBER 2 AND 4 CYLINDER ROCKER COVER GASKETS LEAKING.,REMOVED AND REPLACED NUMBER 2 AND 4 GASKETS.,NUMBER 2 AND 4 CYLINDER ROCKER COVER GASKETS LEAKING.,REMOVED AND REPLACED NUMBER 2 AND 4 GASKETS.,True,True,none,none,True
100260,rules,"#1, 2 & 3 ROCKER BOX COVER SCREWS LOOSE. TIGHTENED SCREWS.","NUMBER 1, 2 AND 3 ROCKER BOX COVER SCREWS LOOSE. TIGHTENED SCREWS.","#1, 2 & 3 ROCKER BOX COVER SCREWS LOOSE.",TIGHTENED SCREWS.,"NUMBER 1, 2 AND 3 ROCKER BOX COVER SCREWS LOOSE.",TIGHTENED SCREWS.,"NUMBER 1, 2 AND 3 ROCKER BOX COVER SCREWS LOOSE.",TIGHTENED SCREWS.,True,True,none,none,True
100261,rules,#1 & 3 ROCKER COVERS LEAKING. REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,NUMBER 1 AND 3 ROCKER COVERS LEAKING. REMOVED AND REPLACED NUMBER 1 AND 3 ROCKER COVER GASKETS.,#1 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,NUMBER 1 AND 3 ROCKER COVERS LEAKING.,REMOVED AND REPLACED NUMBER 1 AND 3 ROCKER COVER GASKETS.,NUMBER 1 AND 3 ROCKER COVERS LEAKING.,REMOVED AND REPLACED NUMBER 1 AND 3 ROCKER COVER GASKETS.,True,True,none,none,True
100262,rules,ROCKER BOX COVER SCREWS LOOSE (ALL CYL). TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS LOOSE (ALL CYLINDER). TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS LOOSE (ALL CYLINDER).,TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS LOOSE (ALL CYLINDER).,TIGHTENED SCREWS.,True,True,none,none,True
100263,rules,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL). TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDER). TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDER).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDER).,TIGHTENED HOSE CLAMPS.,True,True,none,none,True
100264,rules,#3 INTAKE LEAKING AT CLAMP. READJUSTED & TIGHTENED CLAMP.,NUMBER 3 INTAKE LEAKING AT CLAMP. READJUSTED AND TIGHTENED CLAMP.,#3 INTAKE LEAKING AT CLAMP.,READJUSTED & TIGHTENED CLAMP.,NUMBER 3 INTAKE LEAKING AT CLAMP.,READJUSTED AND TIGHTENED CLAMP.,NUMBER 3 INTAKE LEAKING AT CLAMP.,READJUSTED AND TIGHTENED CLAMP.,True,True,none,none,True
100265,rules,#2 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET W/ NEW.,NUMBER 2 INTAKE GASKET LEAKING. REMOVED AND REPLACED INTAKE GASKET WITH NEW.,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,NUMBER 2 INTAKE GASKET LEAKING.,REMOVED AND REPLACED INTAKE GASKET WITH NEW.,NUMBER 2 INTAKE GASKET LEAKING.,REMOVED AND REPLACED INTAKE GASKET WITH NEW.,True,True,none,none,True
100266,rules,"RIVET PULLED THROUGH BAFFLE SEAL, #1 CYL. REMOVED OLD RIVET & INSTALLED NEW RIVET.","RIVET PULLED THROUGH BAFFLE SEAL, NUMBER 1 CYLINDER. REMOVED OLD RIVET AND INSTALLED NEW RIVET.","RIVET PULLED THROUGH BAFFLE SEAL, #1 CYL.",REMOVED OLD RIVET & INSTALLED NEW RIVET.,"RIVET PULLED THROUGH BAFFLE SEAL, NUMBER 1 CYLINDER.",REMOVED OLD RIVET AND INSTALLED NEW RIVET.,"RIVET PULLED THROUGH BAFFLE SEAL, NUMBER 1 CYLINDER.",REMOVED OLD RIVET AND INSTALLED NEW RIVET.,True,True,none,none,True
100267,rules,#3 ROCKER COVER LEAKING. REMOVED & REPLACED GASKET.,NUMBER 3 ROCKER COVER LEAKING. REMOVED AND REPLACED GASKET.,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,NUMBER 3 ROCKER COVER LEAKING.,REMOVED AND REPLACED GASKET.,NUMBER 3 ROCKER COVER LEAKING.,REMOVED AND REPLACED GASKET.,True,True,none,none,True
100268,rules,L/H ENGINE I/B BAFFLE INTERCONNECT ROD BROKEN. REMOVED & REPLACED BAFFLE INTERCONNECT ROD.,LEFT-HAND ENGINE INBOARD BAFFLE INTERCONNECT ROD BROKEN. REMOVED AND REPLACED BAFFLE INTERCONNECT ROD.,L/H ENGINE I/B BAFFLE INTERCONNECT ROD BROKEN.,REMOVED & REPLACED BAFFLE INTERCONNECT ROD.,LEFT-HAND ENGINE INBOARD BAFFLE INTERCONNECT ROD BROKEN.,REMOVED AND REPLACED BAFFLE INTERCONNECT ROD.,LEFT-HAND ENGINE INBOARD BAFFLE INTERCONNECT ROD BROKEN.,REMOVED AND REPLACED BAFFLE INTERCONNECT ROD.,True,True,none,none,True
100269,rules,#2 INDUCTION TUBE HOSE CLAMP BROKEN. INSTALLED NEW HOSE CLAMP.,NUMBER 2 INDUCTION TUBE HOSE CLAMP BROKEN. INSTALLED NEW HOSE CLAMP.,#2 INDUCTION TUBE HOSE CLAMP BROKEN.,INSTALLED NEW HOSE CLAMP.,NUMBER 2 INDUCTION TUBE HOSE CLAMP BROKEN.,INSTALLED NEW HOSE CLAMP.,NUMBER 2 INDUCTION TUBE HOSE CLAMP BROKEN.,INSTALLED NEW HOSE CLAMP.,True,True,none,none,True
100270,rules,"#1, 2, 3 CYLINDER INTAKE GASKETS LEAKING. INSTALLED NEW INTAKE GASKETS.","NUMBER 1, 2, 3 CYLINDER INTAKE GASKETS LEAKING. INSTALLED NEW INTAKE GASKETS.","#1, 2, 3 CYLINDER INTAKE GASKETS LEAKING.",INSTALLED NEW INTAKE GASKETS.,"NUMBER 1, 2, 3 CYLINDER INTAKE GASKETS LEAKING.",INSTALLED NEW INTAKE GASKETS.,"NUMBER 1, 2, 3 CYLINDER INTAKE GASKETS LEAKING.",INSTALLED NEW INTAKE GASKETS.,True,True,none,none,True
100271,rules,#4 ROCKER COVER IS LEAKING. REMOVED & REPLACED #4 ROCKER COVER GASKET.,NUMBER 4 ROCKER COVER IS LEAKING. REMOVED AND REPLACED NUMBER 4 ROCKER COVER GASKET.,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,NUMBER 4 ROCKER COVER IS LEAKING.,REMOVED AND REPLACED NUMBER 4 ROCKER COVER GASKET.,NUMBER 4 ROCKER COVER IS LEAKING.,REMOVED AND REPLACED NUMBER 4 ROCKER COVER GASKET.,True,True,none,none,True
100272,rules,AFT R/H BAFFLE HAS MISSING RIVET. REMOVED & REPLACED RIVET.,AFT RIGHT-HAND BAFFLE HAS MISSING RIVET. REMOVED AND REPLACED RIVET.,AFT R/H BAFFLE HAS MISSING RIVET.,REMOVED & REPLACED RIVET.,AFT RIGHT-HAND BAFFLE HAS MISSING RIVET.,REMOVED AND REPLACED RIVET.,AFT RIGHT-HAND BAFFLE HAS MISSING RIVET.,REMOVED AND REPLACED RIVET.,True,True,none,none,True
100273,rules,#2 & 4 ROCKER COVERS LEAKING. REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS.,NUMBER 2 AND 4 ROCKER COVERS LEAKING. REMOVED AND REPLACED NUMBER 2 AND 4 ROCKER COVER GASKETS.,#2 & 4 ROCKER COVERS LEAKING.,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS.,NUMBER 2 AND 4 ROCKER COVERS LEAKING.,REMOVED AND REPLACED NUMBER 2 AND 4 ROCKER COVER GASKETS.,NUMBER 2 AND 4 ROCKER COVERS LEAKING.,REMOVED AND REPLACED NUMBER 2 AND 4 ROCKER COVER GASKETS.,True,True,none,none,True
100274,rules,RING GEAR HAS TOO MANY DAMAGED TEETH. REMOVED PROP & INSTALLED SERVICEABLE RING GEAR ASSY. IN,RING GEAR HAS TOO MANY DAMAGED TEETH. REMOVED PROPELLER AND INSTALLED SERVICEABLE RING GEAR ASSEMBLY. IN,RING GEAR HAS TOO MANY DAMAGED TEETH.,REMOVED PROP & INSTALLED SERVICEABLE RING GEAR ASSY. IN,RING GEAR HAS TOO MANY DAMAGED TEETH.,REMOVED PROPELLER AND INSTALLED SERVICEABLE RING GEAR ASSEMBLY. IN,RING GEAR HAS TOO MANY DAMAGED TEETH.,REMOVED PROPELLER AND INSTALLED SERVICEABLE RING GEAR ASSEMBLY. IN,True,True,none,none,True
100275,rules,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE. LEAK CHECK GOOD.,NUMBER 3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE. LEAK CHECK GOOD.,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,LEAK CHECK GOOD.,NUMBER 3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,LEAK CHECK GOOD.,NUMBER 3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,LEAK CHECK GOOD.,True,True,none,none,True
100276,rules,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE. REMOVED & REPLACED OIL RETURN LINE.,NUMBER 3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE. REMOVED AND REPLACED OIL RETURN LINE.,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,REMOVED & REPLACED OIL RETURN LINE.,NUMBER 3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,REMOVED AND REPLACED OIL RETURN LINE.,NUMBER 3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,REMOVED AND REPLACED OIL RETURN LINE.,True,True,none,none,True
100277,rules,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN. REMOVED R/H SIDE BAFFLE OFF ENGINE.,RIGHT-HAND SIDE BACK BAFFLE IS CRACKED AND BRACKET RIVETS BROKEN. REMOVED RIGHT-HAND SIDE BAFFLE OFF ENGINE.,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,REMOVED R/H SIDE BAFFLE OFF ENGINE.,RIGHT-HAND SIDE BACK BAFFLE IS CRACKED AND BRACKET RIVETS BROKEN.,REMOVED RIGHT-HAND SIDE BAFFLE OFF ENGINE.,RIGHT-HAND SIDE BACK BAFFLE IS CRACKED AND BRACKET RIVETS BROKEN.,REMOVED RIGHT-HAND SIDE BAFFLE OFF ENGINE.,True,True,none,none,True
100278,rules,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN. REPLACED BAFFLE W/ SERVICEABLE BAFFLE.,RIGHT-HAND SIDE BACK BAFFLE IS CRACKED AND BRACKET RIVETS BROKEN. REPLACED BAFFLE WITH SERVICEABLE BAFFLE.,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,REPLACED BAFFLE W/ SERVICEABLE BAFFLE.,RIGHT-HAND SIDE BACK BAFFLE IS CRACKED AND BRACKET RIVETS BROKEN.,REPLACED BAFFLE WITH SERVICEABLE BAFFLE.,RIGHT-HAND SIDE BACK BAFFLE IS CRACKED AND BRACKET RIVETS BROKEN.,REPLACED BAFFLE WITH SERVICEABLE BAFFLE.,True,True,none,none,True
100279,rules,#1 ROCKER COVER LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,NUMBER 1 ROCKER COVER LEAKING. REMOVED AND REPLACED ROCKER COVER GASKET.,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,NUMBER 1 ROCKER COVER LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKET.,NUMBER 1 ROCKER COVER LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKET.,True,True,none,none,True
100280,rules,R/H ENGINE CYL #3 AFT BAFFLE IS CRACKED. STOP DRILLED CRACK IN R/H ENG #3 AFT BAFFLE.,RIGHT-HAND ENGINE CYLINDER NUMBER 3 AFT BAFFLE IS CRACKED. STOP DRILLED CRACK IN RIGHT-HAND ENGINE NUMBER 3 AFT BAFFLE.,R/H ENGINE CYL #3 AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK IN R/H ENG #3 AFT BAFFLE.,RIGHT-HAND ENGINE CYLINDER NUMBER 3 AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK IN RIGHT-HAND ENGINE NUMBER 3 AFT BAFFLE.,RIGHT-HAND ENGINE CYLINDER NUMBER 3 AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK IN RIGHT-HAND ENGINE NUMBER 3 AFT BAFFLE.,True,True,none,none,True
100281,rules,L/H ENGINE CYL #4 AFT BAFFLE STIFFENER IS CRACKED. REMOVED & REPLACED CRACKED STIFFENER.,LEFT-HAND ENGINE CYLINDER NUMBER 4 AFT BAFFLE STIFFENER IS CRACKED. REMOVED AND REPLACED CRACKED STIFFENER.,L/H ENGINE CYL #4 AFT BAFFLE STIFFENER IS CRACKED.,REMOVED & REPLACED CRACKED STIFFENER.,LEFT-HAND ENGINE CYLINDER NUMBER 4 AFT BAFFLE STIFFENER IS CRACKED.,REMOVED AND REPLACED CRACKED STIFFENER.,LEFT-HAND ENGINE CYLINDER NUMBER 4 AFT BAFFLE STIFFENER IS CRACKED.,REMOVED AND REPLACED CRACKED STIFFENER.,True,True,none,none,True
100282,rules,CYL #2 & 3 INTAKES ARE LEAKING. REMOVED & REPLACED CYL #2 & 3 INTAKE GASKETS.,CYLINDER NUMBER 2 AND 3 INTAKES ARE LEAKING. REMOVED AND REPLACED CYLINDER NUMBER 2 AND 3 INTAKE GASKETS.,CYL #2 & 3 INTAKES ARE LEAKING.,REMOVED & REPLACED CYL #2 & 3 INTAKE GASKETS.,CYLINDER NUMBER 2 AND 3 INTAKES ARE LEAKING.,REMOVED AND REPLACED CYLINDER NUMBER 2 AND 3 INTAKE GASKETS.,CYLINDER NUMBER 2 AND 3 INTAKES ARE LEAKING.,REMOVED AND REPLACED CYLINDER NUMBER 2 AND 3 INTAKE GASKETS.,True,True,none,none,True
100283,rules,R/H FWD UPPER BAFFLE SEAL NEEDS TO BE RESECURED. INSTALLED POP RIVET TO RESECURE R/H FWD BAFFLE SEAL.,RIGHT-HAND FORWARD UPPER BAFFLE SEAL NEEDS TO BE RESECURED. INSTALLED POP RIVET TO RESECURE RIGHT-HAND FORWARD BAFFLE SEAL.,R/H FWD UPPER BAFFLE SEAL NEEDS TO BE RESECURED.,INSTALLED POP RIVET TO RESECURE R/H FWD BAFFLE SEAL.,RIGHT-HAND FORWARD UPPER BAFFLE SEAL NEEDS TO BE RESECURED.,INSTALLED POP RIVET TO RESECURE RIGHT-HAND FORWARD BAFFLE SEAL.,RIGHT-HAND FORWARD UPPER BAFFLE SEAL NEEDS TO BE RESECURED.,INSTALLED POP RIVET TO RESECURE RIGHT-HAND FORWARD BAFFLE SEAL.,True,True,none,none,True
100284,rules,#1 INTAKE IS LEAKING. REMOVED & REPLACED #1 INTAKE GASKET.,NUMBER 1 INTAKE IS LEAKING. REMOVED AND REPLACED NUMBER 1 INTAKE GASKET.,#1 INTAKE IS LEAKING.,REMOVED & REPLACED #1 INTAKE GASKET.,NUMBER 1 INTAKE IS LEAKING.,REMOVED AND REPLACED NUMBER 1 INTAKE GASKET.,NUMBER 1 INTAKE IS LEAKING.,REMOVED AND REPLACED NUMBER 1 INTAKE GASKET.,True,True,none,none,True
100285,rules,ROCKER COVERS 2 & 3 LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS 2 & 3.,ROCKER COVERS 2 AND 3 LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS 2 AND 3.,ROCKER COVERS 2 & 3 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS 2 & 3.,ROCKER COVERS 2 AND 3 LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKETS 2 AND 3.,ROCKER COVERS 2 AND 3 LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKETS 2 AND 3.,True,True,none,none,True
100286,rules,#2 INDUCTION TUBE GASKET LEAKING. INSTALLED NEW #2 INDUCTION TUBE GASKET.,NUMBER 2 INDUCTION TUBE GASKET LEAKING. INSTALLED NEW NUMBER 2 INDUCTION TUBE GASKET.,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #2 INDUCTION TUBE GASKET.,NUMBER 2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW NUMBER 2 INDUCTION TUBE GASKET.,NUMBER 2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW NUMBER 2 INDUCTION TUBE GASKET.,True,True,none,none,True
100287,rules,#2 & 3 ROCKER BOX COVER GASKETS LEAKING. INSTALLED NEW ROCKER BOX COVER GASKETS.,NUMBER 2 AND 3 ROCKER BOX COVER GASKETS LEAKING. INSTALLED NEW ROCKER BOX COVER GASKETS.,#2 & 3 ROCKER BOX COVER GASKETS LEAKING.,INSTALLED NEW ROCKER BOX COVER GASKETS.,NUMBER 2 AND 3 ROCKER BOX COVER GASKETS LEAKING.,INSTALLED NEW ROCKER BOX COVER GASKETS.,NUMBER 2 AND 3 ROCKER BOX COVER GASKETS LEAKING.,INSTALLED NEW ROCKER BOX COVER GASKETS.,True,True,none,none,True
