record_id,system,raw_text,prediction_text,problem_raw,action_raw,problem_candidate,action_candidate,problem_normalized,action_normalized,problem_candidate_grounded,action_candidate_grounded,problem_fallback,action_fallback,protected_tokens_preserved
101269,raw,#4 INTAKE GASKET LEAKING. REPLACED W/ NEW GASKET.,#4 INTAKE GASKET LEAKING. REPLACED W/ NEW GASKET.,#4 INTAKE GASKET LEAKING.,REPLACED W/ NEW GASKET.,#4 INTAKE GASKET LEAKING.,REPLACED W/ NEW GASKET.,#4 INTAKE GASKET LEAKING.,REPLACED W/ NEW GASKET.,True,True,none,none,True
101270,raw,#2 INDUCTION TUBE GASKET LEAKING. REPLACED GASKET.,#2 INDUCTION TUBE GASKET LEAKING. REPLACED GASKET.,#2 INDUCTION TUBE GASKET LEAKING.,REPLACED GASKET.,#2 INDUCTION TUBE GASKET LEAKING.,REPLACED GASKET.,#2 INDUCTION TUBE GASKET LEAKING.,REPLACED GASKET.,True,True,none,none,True
101271,raw,"HIDDEN DAMAGE INSP REQUIRED FOR ENG FIRE. PERFORMED HIDDEN DAMAGE ON AFFECTED AREA, NO DAMAGE NOT","HIDDEN DAMAGE INSP REQUIRED FOR ENG FIRE. PERFORMED HIDDEN DAMAGE ON AFFECTED AREA, NO DAMAGE NOT",HIDDEN DAMAGE INSP REQUIRED FOR ENG FIRE.,"PERFORMED HIDDEN DAMAGE ON AFFECTED AREA, NO DAMAGE NOT",HIDDEN DAMAGE INSP REQUIRED FOR ENG FIRE.,"PERFORMED HIDDEN DAMAGE ON AFFECTED AREA, NO DAMAGE NOT",HIDDEN DAMAGE INSP REQUIRED FOR ENG FIRE.,"PERFORMED HIDDEN DAMAGE ON AFFECTED AREA, NO DAMAGE NOT",True,True,none,none,True
101272,raw,#2 INTAKE IS LEAKING. REMOVED & REPLACED GASKET W/ NEW.,#2 INTAKE IS LEAKING. REMOVED & REPLACED GASKET W/ NEW.,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,True,True,none,none,True
101273,raw,CYLINDER #3 ROCKER COVER IS LEAKING. REPLACED ROCKER COVER GASKET.,CYLINDER #3 ROCKER COVER IS LEAKING. REPLACED ROCKER COVER GASKET.,CYLINDER #3 ROCKER COVER IS LEAKING.,REPLACED ROCKER COVER GASKET.,CYLINDER #3 ROCKER COVER IS LEAKING.,REPLACED ROCKER COVER GASKET.,CYLINDER #3 ROCKER COVER IS LEAKING.,REPLACED ROCKER COVER GASKET.,True,True,none,none,True
101274,raw,"#2 & 1 INTAKE, R/H ENGINE, LEAKING. REMOVED & REPLACED GASKETS.","#2 & 1 INTAKE, R/H ENGINE, LEAKING. REMOVED & REPLACED GASKETS.","#2 & 1 INTAKE, R/H ENGINE, LEAKING.",REMOVED & REPLACED GASKETS.,"#2 & 1 INTAKE, R/H ENGINE, LEAKING.",REMOVED & REPLACED GASKETS.,"#2 & 1 INTAKE, R/H ENGINE, LEAKING.",REMOVED & REPLACED GASKETS.,True,True,none,none,True
101275,raw,#2 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,#2 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,True,True,none,none,True
101276,raw,"L/H ENG INTAKE GASKET, CYL #2, LEAKING. REMOVED & REPLACED GASKET FOR L/H ENG CYL #2 INTAKE.","L/H ENG INTAKE GASKET, CYL #2, LEAKING. REMOVED & REPLACED GASKET FOR L/H ENG CYL #2 INTAKE.","L/H ENG INTAKE GASKET, CYL #2, LEAKING.",REMOVED & REPLACED GASKET FOR L/H ENG CYL #2 INTAKE.,"L/H ENG INTAKE GASKET, CYL #2, LEAKING.",REMOVED & REPLACED GASKET FOR L/H ENG CYL #2 INTAKE.,"L/H ENG INTAKE GASKET, CYL #2, LEAKING.",REMOVED & REPLACED GASKET FOR L/H ENG CYL #2 INTAKE.,True,True,none,none,True
101277,raw,"L/H ENG CYL #1, 2 & 3 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED L/H ENG CYL #1, 2, 3 ROCKER COVER GA","L/H ENG CYL #1, 2 & 3 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED L/H ENG CYL #1, 2, 3 ROCKER COVER GA","L/H ENG CYL #1, 2 & 3 ROCKER COVER GASKETS LEAKING.","REMOVED & REPLACED L/H ENG CYL #1, 2, 3 ROCKER COVER GA","L/H ENG CYL #1, 2 & 3 ROCKER COVER GASKETS LEAKING.","REMOVED & REPLACED L/H ENG CYL #1, 2, 3 ROCKER COVER GA","L/H ENG CYL #1, 2 & 3 ROCKER COVER GASKETS LEAKING.","REMOVED & REPLACED L/H ENG CYL #1, 2, 3 ROCKER COVER GA",True,True,none,none,True
101278,raw,#2 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS ON CYL #1 & 2.,#2 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS ON CYL #1 & 2.,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS ON CYL #1 & 2.,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS ON CYL #1 & 2.,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS ON CYL #1 & 2.,True,True,none,none,True
101279,raw,#2 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,#2 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,True,True,none,none,True
101280,raw,#4 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,#4 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,True,True,none,none,True
101281,raw,#6 COWL SHOCK MOUNT TORN. REMOVED & REPLACED COWL SHOCK MOUNT.,#6 COWL SHOCK MOUNT TORN. REMOVED & REPLACED COWL SHOCK MOUNT.,#6 COWL SHOCK MOUNT TORN.,REMOVED & REPLACED COWL SHOCK MOUNT.,#6 COWL SHOCK MOUNT TORN.,REMOVED & REPLACED COWL SHOCK MOUNT.,#6 COWL SHOCK MOUNT TORN.,REMOVED & REPLACED COWL SHOCK MOUNT.,True,True,none,none,True
101282,raw,#2 INTAKE LEAKING ON L/H ENGINE. REMOVED & REPLACED #2 INTAKE GASKET.,#2 INTAKE LEAKING ON L/H ENGINE. REMOVED & REPLACED #2 INTAKE GASKET.,#2 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED #2 INTAKE GASKET.,#2 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED #2 INTAKE GASKET.,#2 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED #2 INTAKE GASKET.,True,True,none,none,True
101283,raw,#3 ROCKER COVER LEAKING ON L/H ENGINE. REMOVED & REPLACED #3 ROCKER GASKET.,#3 ROCKER COVER LEAKING ON L/H ENGINE. REMOVED & REPLACED #3 ROCKER GASKET.,#3 ROCKER COVER LEAKING ON L/H ENGINE.,REMOVED & REPLACED #3 ROCKER GASKET.,#3 ROCKER COVER LEAKING ON L/H ENGINE.,REMOVED & REPLACED #3 ROCKER GASKET.,#3 ROCKER COVER LEAKING ON L/H ENGINE.,REMOVED & REPLACED #3 ROCKER GASKET.,True,True,none,none,True
101284,raw,ROCKER COVERS 1 & 3 LEAKING ON R/H ENGINE. REMOVED & REPLACED ROCKER GASKETS.,ROCKER COVERS 1 & 3 LEAKING ON R/H ENGINE. REMOVED & REPLACED ROCKER GASKETS.,ROCKER COVERS 1 & 3 LEAKING ON R/H ENGINE.,REMOVED & REPLACED ROCKER GASKETS.,ROCKER COVERS 1 & 3 LEAKING ON R/H ENGINE.,REMOVED & REPLACED ROCKER GASKETS.,ROCKER COVERS 1 & 3 LEAKING ON R/H ENGINE.,REMOVED & REPLACED ROCKER GASKETS.,True,True,none,none,True
101285,raw,ROCKER COVER GASKET #3 TORN. REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET #3 TORN. REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET #3 TORN.,REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET #3 TORN.,REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET #3 TORN.,REMOVED & REPLACED ROCKER COVER GASKET.,True,True,none,none,True
101286,raw,L/H & R/H ENGINE BAFFLE PLUGS DAMAGED. REMOVED & REPLACED L/H & R/H ENGINE BAFFLE PLUGS.,L/H & R/H ENGINE BAFFLE PLUGS DAMAGED. REMOVED & REPLACED L/H & R/H ENGINE BAFFLE PLUGS.,L/H & R/H ENGINE BAFFLE PLUGS DAMAGED.,REMOVED & REPLACED L/H & R/H ENGINE BAFFLE PLUGS.,L/H & R/H ENGINE BAFFLE PLUGS DAMAGED.,REMOVED & REPLACED L/H & R/H ENGINE BAFFLE PLUGS.,L/H & R/H ENGINE BAFFLE PLUGS DAMAGED.,REMOVED & REPLACED L/H & R/H ENGINE BAFFLE PLUGS.,True,True,none,none,True
101287,raw,L/H ENG #4 CYL INTAKE GASKET IS LEAKING. REMOVED & REPLACED GASKET.,L/H ENG #4 CYL INTAKE GASKET IS LEAKING. REMOVED & REPLACED GASKET.,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,True,True,none,none,True
101288,raw,L/H ENG #3 CYL ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED GASKET.,L/H ENG #3 CYL ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED GASKET.,L/H ENG #3 CYL ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,L/H ENG #3 CYL ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,L/H ENG #3 CYL ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,True,True,none,none,True
101289,raw,#3 INTAKE TUBE RUBBING ON BAFFLE. ADJUSTED BAFFLE.,#3 INTAKE TUBE RUBBING ON BAFFLE. ADJUSTED BAFFLE.,#3 INTAKE TUBE RUBBING ON BAFFLE.,ADJUSTED BAFFLE.,#3 INTAKE TUBE RUBBING ON BAFFLE.,ADJUSTED BAFFLE.,#3 INTAKE TUBE RUBBING ON BAFFLE.,ADJUSTED BAFFLE.,True,True,none,none,True
101290,raw,#2 INTAKE TUBE LEAKS AT CYLINDER. REMOVED & REPLACED INTAKE TUBE GASKET & SEAL.,#2 INTAKE TUBE LEAKS AT CYLINDER. REMOVED & REPLACED INTAKE TUBE GASKET & SEAL.,#2 INTAKE TUBE LEAKS AT CYLINDER.,REMOVED & REPLACED INTAKE TUBE GASKET & SEAL.,#2 INTAKE TUBE LEAKS AT CYLINDER.,REMOVED & REPLACED INTAKE TUBE GASKET & SEAL.,#2 INTAKE TUBE LEAKS AT CYLINDER.,REMOVED & REPLACED INTAKE TUBE GASKET & SEAL.,True,True,none,none,True
101291,raw,LOOSE ENGINE GROUND. TIGHTENED ENGINE GROUND CABLE.,LOOSE ENGINE GROUND. TIGHTENED ENGINE GROUND CABLE.,LOOSE ENGINE GROUND.,TIGHTENED ENGINE GROUND CABLE.,LOOSE ENGINE GROUND.,TIGHTENED ENGINE GROUND CABLE.,LOOSE ENGINE GROUND.,TIGHTENED ENGINE GROUND CABLE.,True,True,none,none,True
101292,raw,INTAKE GASKET CYL #4 LEAKING. REMOVED & REPLACED INTAKE GASKET.,INTAKE GASKET CYL #4 LEAKING. REMOVED & REPLACED INTAKE GASKET.,INTAKE GASKET CYL #4 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,INTAKE GASKET CYL #4 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,INTAKE GASKET CYL #4 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,True,True,none,none,True
101293,raw,ROCKER COVER GASKET CYL #4 LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET CYL #4 LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET CYL #4 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET CYL #4 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET CYL #4 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,True,True,none,none,True
101294,raw,BAFFLE SUPPORT STEEL ROD CYL #2 & 4 MISSING. INSTALLED NEW BAFFLE FASTENER FOR CYL #2 & 4.,BAFFLE SUPPORT STEEL ROD CYL #2 & 4 MISSING. INSTALLED NEW BAFFLE FASTENER FOR CYL #2 & 4.,BAFFLE SUPPORT STEEL ROD CYL #2 & 4 MISSING.,INSTALLED NEW BAFFLE FASTENER FOR CYL #2 & 4.,BAFFLE SUPPORT STEEL ROD CYL #2 & 4 MISSING.,INSTALLED NEW BAFFLE FASTENER FOR CYL #2 & 4.,BAFFLE SUPPORT STEEL ROD CYL #2 & 4 MISSING.,INSTALLED NEW BAFFLE FASTENER FOR CYL #2 & 4.,True,True,none,none,True
101295,raw,INTAKE GASKETS CYL #2 & #4 LEAKING. REMOVED & REPLACED INTAKE GASKETS.,INTAKE GASKETS CYL #2 & #4 LEAKING. REMOVED & REPLACED INTAKE GASKETS.,INTAKE GASKETS CYL #2 & #4 LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,INTAKE GASKETS CYL #2 & #4 LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,INTAKE GASKETS CYL #2 & #4 LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,True,True,none,none,True
101296,raw,"ROCKER COVER GASKETS, CYL #2 & 4 LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","ROCKER COVER GASKETS, CYL #2 & 4 LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.","ROCKER COVER GASKETS, CYL #2 & 4 LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,"ROCKER COVER GASKETS, CYL #2 & 4 LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,"ROCKER COVER GASKETS, CYL #2 & 4 LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,True,True,none,none,True
101297,raw,"#3 CYL AFT BAFFLE BRACKET LOOSE. BRACKET SECURED TO ENGINE C REMOVED #3 AFT BAFFLE, REPLACED SCREWS IN BRACKET. REIN","#3 CYL AFT BAFFLE BRACKET LOOSE. BRACKET SECURED TO ENGINE C REMOVED #3 AFT BAFFLE, REPLACED SCREWS IN BRACKET. REIN",#3 CYL AFT BAFFLE BRACKET LOOSE. BRACKET SECURED TO ENGINE C,"REMOVED #3 AFT BAFFLE, REPLACED SCREWS IN BRACKET. REIN",#3 CYL AFT BAFFLE BRACKET LOOSE. BRACKET SECURED TO ENGINE C,"REMOVED #3 AFT BAFFLE, REPLACED SCREWS IN BRACKET. REIN",#3 CYL AFT BAFFLE BRACKET LOOSE. BRACKET SECURED TO ENGINE C,"REMOVED #3 AFT BAFFLE, REPLACED SCREWS IN BRACKET. REIN",True,True,none,none,True
101298,raw,R/H BAFFLE PLUG NEEDS TO BE REPLACED. INSTALLED NEW BAFFLE PLUG.,R/H BAFFLE PLUG NEEDS TO BE REPLACED. INSTALLED NEW BAFFLE PLUG.,R/H BAFFLE PLUG NEEDS TO BE REPLACED.,INSTALLED NEW BAFFLE PLUG.,R/H BAFFLE PLUG NEEDS TO BE REPLACED.,INSTALLED NEW BAFFLE PLUG.,R/H BAFFLE PLUG NEEDS TO BE REPLACED.,INSTALLED NEW BAFFLE PLUG.,True,True,none,none,True
101299,raw,#3 ROCKER COVER GASKET IS TORN. INSTALLED NEW #3 ROCKER BOX COVER GASKET.,#3 ROCKER COVER GASKET IS TORN. INSTALLED NEW #3 ROCKER BOX COVER GASKET.,#3 ROCKER COVER GASKET IS TORN.,INSTALLED NEW #3 ROCKER BOX COVER GASKET.,#3 ROCKER COVER GASKET IS TORN.,INSTALLED NEW #3 ROCKER BOX COVER GASKET.,#3 ROCKER COVER GASKET IS TORN.,INSTALLED NEW #3 ROCKER BOX COVER GASKET.,True,True,none,none,True
101300,raw,#2 ROCKER COVER LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,True,True,none,none,True
101301,raw,#3 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,#3 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,#3 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#3 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#3 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,True,True,none,none,True
101302,raw,#3 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,#3 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,#3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,#3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,#3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,True,True,none,none,True
101303,raw,ROCKER COVER GASKET #3 TORN. REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET #3 TORN. REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET #3 TORN.,REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET #3 TORN.,REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET #3 TORN.,REMOVED & REPLACED ROCKER COVER GASKET.,True,True,none,none,True
101304,raw,SIDE BAFFLE PLUGS ARE MISSING FINGERS. REPLACED W/ NEW PLUGS.,SIDE BAFFLE PLUGS ARE MISSING FINGERS. REPLACED W/ NEW PLUGS.,SIDE BAFFLE PLUGS ARE MISSING FINGERS.,REPLACED W/ NEW PLUGS.,SIDE BAFFLE PLUGS ARE MISSING FINGERS.,REPLACED W/ NEW PLUGS.,SIDE BAFFLE PLUGS ARE MISSING FINGERS.,REPLACED W/ NEW PLUGS.,True,True,none,none,True
101305,raw,L/H ENGINE #2 & 4 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,L/H ENGINE #2 & 4 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,L/H ENGINE #2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,L/H ENGINE #2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,L/H ENGINE #2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,True,True,none,none,True
101306,raw,ROCKER COVER GASKETS CYL #2 & 3 LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKETS CYL #2 & 3 LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKETS CYL #2 & 3 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKETS CYL #2 & 3 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKETS CYL #2 & 3 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,True,True,none,none,True
101307,raw,"INTAKE TUBE LEAKING AT CONNECTION POINT W/ OIL SUMP CYL #4. CLEANED & PERFORMED ENGINE RUN UP, CONFIRMED DISCREPANC","INTAKE TUBE LEAKING AT CONNECTION POINT W/ OIL SUMP CYL #4. CLEANED & PERFORMED ENGINE RUN UP, CONFIRMED DISCREPANC",INTAKE TUBE LEAKING AT CONNECTION POINT W/ OIL SUMP CYL #4.,"CLEANED & PERFORMED ENGINE RUN UP, CONFIRMED DISCREPANC",INTAKE TUBE LEAKING AT CONNECTION POINT W/ OIL SUMP CYL #4.,"CLEANED & PERFORMED ENGINE RUN UP, CONFIRMED DISCREPANC",INTAKE TUBE LEAKING AT CONNECTION POINT W/ OIL SUMP CYL #4.,"CLEANED & PERFORMED ENGINE RUN UP, CONFIRMED DISCREPANC",True,True,none,none,True
101308,raw,INTAKE TUBE LEAKING AT CONNECTION POINT W/ OIL SUMP CYL #4. RESWAGED INTAKE PIPE IAW LYCOMING OVERHAUL MANUAL & INS,INTAKE TUBE LEAKING AT CONNECTION POINT W/ OIL SUMP CYL #4. RESWAGED INTAKE PIPE IAW LYCOMING OVERHAUL MANUAL & INS,INTAKE TUBE LEAKING AT CONNECTION POINT W/ OIL SUMP CYL #4.,RESWAGED INTAKE PIPE IAW LYCOMING OVERHAUL MANUAL & INS,INTAKE TUBE LEAKING AT CONNECTION POINT W/ OIL SUMP CYL #4.,RESWAGED INTAKE PIPE IAW LYCOMING OVERHAUL MANUAL & INS,INTAKE TUBE LEAKING AT CONNECTION POINT W/ OIL SUMP CYL #4.,RESWAGED INTAKE PIPE IAW LYCOMING OVERHAUL MANUAL & INS,True,True,none,none,True
101309,raw,UPPER R/H BAFFLE SEAL LOOSE. RESECURED BAFFLE SEAL.,UPPER R/H BAFFLE SEAL LOOSE. RESECURED BAFFLE SEAL.,UPPER R/H BAFFLE SEAL LOOSE.,RESECURED BAFFLE SEAL.,UPPER R/H BAFFLE SEAL LOOSE.,RESECURED BAFFLE SEAL.,UPPER R/H BAFFLE SEAL LOOSE.,RESECURED BAFFLE SEAL.,True,True,none,none,True
101310,raw,"R/H ENGINE RUNNING ROUGH. ENGINE WAS FINE @ LOW ALTITUDES, O RAN UP A/C, NO ENGINE ROUGHNESS NOTED. CHECKED GOOD AT","R/H ENGINE RUNNING ROUGH. ENGINE WAS FINE @ LOW ALTITUDES, O RAN UP A/C, NO ENGINE ROUGHNESS NOTED. CHECKED GOOD AT","R/H ENGINE RUNNING ROUGH. ENGINE WAS FINE @ LOW ALTITUDES, O","RAN UP A/C, NO ENGINE ROUGHNESS NOTED. CHECKED GOOD AT","R/H ENGINE RUNNING ROUGH. ENGINE WAS FINE @ LOW ALTITUDES, O","RAN UP A/C, NO ENGINE ROUGHNESS NOTED. CHECKED GOOD AT","R/H ENGINE RUNNING ROUGH. ENGINE WAS FINE @ LOW ALTITUDES, O","RAN UP A/C, NO ENGINE ROUGHNESS NOTED. CHECKED GOOD AT",True,True,none,none,True
101311,raw,CYL #4 AFT BAFFLE CRACKED. STOP DRILLED CRACK ON BAFFLE.,CYL #4 AFT BAFFLE CRACKED. STOP DRILLED CRACK ON BAFFLE.,CYL #4 AFT BAFFLE CRACKED.,STOP DRILLED CRACK ON BAFFLE.,CYL #4 AFT BAFFLE CRACKED.,STOP DRILLED CRACK ON BAFFLE.,CYL #4 AFT BAFFLE CRACKED.,STOP DRILLED CRACK ON BAFFLE.,True,True,none,none,True
101312,raw,CYL #4 & 2 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,CYL #4 & 2 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,CYL #4 & 2 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,CYL #4 & 2 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,CYL #4 & 2 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,True,True,none,none,True
101313,raw,INTAKE #2 LEAKING ON L/H ENGINE. INSTALLED NEW INTAKE GASKET.,INTAKE #2 LEAKING ON L/H ENGINE. INSTALLED NEW INTAKE GASKET.,INTAKE #2 LEAKING ON L/H ENGINE.,INSTALLED NEW INTAKE GASKET.,INTAKE #2 LEAKING ON L/H ENGINE.,INSTALLED NEW INTAKE GASKET.,INTAKE #2 LEAKING ON L/H ENGINE.,INSTALLED NEW INTAKE GASKET.,True,True,none,none,True
101314,raw,#2 ROCKER SHAFT THRUST PLUG BROKEN. INSTALLED NEW ROCKER SHAFT THRUST BUTTON.,#2 ROCKER SHAFT THRUST PLUG BROKEN. INSTALLED NEW ROCKER SHAFT THRUST BUTTON.,#2 ROCKER SHAFT THRUST PLUG BROKEN.,INSTALLED NEW ROCKER SHAFT THRUST BUTTON.,#2 ROCKER SHAFT THRUST PLUG BROKEN.,INSTALLED NEW ROCKER SHAFT THRUST BUTTON.,#2 ROCKER SHAFT THRUST PLUG BROKEN.,INSTALLED NEW ROCKER SHAFT THRUST BUTTON.,True,True,none,none,True
101315,raw,"ROCKER COVERS 2, 3 & 4 LEAKING ON L/H ENGINE. INSTALLED NEW ROCKER BOX COVER GASKETS.","ROCKER COVERS 2, 3 & 4 LEAKING ON L/H ENGINE. INSTALLED NEW ROCKER BOX COVER GASKETS.","ROCKER COVERS 2, 3 & 4 LEAKING ON L/H ENGINE.",INSTALLED NEW ROCKER BOX COVER GASKETS.,"ROCKER COVERS 2, 3 & 4 LEAKING ON L/H ENGINE.",INSTALLED NEW ROCKER BOX COVER GASKETS.,"ROCKER COVERS 2, 3 & 4 LEAKING ON L/H ENGINE.",INSTALLED NEW ROCKER BOX COVER GASKETS.,True,True,none,none,True
101316,raw,LEFT REAR BAFFLE CRACKED ON R/H ENGINE. REMOVED & REPLACED LEFT REAR BAFFLE ON R/H ENGINE.,LEFT REAR BAFFLE CRACKED ON R/H ENGINE. REMOVED & REPLACED LEFT REAR BAFFLE ON R/H ENGINE.,LEFT REAR BAFFLE CRACKED ON R/H ENGINE.,REMOVED & REPLACED LEFT REAR BAFFLE ON R/H ENGINE.,LEFT REAR BAFFLE CRACKED ON R/H ENGINE.,REMOVED & REPLACED LEFT REAR BAFFLE ON R/H ENGINE.,LEFT REAR BAFFLE CRACKED ON R/H ENGINE.,REMOVED & REPLACED LEFT REAR BAFFLE ON R/H ENGINE.,True,True,none,none,True
101317,raw,#2 INTAKE GASKET LEAKING. REPLACED GASKET.,#2 INTAKE GASKET LEAKING. REPLACED GASKET.,#2 INTAKE GASKET LEAKING.,REPLACED GASKET.,#2 INTAKE GASKET LEAKING.,REPLACED GASKET.,#2 INTAKE GASKET LEAKING.,REPLACED GASKET.,True,True,none,none,True
101318,raw,#3 ROCKER GASKET IS LEAKING. REPLACED ROCKER GASKET.,#3 ROCKER GASKET IS LEAKING. REPLACED ROCKER GASKET.,#3 ROCKER GASKET IS LEAKING.,REPLACED ROCKER GASKET.,#3 ROCKER GASKET IS LEAKING.,REPLACED ROCKER GASKET.,#3 ROCKER GASKET IS LEAKING.,REPLACED ROCKER GASKET.,True,True,none,none,True
