ident,problem,action,evidence_cluster_id,leakage_group_id,split
101013,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER GASKET.,EC-59c5dc8b564981cd,LG-608d782c2258dd59,train
101014,CYL #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-f020a54e126a5ae6,LG-608d782c2258dd59,train
101015,BAFFLE PLUG IS MISSING.,INSTALLED NEW PLUG.,EC-60a1c28056e9b412,LG-9410f0626a11b72a,train
101016,"WHILE ADJUSTING MIXTURE, A/C WOULD START TO QUIT @ 1450.",PERFORMED ENGINE RUN. COULD NOT DUPLICATE. NO DEFECTS N,EC-ec0562d1024fa461,LG-ec0562d1024fa461,train
101017,#1 & 3 SIDE BAFFLE CRACKED.,REPLACED BAFFLE.,EC-e95ab3903e624860,LG-13dec33e5f80d531,dev
101018,BAFFLE SCREW MISSING AT FRONT OF #2 CYL.,REPLACED SCREW & BARREL NUT.,EC-5e9712c90e5467c2,LG-5e9712c90e5467c2,train
101019,#2 INTAKE GASKET LEAKS.,REPLACED GASKET.,EC-373685885e8d1b9f,LG-0e48eb423d7a05e3,test
101020,CYL #2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,EC-43ae0969db11ee02,LG-4285908bb8f7434c,train
101021,#2 & 4 INTAKE GASKETS ARE LEAKING.,REMOVED & REPLACED INTAKE GASKETS W/ NEW.,EC-38ad91ee1b47eadf,LG-4285908bb8f7434c,train
101022,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,EC-03758ee4b47de086,LG-10956cdabbd1e3ce,dev
101023,L/H ENG #1 ROCKER COVER HAS DAMAGE.,REMOVED COVER,EC-da0dd91745c9482d,LG-da0dd91745c9482d,train
101024,"#1 L/H ENG, ROCKER COVER HAS DAMAGE.",OPS & LEAK CK GOOD.,EC-ac8ac4d74baf7522,LG-da0dd91745c9482d,train
101025,L/H ENG #1 ROCKER COVER HAS DAMAGE.,"REMOVED COVER FROM CORE ENGINE, INSP & FOUND TO BE SERV",EC-da0dd91745c9482d,LG-da0dd91745c9482d,train
101026,"#1 L/H ENG, ROCKER COVER HAS DAMAGE.",FOUND PART OF VALVE TUBE KEEPER BROKEN OFF & PART MISSI,EC-ac8ac4d74baf7522,LG-da0dd91745c9482d,train
101027,"#1 L/H ENG, ROCKER COVER HAS DAMAGE.","RETRIEVED MISSING PIECE OF TUBE KEEPER, INSPECTED ROCKE",EC-ac8ac4d74baf7522,LG-da0dd91745c9482d,train
101028,ENGINE BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.,EC-d1ae1963cf7de664,LG-d1ae1963cf7de664,dev
101029,#4 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,EC-0489f0dc14177ee4,LG-4285908bb8f7434c,train
101030,L/H BAFFLE SPRING IS BROKEN.,REMOVED & REPLACED BAFFLE SPRING W/ NEW.,EC-e66fd671496fbe8b,LG-f714f46f4da8f6fa,train
101031,A/C REQUIRES RUN UP.,"RAN UP A/C, SET MIXTURE, OPS CHECK GOOD ON MAG DROP.",EC-3182fcef4adcc219,LG-3182fcef4adcc219,dev
101032,R/H ENG #3 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE TUBE GASKET.,EC-24276a558b2ea59d,LG-ae9ab1f2ace76196,train
101033,"ROCKER COVER 2, 3 & 4 LEAKING ON L/H ENGINE.","REMOVED & REPLACED ROCKER COVER GASKETS 2, 3 & 4 ON L/H",EC-8b96fdcf1e79189e,LG-608d782c2258dd59,train
101034,CYL #1 BAFFLE IS CRACKED.,STOP DRILLED CRACK.,EC-eb0018eed9c8ceb0,LG-e3b964f842fc4352,test
101035,BAFFLE SEAL LOOSE OVER CYL #3.,RESECURED BAFFLE SEAL.,EC-1afa55b909485d0e,LG-1afa55b909485d0e,train
101036,FWD BAFFLE IS CRACKED BY MUFFLER SHROUD OPENING.,FABRICATED PATCH OUT OF LIKE MATERIAL & INSTALLED. RIVE,EC-ef04f08d9f68b6a4,LG-ef04f08d9f68b6a4,train
101037,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,PULLED TOP & BOTTOM PLUGS NOTING NO SIGNIFICANT OIL OR,EC-77488782afeb100c,LG-77488782afeb100c,train
101038,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,SERVICED LEFT ENG W/ 8 QTS MINERAL OIL. PERFORMED GROUN,EC-77488782afeb100c,LG-77488782afeb100c,train
101039,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,INSPECTED ROCKER BOX NOTING NO DISCREPANCIES. CLEANED &,EC-77488782afeb100c,LG-77488782afeb100c,train
101040,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,RAN LEFT ENGINE NOTING NO #4 EGT & SIGNIFICANT VIBRATIO,EC-77488782afeb100c,LG-77488782afeb100c,train
101041,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,"REMOVED #4 CYL ASSY, INSTALLED SERVICEABLE CYL ASSY. DR",EC-77488782afeb100c,LG-77488782afeb100c,train
101042,MIXTURE CONTROL NOT HITTING FULL RICH.,ADJUSTED MIXTURE CABLE RIGGING. CHECKS GOOD.,EC-883b0f7924435004,LG-883b0f7924435004,dev
101043,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,EC-8ec828272e86c6c2,LG-10956cdabbd1e3ce,dev
101044,CYL #2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-dd75f7cbb6fe4441,LG-608d782c2258dd59,train
101045,#2 ROCKER COVER GASKET LEAKING.,REPLACED #2 ROCKER COVER GASKET.,EC-8828e17d0b33db57,LG-608d782c2258dd59,train
101046,"R/H ENGINE VIBRATION W/ INCREASING POWER, NO EGT IND ON #3 C","REMOVED R/H #3 CYL, INSTALLED REPAIRED CYL ASSY. DRY TA",EC-5a3a603b5f008cf2,LG-5a3a603b5f008cf2,train
101047,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,EC-9e293c9950113443,LG-10956cdabbd1e3ce,dev
101048,R/H REAR ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW BAFFLE SCREW.,EC-00c3779a82bb5065,LG-ac09d330d3a5d8db,dev
101049,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,EC-8ec828272e86c6c2,LG-10956cdabbd1e3ce,dev
101050,#2 INTAKE I/B BOLT HOLE HAS DAMAGED THREADS.,REPAIRED THREADS W/ TAP.,EC-dfce499d00ca4d8f,LG-dfce499d00ca4d8f,train
101051,#2 & 4 ROCKER GASKETS ARE LEAKING.,INSTALLED NEW ROCKER BOX COVER GASKETS.,EC-c0b03588cb909a7f,LG-608d782c2258dd59,train
101052,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-da6ceccf140509ee,LG-608d782c2258dd59,train
101053,R/H ENG OIL COOLER BAFFLE CRACKED.,LEAK CK GOOD.,EC-bb9b155b7b6de5fd,LG-bb9b155b7b6de5fd,train
101054,L/H ENG #2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER GASKET.,EC-12eb32b201c2c89e,LG-608d782c2258dd59,train
101055,L/H & R/H OIL DIPSTICK TUBES ARE LOOSE.,SECURED & SAFETIED DIPSTICK TUBES.,EC-ca012007fa8a18de,LG-ca012007fa8a18de,test
101056,L/H ENG #4 BAFFLE HAS A CRACKED REINFORCING BRACE.,REMOVED & REPLACED BRACE.,EC-91634116f9d3648d,LG-91634116f9d3648d,test
101057,R/H ENG #1 FWD BAFFLE IS MISSING A BOLT.,INSTALLED BOLT & SELF LOCKING STAR WASHER.,EC-319c605fd8429250,LG-319c605fd8429250,dev
101058,R/H ENG OIL COOLER BAFFLE CRACKED.,REMOVED CABLES & LINES TO REMOVE BAFFLE ASSY. INSTALLED,EC-bb9b155b7b6de5fd,LG-bb9b155b7b6de5fd,train
101059,FWD BAFFLE UNDER HEAT SHROUD INTAKE IS CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH OUT OF LIKE MATERI",EC-8828536e86dcb7ea,LG-1256d8184f4c4070,train
101060,ENGINE BAFFLE PLUGS TANGS BROKEN.,INSTALLED NEW ENGINE BAFFLE PLUGS.,EC-f2dc3aca82f35297,LG-f2dc3aca82f35297,train
101061,#4 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,EC-8edc952c184ae07f,LG-4285908bb8f7434c,train
101062,OIL SUMP SCREEN DAMAGED.,REMOVED & REPLACED OIL SUMP SCREEN.,EC-faa08460b2f83c74,LG-faa08460b2f83c74,train
101063,"FWD BAFFLE, DIRECTLY BELOW ALTERNATOR MOUNT IS CRACKED.",STOP DRILLED CRACK.,EC-1a0639bd7364112f,LG-1a0639bd7364112f,train
101064,R/H BAFFLE IS CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH & INSTALLED.",EC-65c6a443fd5e869b,LG-e3b964f842fc4352,test
101065,R/H ENG #2 CYL ROCKER COVER GASKET IS LEAKING.,REPLACED GASKET.,EC-f77ffae8e6f96d42,LG-608d782c2258dd59,train
101066,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,EC-e8bee9035a1deeb3,LG-4285908bb8f7434c,train
101067,R/H REAR ENGINE BAFFLE RIVET BROKEN.,INSTALLED NEW RIVETS IAW,EC-e803aec11c7fdaf8,LG-e803aec11c7fdaf8,train
101068,#4 CYL AFT BAFFLE HAS 2 RIVETS SHEARED.,REMOVED RIVETS & INSTALLED SCREWS & NUTS. TIGHTENED.,EC-bf5d22219b7f7916,LG-bf5d22219b7f7916,train
101069,OIL FILLER TUBE LOOSE.,TIGHTENED OIL FILLER TUBE & RESAFETIED.,EC-516838c9b9e7b9e0,LG-516838c9b9e7b9e0,train
101070,CORNER PATCH ON L/H REAR ENGINE BAFFLE CRACKED.,FABRICATED & INSTALLED NEW PATCH.,EC-461f4ee54c9052c0,LG-461f4ee54c9052c0,dev
101071,ALT BELT LOOSE.,TIGHTENED & SAFETIED ALTERNATOR BRACKET BOLTS. TENSION,EC-6033aaeb5a3e6530,LG-6033aaeb5a3e6530,dev
101072,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKETS.,EC-03758ee4b47de086,LG-10956cdabbd1e3ce,dev
101073,SPARK PLUG BAFFLE HOLE PLUGS ARE WORN.,REMOVED & REPLACED PLUGS.,EC-4484b6d1050dc92d,LG-4484b6d1050dc92d,test
101074,BAFFLE SPARK PLUG HOLE COVERS ARE WORN.,REMOVED & REPLACED COVERS.,EC-5aa1547522acca83,LG-4484b6d1050dc92d,test
101075,CYL #1 & 3 INTAKES ARE LEAKING.,REMOVED & REPLACED CYL #1 & 3 INTAKE GASKETS.,EC-9e691176ee0490c2,LG-26ffbcbee302311b,test
101076,CYL #2 ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED CYL #2 ROCKER COVER GASKET.,EC-11e80a174fe34a4d,LG-608d782c2258dd59,train
101077,RIGHT ENG #4 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,EC-fbaa2a8052fe2de5,LG-4285908bb8f7434c,train
101078,"PROP RPM REACHED 2720, NOTICED & REDUCED IT.","C/W , NO DEFECTS NOTED. NO FURTHER ACTION REQUIR",EC-4c499c3b477e67ee,LG-4c499c3b477e67ee,train
101079,"ON DESCENT, EXCEEDED MAX RPM, WENT UP TO 2800.","C/W , NO DEFECTS NOTED. NO FURTHER ACTION REQUIR",EC-52728ec905c60bbc,LG-52728ec905c60bbc,train
101080,L/H SIDE BAFFLE CRACKED IN 2 PLACES.,REMOVED & REPLACED BAFFLE.,EC-fa991fce545adaa0,LG-fa991fce545adaa0,train
101081,IDLE OVERRIDE SPEED WAS 1300.,"RAN A/C, ADJUSTED IDLE SPEED. CHECKS GOOD.",EC-dacf66adf0b39243,LG-dacf66adf0b39243,train
101082,"L/H ENGINE, #4 INTAKE LEAKING.",REMOVED & REPLACED GASKET.,EC-13b3c59f5baafdc1,LG-4285908bb8f7434c,train
101083,R/H ENGINE #4 CYL COMPRESSION CK LOW.,"STAKED #4 EX VALVE, COMPRESSION",EC-eb1dcd2fe82600cd,LG-eb1dcd2fe82600cd,dev
101084,R/H ALL ROCKER COVERS LEAKING.,REMOVED & REPLACED ALL ROCKER COVER GASKETS.,EC-5a730e392876e0d3,LG-e424bbcf6cf85404,train
101085,"L/H ENG, CYL 1 & 3 ROCKER COVERS ARE LEAKING.",REPLACED ROCKER COVER GASKETS.,EC-0ea26753379bf969,LG-0ea26753379bf969,train
101086,R/H ENG CYL #3 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET. SECURED PRIMER LINE.,EC-9b50eff2842daf19,LG-4285908bb8f7434c,train
101087,SNIFFLER VALVES ARE DIRTY.,CLEANED SNIFFLER VALVES.,EC-5027701bd7fa9f57,LG-5027701bd7fa9f57,train
101088,#3 CYL AFT BAFFLE INNER MOST BAFFLE SEAL RIVET IS PULLED THR,REFASTENED BAFFLE.,EC-0a99da6d6bf5b16c,LG-0a99da6d6bf5b16c,train
101089,#4 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,EC-03758ee4b47de086,LG-10956cdabbd1e3ce,dev
101090,"AFTER PERFORMING SIMULATED ENGINE FAILURE, SMOOTHLY APPLIED","RAN UP A/C ENGINE. ENGINE RUNS SMOOTH. MAG DROPS, IDLE",EC-35b2ee440b163f2a,LG-35b2ee440b163f2a,train
101091,CYL #4 ROCKER COVER GASKET IS LEAKING.,REPLACED GASKET.,EC-873f09da28499cc7,LG-608d782c2258dd59,train
101092,CYL #2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED CYL #2 INTAKE GASKET.,EC-ae287164a190fda3,LG-4285908bb8f7434c,train
101093,CYL #4 COMPRESSION IS 30/80.,"STAKED EXHAUST VALVE, COMP CHECK. CHECKED GOOD.",EC-c77c23d391523391,LG-c77c23d391523391,dev
101094,EXPERIENCED PARTIAL POWER LOSS DURING CLIMB.,FOR BILLING PURPOSES ONLY,EC-6539b840ac625ead,LG-6539b840ac625ead,dev
101095,EXPERIENCED PARTIAL POWER LOSS DURING CLIMB.,GROUND RUN & STATIC FULL RPM CHECKED 2300 - 2330 RPM. F,EC-6539b840ac625ead,LG-6539b840ac625ead,dev
101096,CYL #1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-bf1f39d7a4256a12,LG-608d782c2258dd59,train
101097,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,EC-8ec828272e86c6c2,LG-10956cdabbd1e3ce,dev
101098,BAFFLE PLUGS ARE WORN.,REMOVED & REPLACED PLUGS.,EC-906407443716073f,LG-d1ae1963cf7de664,dev
101099,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-59c5dc8b564981cd,LG-608d782c2258dd59,train
101100,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,"RAN A/C, FOUND #3 CYLINDER EXHAUST VALVE PUSH ROD TUBE",EC-30acef2436b7defa,LG-30acef2436b7defa,test
101101,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,"WASHED ENGINE, FOUND CYLINDER OIL RETURN LINE CLAMPS LO",EC-30acef2436b7defa,LG-30acef2436b7defa,test
101102,FWD R/H BAFFLE SEAL NEEDS TO BE REATTACHED.,REMOVED & REPLACED BAFFLE SEAL.,EC-5f3236d169b7d229,LG-5f3236d169b7d229,train
101103,R/H REAR BAFFLE BRACKET RIVETS SHEARED.,"REMOVED BAFFLE, REATTACHED AFT BRACKET. REINSTALLED BAF",EC-507a8d6b03e9f2be,LG-129791cf3720b6d6,train
101104,"INTAKE GASKET, CYL #4, LEAKING.",REMOVED & REPLACED GASKET.,EC-d10547163b504192,LG-962a2251cf078b67,train
101105,"L/H ENGINE, L/H AFT ENGINE BAFFLE CHAFED ON CYLINDER.",REMOVED & REPLACED L/H ENG CYL #4 AFT BAFFLE.,EC-309b079863d76953,LG-309b079863d76953,train
101106,ENGINE BAFFLE SNAP PLUG TAB BROKEN OFF.,INSTALLED NEW ENGINE BAFFLE PLUGS.,EC-fe20409dc065c067,LG-fe20409dc065c067,train
101107,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,EC-d7f19738c9144c80,LG-608d782c2258dd59,train
101108,L/H ENGINE #3 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER GASKETS W/ NEW.,EC-092c39e535e7af57,LG-608d782c2258dd59,train
101109,R/H ENGNIE CYL #3 INTAKE GASKET LEAKING.,"REMOVED & REPLACED CYL #3 INTAKE GASKET, R/H ENGINE.",EC-ffeb8ec9d3233ff5,LG-ffeb8ec9d3233ff5,train
101110,"ROCKER COVER GASKETS #1, 2, 4 ON R/H ENGINE LEAKING.",REMOVED & REPLACED R/H ENGINE ROCKER COVER GASKETS.,EC-53f45ca3831cd08e,LG-608d782c2258dd59,train
101111,#3 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED INTAKE GASKET.,EC-d5214a798d419c0a,LG-4285908bb8f7434c,train
101112,L/H ENG #2 INTAKE LEAKS.,REPLACED GASKET.,EC-8304767157655f10,LG-0e48eb423d7a05e3,test
101113,R/H ENGINE CYL #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-1d489f05547b9652,LG-608d782c2258dd59,train
101114,ENGINE RPM REACHED 2760 FOR APPROX 2 SECONDS.,C/W LYCOMING NO DEFECTS NOTED. NO FURTHER ACTI,EC-58d113a5ebae0d24,LG-58d113a5ebae0d24,train
101115,CYL #2 INTAKE IS LEAKING.,REPLACED INTAKE GASKETS.,EC-43ae0969db11ee02,LG-4285908bb8f7434c,train
101116,"L/H ENG, #4 INDUCTION TUBE GASKET LEAKING.",REMOVED & REPLACED INTAKE GASKET.,EC-45d83d18a7dfd10c,LG-abec8430bec9f461,test
101117,R/H ENG #3 CYL INTAKE GASKET LEAKS.,REMOVED & REPLACED #3 CYL INTAKE GASKET.,EC-442fa832a675657d,LG-0e48eb423d7a05e3,test
101118,L/H ENGINE #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,EC-4c1d032619d72b44,LG-4285908bb8f7434c,train
101119,IDLE MIXTURE NEEDS ADJUSTMENT.,RERIGGED MIXTURE ARM IAW HMI.,EC-e3256a331035aef6,LG-e3256a331035aef6,train
101120,IDLE MIXTURE NEEDS ADJUSTMENT.,REMOVED MIXTURE ARM & REINDEXED AGAIN. A/C WAS STARTED,EC-e3256a331035aef6,LG-e3256a331035aef6,train
101121,IDLE MIXTURE NEEDS ADJUSTMENT.,"REINDEXED MIXTURE CONTROL. RAN UP A/C, MIXTURE RISE STI",EC-e3256a331035aef6,LG-e3256a331035aef6,train
101122,IDLE MIXTURE NEEDS ADJUSTMENT.,"A/C WAS GROUND RAN BY PILOT, IDLE MIXTURE & SPEED NOW C",EC-e3256a331035aef6,LG-e3256a331035aef6,train
101123,IDLE MIXTURE NEEDS ADJUSTMENT.,"A/C/ WAS STARTED, BUT WOULD ONLY RUN A FEW SECONDS. ALL",EC-e3256a331035aef6,LG-e3256a331035aef6,train
101124,CYL #2 INTAKE PIPE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,EC-c8ff21bca89816db,LG-c8ff21bca89816db,train
101125,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,EC-c85bc86f75e7cd5b,LG-608d782c2258dd59,train
101126,#2 INTAKE LEAKING.,REPLACED GASKET.,EC-9e293c9950113443,LG-10956cdabbd1e3ce,dev
101127,#4 INTAKE LEAKING.,REPLACED GASKET.,EC-66d79f80174da74e,LG-10956cdabbd1e3ce,dev
101128,#3 INTAKE LEAKING ON R/H ENGINE.,REPLACED GASKET.,EC-e8bee9035a1deeb3,LG-4285908bb8f7434c,train
101129,#3 INTAKE LEAKING ON L/H ENGINE.,"REMOVED & REPLACED INTAKE GASKET, CYL #3.",EC-d5214a798d419c0a,LG-4285908bb8f7434c,train
101130,#2 & 3 ROCKER COVER LEAKING ON L/H ENGINE.,REMOVED & REPLACED ROCKER COVER GASKETS.,EC-75f760d0e5de5d68,LG-608d782c2258dd59,train
101131,#2 & 3 ROCKER COVER GASKETS LEAKING ON R/H ENGINE.,"REPLACED #2 & 3 ROCKER COVER GASKETS, R/H.",EC-d972ce95f295e54c,LG-608d782c2258dd59,train
101132,"WORN OUT THRUST BUTTON, ROCKER SHAFT CYL #3, L/H ENGINE.",REMOVED & REPLACED THRUST BUTTONS ON CYL #3.,EC-e5cfe443c0dc1643,LG-e5cfe443c0dc1643,train
101133,CYL #1 ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-dbcbdb31f23f7817,LG-608d782c2258dd59,train
101134,CYL #2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,EC-ae287164a190fda3,LG-4285908bb8f7434c,train
101135,"L/H ENGINE #1, 2 & 4 INTAKES LEAKING.",REMOVED & REPLACED #1 & 2 GASKETS.,EC-d54c2bdad4dd0a23,LG-4285908bb8f7434c,train
101136,R/H ENGINE #2 CYLINDER COMPRESSION IS LOW.,INSTALLED ROCKER COVER & GASKET.,EC-773f22d292484073,LG-773f22d292484073,test
101137,"L/H ENGINE #1, 2 & 4 INTAKES LEAKING.",REMOVED & REPLACED CYL #4 INTAKE GASKET.,EC-d54c2bdad4dd0a23,LG-4285908bb8f7434c,train
101138,R/H ENGINE #2 CYLINDER COMPRESSION IS LOW.,STAKED EXHAUST VALVE. PRESSURE CAME UP TO 65/80 PSI.,EC-773f22d292484073,LG-773f22d292484073,test
101139,#2 FWD BAFFLE CRACKED.,STOP DRILLED CRACK.,EC-13217e66b774de86,LG-15f761dc9e6351d8,dev
101140,#4 ROCKER BOX COVER GASKET LEAKING.,INSTALLED #4 ROCKER BOX COVER GASKET.,EC-0b59496ca80fb4ee,LG-608d782c2258dd59,train
101141,BAFFLE CRACKED AFT OF #4 CYL.,FABRICATED PATCH & DOUBLER OF LIKE MATERIAL.,EC-879e4cf83a1c2a00,LG-879e4cf83a1c2a00,train
101142,BAFFLE CRACKED AFT OF #4 CYL.,INSTALLED PATCH & DOUBLER IAW,EC-879e4cf83a1c2a00,LG-879e4cf83a1c2a00,train
101143,BACK L/H BAFFLE IS CRACKED.,STOP DRILLED CRACK.,EC-36f1c1fb26045b6b,LG-739098b461f5e8fa,dev
101144,#4 INTAKE IS LEAKING.,REMOVED & REPLACED CYL #4 INTAKE GASKET.,EC-03758ee4b47de086,LG-10956cdabbd1e3ce,dev
101145,L/H BAFFLE PLUG NEEDS TO BE REPLACED.,REMOVED & REPLACED BAFFLE PLUG.,EC-d671d8fdeb671d58,LG-d671d8fdeb671d58,train
101146,R/H BAFFLE SPARK PLUG ACCESS BUTTON WORN.,REMOVED & REPLACED BAFFLE BUTTON.,EC-de8cb113b5421a36,LG-de8cb113b5421a36,test
101147,ROCKER COVER GASKET CYL #2 & 3 LEAKING.,REPLACED BOTH ROCKER COVER GASKETS.,EC-00aceaa4107d64a5,LG-608d782c2258dd59,train
101148,CYL #3 AFT BAFFLE SCREW LOOSE.,"REMOVED DIPSTICK HOUSING, REMOVED OIL COOLER FROM BAFFL",EC-f8de2acb2f547a72,LG-6bb5b0d3262bc63e,dev
101149,CYL #4 ROCKER COVER IS LEAKING.,REPLACED ROCKER COVER GASKET.,EC-0ad265aef699497b,LG-608d782c2258dd59,train
101150,DIPSTICK TUBE LOOSE.,"TIGHTENED DIPSTICK TUBE, RESAFETIED.",EC-9b6c2d8e9f581c59,LG-9b6c2d8e9f581c59,train
101151,R/H SIDE BAFFLE IS MISSING A SCREW.,INSTALLED NEW SCREW ON BAFFLE.,EC-e320eb0dd72ecc8a,LG-e320eb0dd72ecc8a,train
101152,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-9f1eed7e562e8bbc,LG-608d782c2258dd59,train
101153,R/H BACK BAFFLE BRACKET RIVET HEAD IS MISSING.,REMOVED BACK BAFFLE TO GAIN ACCESS. REMVOED RIVETS & RE,EC-cf8dabe5afd8e3ab,LG-cf8dabe5afd8e3ab,train
101154,#3 CYL ROCKER COVER GASKET IS LEAKING.,REMOVED GASKET. DURING INSTALLATION TORE NEW GASKET. RE,EC-61964c49332b0932,LG-608d782c2258dd59,train
101155,"1, 2, & 4 ROCKER COVERS ARE LEAKING.",REMOVED & REPLACED ROCKER GASKETS.,EC-423fcb9ac528f633,LG-608d782c2258dd59,train
101156,BOTH SPARK PLUG BAFFLE PLUGS ARE WORN.,REMOVED & REPLACED SPARK PLUG BAFFLE PLUGS.,EC-b2b4e696a0553f8e,LG-b2b4e696a0553f8e,train
101157,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,EC-e8bee9035a1deeb3,LG-4285908bb8f7434c,train
101158,#4 INTAKE LEAKING ON L/H ENIGNE.,REMOVED & REPLACED #4 INTAKE GASKET ON L/H ENGINE.,EC-f4b1dcb33634ed0e,LG-f4b1dcb33634ed0e,test
101159,L/H INNER BAFFLE SPRING IS BROKEN.,REMOVED & REPLACED BAFFLE SPRING W/ NEW.,EC-848f9973b8318bb7,LG-848f9973b8318bb7,train
101160,L/H BAFFLE REQUIRES PATCH.,"FABRICATED PATCH OF LIKE MATERIAL, RIVETED & INSTALLED",EC-f4eab3409648b541,LG-f4eab3409648b541,train
101161,AFT ALT MOUNTING BOLT EATING INTO SCROLL MOUNT.,"INSPECTED MOUNT, NO DEFECTS NOTED.",EC-66e200f3c22da1e3,LG-66e200f3c22da1e3,dev
101162,EXCESSIVE END PLAY AT THROTTLE CABLE ATTACHMENT.,INSPECTED THROTTLE CABLE ATTACHMENT. NO DEFECTS NOTED.,EC-9d263a86deb75930,LG-9d263a86deb75930,train
101163,#1 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,EC-15bf6e31a0b605cd,LG-10956cdabbd1e3ce,dev
101164,#2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,EC-e2fcde699ff41262,LG-608d782c2258dd59,train
101165,CYL #2 ROCKER COVER LEAKING.,REMOVED & REPLACED CYL #2 ROCKER COVER GASKET.,EC-14d306bc9b3b1c97,LG-608d782c2258dd59,train
101166,#3 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW INDUCTION TUBE GASKET.,EC-cd3eb18391b38e2d,LG-abec8430bec9f461,test
101167,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW INDUCTION TUBE GASKET,EC-abec8430bec9f461,LG-abec8430bec9f461,test
101168,#1 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED INTAKE GASKET.,EC-3513e5ea9021802c,LG-4285908bb8f7434c,train
101169,#1 & 2 INTAKES LEAKING ON R/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.,EC-9dfac5952565469a,LG-4285908bb8f7434c,train
101170,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW INDUCTION TUBE GASKET.,EC-abec8430bec9f461,LG-abec8430bec9f461,test
101171,#2 & 4 BAFFLE OUTER TIE & SPRING BROKEN.,INSTALLED NEW OUTER BAFFLE TIE.,EC-fbf647b673db3fd4,LG-fbf647b673db3fd4,train
